All Relief Pitchers 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Roenicke, Josh RP COL	-	Free Agent	16.7	0	0	0	0	0	0	0	12	7	14	3.780	1.2600	798
Delabar, Steve RP SEA	-	Free Agent	7.0	0	0	0	1	1	0	0	7	4	5	2.571	1.2857	804
Hamburger, Mark RP TEX	-	Free Agent	8.0	0	0	0	1	0	0	0	6	3	5	4.500	1.0000	805
Grabow, John RP CHC 	-	Free Agent	62.3	0	0	0	3	1	0	0	38	28	67	4.765	1.5241	806
Rapada, Clay RP BAL	-	Free Agent	16.3	0	0	0	2	0	0	0	18	7	14	6.061	1.2857	809
Miller, Jim RP COL	-	Free Agent	7.0	0	0	0	0	0	0	0	5	4	3	2.571	1.0000	810
Furbush, Charlie SP SEA	-	Free Agent	85.3	12	2	0	4	10	0	0	67	30	97	5.484	1.4883	811
Below, Duane RP DET	-	Free Agent	29.0	2	0	0	0	2	0	0	14	11	28	4.345	1.3448	814
Jeffress, Jeremy RP KC	-	Free Agent	15.3	0	0	0	1	1	1	1	13	11	12	4.696	1.5000	815
De Fratus, Justin RP PHI	-	Free Agent	4.0	0	0	0	1	0	0	0	3	3	1	2.250	1.0000	816
Ceda, Jose RP MIA	-	Free Agent	20.3	0	0	0	0	1	0	0	21	12	16	4.426	1.3770	817
Olson, Garrett RP PIT 	-	Free Agent	4.3	0	0	0	1	1	0	0	4	3	2	2.077	1.1538	819
Perez, Juan RP MIL 	-	Free Agent	5.0	0	0	0	1	0	0	0	8	5	1	3.600	1.2000	823
Ruffin, Chance RP SEA	-	Free Agent	17.7	0	0	0	1	0	0	0	18	9	18	4.075	1.5283	824
Hughes, Jared RP PIT	-	Free Agent	11.0	0	0	0	0	1	0	0	10	4	9	4.091	1.1818	828
Thayer, Dale RP NYM	-	Free Agent	10.3	0	0	0	0	3	0	0	5	0	12	3.484	1.1613	831
Gray, Jeff RP MIN	-	Free Agent	48.3	0	0	0	0	1	1	3	23	21	52	4.283	1.5103	832
Moylan, Peter RP ATL 	-	Free Agent	8.3	0	0	0	2	1	0	0	10	3	12	3.240	1.8000	834
Mitre, Sergio RP NYY 	-	Free Agent	38.3	0	0	0	0	1	0	1	16	14	39	4.461	1.3826	835
Vizcaino, Arodys RP ATL 	-	Free Agent	17.3	0	0	0	1	1	0	2	17	9	16	4.673	1.4423	836
O'Connor, Mike RP NYM	-	Free Agent	6.7	0	0	0	0	1	0	1	8	3	5	2.700	1.2000	838
Abreu, Juan RP HOU	-	Free Agent	6.7	0	0	0	0	0	0	0	12	3	6	2.700	1.3500	839
Savery, Joe RP PHI	-	Free Agent	2.7	0	0	0	0	0	0	0	2	0	1	0.000	0.3750	840
Severino, Atahualpa RP WAS	-	Free Agent	4.7	0	0	0	1	0	0	0	7	1	5	3.857	1.2857	844
Burnett, Alex RP MIN	-	Free Agent	50.7	0	0	0	2	5	0	2	33	21	50	5.507	1.4013	845
Perez, Luis RP TOR	-	Free Agent	65.0	4	1	0	3	3	0	2	54	27	74	5.123	1.5538	847
Herrmann, Frank RP CLE	-	Free Agent	56.3	0	0	0	4	0	0	0	34	16	71	5.112	1.5444	850
Beck, Chad RP TOR	-	Free Agent	2.3	0	0	0	0	0	0	0	3	0	1	0.000	0.4286	851
Dumatrait, Phil RP MIN	-	Free Agent	41.3	0	0	0	1	3	1	0	29	25	45	3.919	1.6935	852
Medlen, Kris RP ATL	-	Free Agent	2.3	0	0	0	0	0	0	0	2	0	1	0.000	0.4286	855
Bulger, Jason RP MIN 	-	Free Agent	9.3	0	0	0	0	1	0	0	7	10	6	0.964	1.7143	857
Kontos, George RP NYY	-	Free Agent	6.0	0	0	0	0	0	0	0	6	3	4	3.000	1.1667	858
Hacker, Eric RP MIN 	-	Free Agent	5.3	0	0	0	0	0	0	0	2	4	4	0.000	1.5000	864
Bowden, Michael RP BOS	-	Want-a-be Ghetto All Stars	20.0	0	0	0	0	0	0	0	17	11	19	4.050	1.5000	867
Horst, Jeremy RP CIN	-	Free Agent	15.3	0	0	0	0	0	0	0	9	6	18	2.935	1.5652	868
Slama, Anthony RP MIN	-	Free Agent	2.3	0	0	0	0	0	0	0	3	2	0	0.000	0.8571	871
Okajima, Hideki RP BOS 	-	Free Agent	8.3	0	0	0	1	0	0	0	6	5	7	4.320	1.4400	873
Valdes, Raul RP PHI	-	Free Agent	12.0	0	0	0	0	1	0	0	15	6	14	3.000	1.6667	876
O'Day, Darren RP BAL	-	Free Agent	16.7	0	0	0	0	1	0	0	18	5	17	5.400	1.3200	881
Hamren, Erik RP SD	-	Free Agent	12.3	0	0	0	1	0	0	0	10	9	10	4.378	1.5405	882
Jimenez, Cesar RP SEA	-	Free Agent	6.7	0	0	0	1	0	0	0	7	3	6	5.400	1.3500	883
Reed, Addison RP CHW 	-	Free Agent	7.3	0	0	0	0	0	0	0	12	1	10	3.682	1.5000	884
Dickson, Brandon RP STL	-	Free Agent	8.3	1	0	0	0	0	0	0	7	3	9	3.240	1.4400	887
Joaquin, Waldis RP WAS	-	Free Agent	6.3	0	0	0	1	0	0	0	3	3	6	4.263	1.4211	890
Tomko, Brett RP TEX	-	Free Agent	17.7	0	0	0	0	1	0	1	14	10	15	4.585	1.4151	891
Schwimer, Michael RP PHI	-	Free Agent	14.3	0	0	0	1	1	0	2	16	7	15	5.023	1.5349	892
Neshek, Pat RP SD	-	Free Agent	24.7	0	0	0	1	1	0	0	20	22	19	4.013	1.6622	893
Berg, Justin RP CHC	-	Free Agent	12.0	0	0	0	0	0	0	0	6	6	11	3.750	1.4167	895
Rodriguez, Francisco RP LAA 	-	Free Agent	13.7	0	0	0	0	0	0	0	7	5	13	4.610	1.3171	900
Putnam, Zach RP CLE	-	Free Agent	7.3	0	0	0	1	1	0	1	9	0	10	6.136	1.3636	901
Marquez, Jeff RP SEA	-	Free Agent	4.0	0	0	0	0	0	0	0	2	0	5	2.250	1.2500	904
Ely, John RP LAD	-	Free Agent	12.7	1	0	0	0	1	0	0	13	7	12	4.263	1.5000	906
Igarashi, Ryota RP PIT 	-	Free Agent	38.7	0	0	0	4	1	0	1	42	28	43	4.655	1.8362	908
Marte, Luis RP DET	-	Free Agent	3.7	0	0	0	1	0	0	0	3	1	6	2.454	1.9091	910
Wilk, Adam RP DET	-	Free Agent	13.3	0	0	0	0	0	0	0	10	3	14	5.400	1.2750	912
Torres, Alex RP TB	-	Free Agent	8.0	0	0	0	1	1	0	0	9	7	8	3.375	1.8750	913
Fisher, Carlos RP CIN	-	Free Agent	24.0	0	0	0	0	3	0	0	17	11	25	4.500	1.5000	916
Dolis, Rafael RP CHC	-	Free Agent	1.3	0	0	0	0	0	0	0	1	1	0	0.000	0.7500	917
Demel, Sam RP ARI	-	Free Agent	25.7	0	0	0	2	2	0	1	15	13	31	4.208	1.7143	922
Stetter, Mitch RP MIL 	-	Free Agent	7.0	0	0	0	0	0	0	0	7	1	8	5.143	1.2857	924
Garrison, Steve RP SEA	-	Free Agent	0.7	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	933
Ekstrom, Mike RP COL 	-	Free Agent	1.0	0	0	0	0	0	0	0	1	0	1	0.000	1.0000	935
Thatcher, Joe RP SD	-	Free Agent	10.0	0	0	0	0	0	0	0	9	7	8	4.500	1.5000	937
Miller, Trever RP BOS	-	Free Agent	21.3	0	0	0	0	1	1	3	12	12	25	3.797	1.7344	939
Duke, Zach SP ARI	-	Free Agent	76.7	9	3	0	3	4	1	0	32	19	101	4.930	1.5652	941
Brackman, Andrew RP CIN 	-	Free Agent	2.3	0	0	0	0	0	0	0	0	3	1	0.000	1.7143	943
Romero, J.C. RP STL 	-	Free Agent	24.7	0	0	0	1	0	0	0	19	15	28	4.013	1.7432	946
Oliveros, Lester RP MIN	-	Free Agent	21.3	0	0	0	0	0	0	0	13	11	21	4.641	1.5000	948
Carlyle, Buddy RP NYY	-	Free Agent	7.7	0	0	0	0	1	0	0	9	7	5	4.696	1.5652	955
Waldrop, Kyle RP MIN	-	Free Agent	11.0	0	0	0	1	0	0	0	5	6	10	5.727	1.4545	956
Richmond, Scott RP TOR	-	Free Agent	0.3	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	958
Stults, Eric RP COL 	-	Free Agent	12.0	0	0	0	0	0	0	0	7	4	11	6.000	1.2500	962
Howell, J.P. RP TB	-	Free Agent	30.7	0	0	0	2	3	1	1	26	18	30	6.163	1.5652	967
Tazawa, Junichi RP BOS	-	Free Agent	3.0	0	0	0	0	0	0	0	4	1	3	6.000	1.3333	970
Carignan, Andrew RP OAK	-	Free Agent	6.3	0	0	0	0	0	0	0	5	2	8	4.263	1.5789	971
Meek, Evan RP PIT	-	Free Agent	20.7	0	0	0	1	1	0	1	17	12	27	3.484	1.8871	973
Lueke, Josh RP TB	-	Free Agent	32.7	0	0	0	1	1	0	0	29	13	34	6.061	1.4388	979
Mathieson, Scott RP PHI 	-	Free Agent	5.0	0	0	0	0	0	0	0	5	3	9	0.000	2.4000	981
Vasquez, Luis RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	986
Coello, Robert RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	987
Samuel, Francisco RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	988
Marinez, Jhan RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	989
Carmona, Ysmael RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	991
Lebron, Luis RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	994
Zumaya, Joel RP DET 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	995
Mejia, Jenrry RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	997
Reed, Evan RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1000
Alvarez, Manny RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1003
Ray, Robert RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1004
Bush, Matt RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1008
Nunez, Jhonny RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1009
Aguero, Ramon RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1011
Beltre, Omar RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1012
Smit, Kyle RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1013
King, Blake RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1015
Feliciano, Pedro RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1017
Poreda, Aaron RP SD 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1018
Reifer, Adam RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1019
Infante, Gregory RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1026
Kopp, David RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1030
Casilla, Jose RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1032
Ortega, Jose RP DET	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1034
Paredes, Edward RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1035
Septimo, Leyson RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1038
Van Mil, Loek RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1039
Schlichting, Travis RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1040
Castillo, Fabio RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1041
Todd, Jess RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1049
Carter, Anthony RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1050
Caminero, Arquimedes RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1051
Valiquette, Philippe RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1053
Marte, Damaso RP NYY 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1054
Barrera, Henry RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1055
Arias, Alberto RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1056
James, Justin RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1057
Mulvey, Kevin RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1058
Schlitter, Brian RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1059
Belisario, Ronald RP LAD 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1061
Ortega, Yonata RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1063
Leon, Arcenio RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1064
Monasterios, Carlos RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1066
Hinshaw, Alex RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1068
Farina, Alan RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1069
Parra, Manny RP MIL 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1071
Hyde, Lee RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1078
Hatcher, Chris RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1080
Weathers, Casey RP CHC 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1081
De Leon, Jorge RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1083
Aardsma, David RP SEA 	-	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1084
Carlson, Jesse RP BOS 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1087
Villar, Henry RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1088
Richardson, Dustin RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1089
Dolsi, Freddy RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1090
Carr, Adam RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1094
Caridad, Esmailin RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1096
Diamond, Thomas RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1097
Rosario, Sandy RP MIA	-	Free Agent	3.7	0	0	0	0	0	0	0	2	2	5	2.454	1.9091	1098
Palmer, Matt RP LAA	-	Free Agent	15.7	3	1	0	1	1	0	0	7	4	19	5.745	1.4681	1100
Fiers, Michael RP MIL	-	Free Agent	2.0	0	0	0	0	0	0	0	2	3	2	0.000	2.5000	1102
Walters, P.J. RP MIN	-	Free Agent	5.0	0	0	0	0	0	0	0	4	3	3	7.200	1.2000	1103
Gaub, John RP CHC	-	Free Agent	2.7	0	0	0	0	0	0	0	3	2	2	6.750	1.5000	1114
Carpenter, Chris RP CHC	-	Free Agent	9.7	0	0	0	0	0	0	0	8	7	12	2.793	1.9655	1117
Magnuson, Trystan RP TOR	-	Free Agent	14.7	0	0	0	0	0	0	0	11	5	15	6.136	1.3636	1118
Gordon, Brian RP NYY	-	Free Agent	10.3	2	0	0	0	1	0	0	4	3	12	5.226	1.4516	1120
Stevens, Jeff RP CHC 	-	Free Agent	7.0	0	0	0	0	0	0	0	4	7	4	5.143	1.5714	1129
Burton, Jared RP MIN	-	Free Agent	4.7	0	0	0	0	0	0	0	3	3	6	3.857	1.9286	1139
Herrera, Danny RP NYM	-	Free Agent	9.7	0	0	0	0	1	0	0	5	3	13	4.655	1.6552	1143
Kirkman, Michael RP TEX	-	Free Agent	27.3	0	0	0	1	1	0	0	21	12	26	6.585	1.3902	1147
Maya, Yunesky SP WAS	-	Free Agent	32.7	5	1	0	1	1	0	0	15	10	40	5.235	1.5306	1158
Valdez, Merkin RP TEX	-	Free Agent	4.3	0	0	0	0	0	0	0	6	1	7	6.231	1.8462	1160
Harrell, Lucas RP HOU	-	Free Agent	18.0	2	0	0	0	2	0	0	15	8	23	4.500	1.7222	1161
Zagurski, Mike RP ARI	-	Free Agent	3.3	0	0	0	0	0	0	0	4	3	4	5.400	2.1000	1163
Deduno, Samuel RP MIN	-	Free Agent	3.0	0	0	0	0	0	0	0	4	3	5	3.000	2.6667	1170
Gutierrez, Juan RP KC 	-	Free Agent	18.3	0	0	0	0	0	0	1	23	9	22	5.400	1.6909	1174
James, Chuck RP MIN 	-	Free Agent	10.3	0	0	0	0	0	0	0	8	4	12	6.097	1.5484	1176
Perry, Ryan RP WAS 	-	Free Agent	37.0	0	0	0	2	0	0	1	24	21	39	5.351	1.6216	1177
Herrera, Kelvin RP KC	-	Free Agent	2.0	0	0	0	0	1	0	0	0	0	2	13.500	1.0000	1178
Reynolds, Greg RP COL 	-	Free Agent	32.0	3	1	0	3	0	0	0	18	10	40	6.188	1.5625	1182
Hottovy, Tommy RP BOS	-	Free Agent	4.0	0	0	0	0	0	0	0	2	3	4	6.750	1.7500	1183
Whelan, Kevin RP NYY	-	Free Agent	1.7	0	0	0	0	0	0	0	1	5	0	5.400	3.0000	1187
Accardo, Jeremy RP BAL	-	Free Agent	37.7	0	0	0	3	3	0	1	23	18	43	5.734	1.6195	1190
Rupe, Josh RP BAL	-	Free Agent	14.3	0	0	0	0	0	0	0	7	6	16	5.651	1.5349	1191
Brazoban, Yhency RP ARI	-	Free Agent	6.0	0	0	0	0	0	0	1	8	4	8	6.000	2.0000	1199
Weinhardt, Robbie RP DET	-	Free Agent	1.7	0	0	0	0	0	0	0	1	0	4	10.800	2.4000	1201
Wagner, Neil RP OAK	-	Free Agent	5.0	0	0	0	0	0	0	0	4	3	6	7.200	1.8000	1203
Germano, Justin RP CLE	-	Free Agent	12.7	0	0	0	0	1	0	0	5	5	15	5.684	1.5789	1206
Stinson, Josh RP NYM	-	Free Agent	13.0	0	0	0	0	2	1	1	8	7	14	6.923	1.6154	1207
Green, Sean RP MIL	-	Free Agent	11.7	0	0	0	0	1	0	0	7	6	14	5.400	1.7143	1212
Kroenke, Zach RP ARI	-	Free Agent	4.0	0	0	0	0	1	0	0	3	1	6	9.000	1.7500	1214
DiFelice, Mark RP MIL	-	Free Agent	3.0	0	0	0	0	0	0	0	3	2	3	12.000	1.6667	1218
Richards, Garrett RP LAA	-	Free Agent	14.0	3	0	0	0	2	0	0	9	7	16	5.786	1.6429	1219
Beimel, Joe RP PIT	-	Free Agent	25.3	0	0	0	1	1	0	2	17	9	34	5.329	1.6974	1221
Doubront, Felix RP BOS	-	Free Agent	10.3	0	0	0	0	0	1	0	6	8	12	6.097	1.9355	1222
Brach, Brad RP SD	-	Free Agent	7.0	0	0	0	0	2	0	0	11	7	9	5.143	2.2857	1224
Hendrickson, Mark RP BAL	-	Free Agent	11.0	0	0	0	1	0	0	0	5	6	15	5.727	1.9091	1225
Tucker, Ryan RP LAD	-	Free Agent	5.0	0	0	0	0	0	0	0	4	4	6	7.200	2.0000	1226
Ramirez, Horacio RP LAA	-	Free Agent	9.0	0	0	0	1	0	0	0	4	2	16	6.000	2.0000	1227
Mickolio, Kam RP ARI	-	Free Agent	6.7	0	0	0	0	0	0	0	7	3	10	6.750	1.9500	1228
Kluber, Corey RP CLE	-	Free Agent	4.3	0	0	0	0	0	0	0	5	3	6	8.308	2.0769	1231
Gonzalez, Edgar RP OAK	-	Free Agent	2.0	0	0	0	0	0	0	0	1	1	5	9.000	3.0000	1232
Tobin, Mason RP TEX 	-	Free Agent	5.3	0	0	0	0	0	0	0	0	5	5	6.750	1.8750	1233
Williams, Randy RP BOS	-	Free Agent	8.3	0	0	0	0	1	0	0	6	5	10	6.480	1.8000	1236
Ascanio, Jose RP LAD	-	Free Agent	6.3	0	0	0	0	0	0	0	5	2	10	7.105	1.8947	1240
Sonnanstine, Andy RP CHC 	-	Free Agent	35.7	4	0	0	0	2	0	0	12	12	40	5.551	1.4579	1241
Reyes, Dennys RP BOS	-	Free Agent	1.7	0	0	0	0	0	0	0	1	2	2	16.200	2.4000	1243
Broderick, Brian RP STL	-	Free Agent	12.3	0	0	0	0	1	0	0	4	3	16	6.568	1.5405	1244
Eppley, Cody RP TEX	-	Free Agent	9.0	0	0	0	1	1	0	1	6	5	11	8.000	1.7778	1245
Gearrin, Cory RP ATL	-	Free Agent	18.3	0	0	0	1	1	0	1	25	12	17	7.854	1.5818	1246
Viola, Pedro RP BAL	-	Free Agent	3.7	0	0	0	0	0	0	0	4	2	6	9.818	2.1818	1249
Texeira, Kanekoa RP CIN	-	Free Agent	6.3	0	0	0	0	0	0	0	0	3	13	2.842	2.5263	1253
Bush, Dave RP PHI	-	Free Agent	37.3	3	0	0	0	1	0	0	23	9	47	5.786	1.5000	1256
Pena, Tony RP CHW	-	Free Agent	20.3	0	0	0	1	1	0	1	17	10	25	6.197	1.7213	1257
Heilman, Aaron RP ARI	-	Free Agent	35.3	0	0	0	4	1	0	1	33	11	48	6.877	1.6698	1258
Cortes, Dan RP SEA	-	Free Agent	10.7	0	0	0	0	2	0	0	3	6	13	5.906	1.7812	1260
Wood, Tim RP PIT	-	Free Agent	8.0	0	0	0	0	3	0	0	2	8	8	5.625	2.0000	1262
Judy, Josh RP CIN 	-	Free Agent	14.0	0	0	0	0	0	0	0	10	4	18	7.071	1.5714	1264
Scribner, Evan RP OAK	-	Free Agent	14.0	0	0	0	0	0	0	0	10	4	18	7.071	1.5714	1265
Runzler, Dan RP SF	-	Free Agent	27.3	1	0	0	1	2	0	0	25	16	29	6.256	1.6463	1268
Manship, Jeff RP MIN	-	Free Agent	3.3	0	0	0	0	0	0	0	2	4	5	8.100	2.7000	1270
Daley, Matt RP COL 	-	Free Agent	6.0	0	0	0	0	0	0	0	7	2	8	10.500	1.6667	1272
Farquhar, Danny RP TOR	-	Free Agent	2.0	0	0	0	0	0	0	0	1	2	4	13.500	3.0000	1273
Braddock, Zach RP MIL	-	Free Agent	17.3	0	0	0	0	1	0	1	18	11	16	7.269	1.5577	1274
Tejeda, Robinson RP CLE 	-	Free Agent	7.3	0	0	0	0	1	0	0	2	3	12	6.136	2.0455	1275
Gaudin, Chad RP WAS 	-	Free Agent	8.3	0	0	0	1	1	0	0	10	8	12	6.480	2.4000	1276
Fulchino, Jeff RP WAS 	-	Free Agent	34.7	0	0	0	1	4	0	3	33	22	37	5.712	1.7019	1277
Baez, Danys RP PHI	-	Free Agent	36.0	0	0	0	2	4	0	1	18	13	43	6.250	1.5556	1278
Kinney, Josh RP SEA 	-	Free Agent	17.7	0	0	0	0	0	0	0	20	7	23	6.623	1.6981	1280
Mijares, Jose RP KC 	-	Free Agent	49.0	0	0	0	0	2	0	2	30	30	53	4.592	1.6939	1281
Kohn, Michael RP LAA	-	Free Agent	12.3	0	0	0	0	1	1	1	9	9	14	7.297	1.8649	1282
Durbin, Chad RP CLE	-	Free Agent	68.3	0	0	0	2	2	0	1	59	26	86	5.532	1.6390	1288
Bergesen, Brad SP BAL	-	Free Agent	101.0	12	3	1	2	7	0	0	61	32	119	5.703	1.4950	1289
De La Rosa, Dane RP TB	-	Free Agent	7.3	0	0	0	0	0	0	0	8	3	10	9.818	1.7727	1292
Del Rosario, Enerio RP HOU	-	Free Agent	53.0	0	0	0	0	3	0	2	31	31	59	4.585	1.6981	1296
Buente, Jay RP TB	-	Free Agent	5.0	1	0	0	0	1	0	0	2	5	7	9.000	2.4000	1303
Slaten, Doug RP WAS 	-	Free Agent	16.3	0	0	0	0	2	0	0	13	9	26	4.408	2.1429	1305
Pendleton, Lance RP HOU	-	Free Agent	18.7	0	0	0	0	0	0	0	13	11	20	6.750	1.6607	1306
Misch, Pat RP PHI	-	Free Agent	7.0	0	0	0	1	0	0	0	5	4	11	10.286	2.1429	1307
Delaney, Rob RP TB	-	Free Agent	5.0	0	0	0	0	0	0	0	3	7	4	10.800	2.2000	1308
Norberto, Jordan RP OAK	-	Free Agent	6.7	0	0	0	0	0	0	0	4	7	8	8.100	2.2500	1309
Villarreal, Brayan RP DET	-	Free Agent	16.0	0	0	0	1	1	0	0	14	10	21	6.750	1.9375	1311
Asencio, Jairo RP ATL	-	Free Agent	10.3	0	0	0	0	0	0	1	8	5	16	6.968	2.0323	1313
Boyer, Blaine RP NYM	-	Free Agent	6.7	0	0	0	0	2	1	0	1	1	13	10.800	2.1000	1315
Jenks, Bobby RP BOS 	-	Free Agent	15.7	0	0	0	2	2	0	2	17	13	22	6.319	2.2340	1316
Cleto, Maikel RP STL	-	Free Agent	4.3	0	0	0	0	0	0	0	6	4	7	12.461	2.5385	1322
Augenstein, Bryan RP STL	-	Free Agent	5.7	0	0	0	0	1	0	0	6	3	11	9.529	2.4706	1324
Lewis, Rommie RP TOR	-	Free Agent	5.0	0	0	0	0	0	0	0	5	2	12	9.000	2.8000	1327
Cook, Ryan RP OAK 	-	Free Agent	7.7	0	0	0	0	1	0	0	7	8	11	7.043	2.4783	1330
Miller, Andrew SP BOS 	-	Free Agent	65.0	12	3	0	6	3	0	0	50	41	77	5.538	1.8154	1331
Carpenter, Andrew RP TOR	-	Free Agent	14.7	0	0	0	0	0	0	1	16	7	19	7.977	1.7727	1332
Hoey, Jim RP TOR 	-	Free Agent	24.7	0	0	0	1	2	0	1	14	13	34	5.473	1.9054	1333
Lyon, Brandon RP HOU 	-	Free Agent	13.3	0	0	0	3	3	4	4	6	5	27	11.475	2.4000	1334
Purcey, David RP PHI 	-	Free Agent	33.7	0	0	0	1	2	0	0	22	27	33	5.614	1.7822	1335
VandenHurk, Rick RP BAL	-	Free Agent	9.0	2	0	0	0	0	0	0	7	8	12	8.000	2.2222	1338
Cedeno, Xavier RP HOU	-	Free Agent	1.7	0	0	0	0	0	0	0	0	0	7	27.000	4.2000	1341
Valdez, Jose RP HOU	-	Free Agent	14.0	0	0	0	0	0	0	0	15	7	17	9.000	1.7143	1342
Thompson, Aaron RP MIN	-	Free Agent	7.7	1	0	0	0	0	0	0	1	6	13	7.043	2.4783	1343
Berken, Jason RP BAL	-	Free Agent	47.0	0	0	0	1	2	0	3	41	21	63	5.362	1.7872	1344
Slowey, Kevin SP COL 	-	Free Agent	59.3	8	2	0	0	8	0	0	34	5	78	6.674	1.3989	1346
Bruney, Brian RP CHW	-	Free Agent	19.7	0	0	0	1	0	0	0	16	12	26	6.864	1.9322	1348
Maine, Scott RP CHC	-	Free Agent	7.0	0	0	0	0	0	0	0	5	5	11	10.286	2.2857	1349
