All Players 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Ondrusek, Logan RP CIN	-	Free Agent	61.3	0	0	0	5	5	0	3	41	28	55	3.228	1.3533	481
Nicasio, Juan SP COL 	-	Free Agent	71.7	13	7	0	4	4	0	0	58	18	73	4.144	1.2698	484
Strasburg, Stephen SP WAS	-	Evil Empire	24.0	5	2	0	1	1	0	0	24	2	15	1.500	0.7083	487
Cecil, Brett SP TOR 	-	Free Agent	123.7	20	9	2	4	11	0	0	87	42	122	4.731	1.3261	490
Sanchez, Jonathan SP KC 	-	Orange-a-Tangs	101.3	19	7	0	4	7	0	0	102	66	80	4.263	1.4408	493
Lynn, Lance RP STL	-	Free Agent	34.7	2	0	0	1	1	1	1	40	11	25	3.115	1.0385	494
Anderson, Brett SP OAK	-	Sofa Kings	83.3	13	7	1	3	6	0	0	61	25	86	3.996	1.3320	500
Teaford, Everett RP KC	-	Free Agent	44.0	3	1	0	2	1	1	0	28	14	36	3.273	1.1364	502
Zambrano, Carlos SP MIA 	-	Free Agent	145.7	24	13	0	9	7	0	0	101	56	154	4.819	1.4416	503
Brothers, Rex RP COL	-	Free Agent	40.7	0	0	0	1	2	1	2	59	20	33	2.877	1.3033	504
Grilli, Jason RP PIT 	-	Free Agent	32.7	0	0	0	2	1	1	0	37	15	24	2.480	1.1939	505
Gregerson, Luke RP SD	-	Free Agent	55.7	0	0	0	3	3	0	4	34	19	57	2.748	1.3653	509
Hammel, Jason SP COL	-	Floaters and Sinkers	170.3	27	14	0	7	13	1	0	94	68	175	4.755	1.4266	510
Saito, Takashi RP ARI 	-	Free Agent	26.7	0	0	0	4	2	0	2	23	9	21	2.025	1.1250	511
McCutchen, Daniel RP PIT	-	Free Agent	84.7	0	0	0	5	3	0	0	47	33	87	3.720	1.4173	512
Richard, Clayton SP SD 	-	SA`s	99.7	18	7	0	5	9	0	0	53	38	104	3.883	1.4247	513
Rodriguez, Henry RP WAS	-	Free Agent	65.7	0	0	0	3	3	2	3	70	45	54	3.563	1.5076	514
Millwood, Kevin SP COL 	-	Free Agent	54.3	9	5	0	4	3	0	0	36	8	58	3.975	1.2147	516
Arredondo, Jose RP CIN	-	Free Agent	53.0	0	0	0	4	4	0	1	48	31	43	3.226	1.3962	518
Logan, Boone RP NYY	-	Free Agent	41.7	0	0	0	5	3	0	2	46	13	43	3.456	1.3440	519
De La Rosa, Rubby SP LAD 	-	Free Agent	60.7	10	4	0	4	5	0	1	60	31	54	3.709	1.4011	521
Swarzak, Anthony SP MIN	-	Sofa Kings	102.0	11	8	0	4	7	0	0	55	26	111	4.324	1.3431	522
Wakefield, Tim SP BOS 	-	Free Agent	154.7	23	8	1	7	8	0	0	93	47	163	5.121	1.3578	523
Cruz, Juan RP TB	-	Free Agent	48.7	0	0	0	5	0	0	1	46	28	36	3.884	1.3151	524
Tateyama, Yoshinori RP TEX	-	Free Agent	44.0	0	0	0	2	0	1	0	43	11	37	4.500	1.0909	530
Hawksworth, Blake RP LAD	-	Free Agent	53.0	0	0	0	2	5	0	1	43	17	45	4.075	1.1698	532
Elbert, Scott RP LAD	-	Orange-a-Tangs	33.3	0	0	0	0	1	2	0	34	14	27	2.430	1.2300	533
Sherrill, George RP SEA 	-	Free Agent	36.0	0	0	0	3	1	0	1	38	12	33	3.000	1.2500	534
Arrieta, Jake SP BAL 	-	Free Agent	119.3	22	12	0	10	8	0	0	93	59	115	5.053	1.4581	537
Batista, Miguel SP NYM	-	SA`s	60.0	5	3	1	5	2	0	1	31	33	49	3.600	1.3667	539
Frasor, Jason RP TOR 	-	Free Agent	60.0	0	0	0	3	3	0	2	57	26	58	3.600	1.4000	540
Resop, Chris RP PIT	-	Free Agent	69.7	0	0	0	5	4	1	5	79	30	73	4.392	1.4785	541
Westbrook, Jake SP STL	-	Free Agent	183.3	33	13	0	12	9	0	0	104	73	208	4.664	1.5327	544
Patton, Troy RP BAL	-	Free Agent	30.0	0	0	0	2	1	0	0	22	5	25	3.000	1.0000	545
Choate, Randy RP MIA	-	Free Agent	24.7	0	0	0	1	1	0	0	31	13	13	1.824	1.0541	546
Cobb, Alex SP TB 	-	Free Agent	52.7	9	6	0	3	2	0	0	37	21	49	3.418	1.3291	547
Wheeler, Dan RP BOS	-	Free Agent	49.3	0	0	0	2	2	0	0	39	8	47	4.378	1.1149	550
Minor, Mike SP ATL	-	Free Agent	82.7	15	5	0	5	3	0	0	77	30	93	4.137	1.4879	551
Wells, Randy SP CHC	-	Free Agent	135.3	23	9	2	7	6	0	0	82	47	141	4.988	1.3892	552
Volstad, Chris SP CHC 	-	Free Agent	165.7	29	15	0	5	13	0	0	117	49	187	4.889	1.4245	553
Marquis, Jason SP MIN 	-	Free Agent	132.0	23	13	1	8	6	0	0	76	43	154	4.432	1.4924	554
Young, Chris SP NYM 	-	User Abuser	24.0	4	2	0	1	0	0	0	22	11	12	1.875	0.9583	555
Chamberlain, Joba RP NYY	-	Free Agent	28.7	0	0	0	2	0	0	1	24	7	23	2.826	1.0465	556
Cassevah, Bobby RP LAA	-	Free Agent	39.7	0	0	0	1	1	0	1	24	19	28	2.723	1.1849	558
Lindblom, Josh RP LAD	-	Free Agent	29.7	0	0	0	1	0	0	1	28	10	21	2.730	1.0449	559
Collins, Tim RP KC	-	Free Agent	67.0	0	0	0	4	4	0	1	60	48	52	3.627	1.4925	561
Herndon, David RP PHI	-	Free Agent	57.0	0	0	0	1	4	1	1	39	24	54	3.316	1.3684	566
Ross, Tyson SP OAK	-	Free Agent	36.0	6	4	0	3	3	0	0	24	13	33	2.750	1.2778	568
Wang, Chien-Ming SP WAS 	-	Whiteness	62.3	11	4	0	4	3	0	0	25	13	67	4.043	1.2834	569
Linebrink, Scott RP ATL	-	Free Agent	54.3	0	0	0	4	4	1	1	42	21	58	3.644	1.4540	572
Escalona, Edgmer RP COL	-	Free Agent	25.7	0	0	0	0	0	0	0	14	7	17	1.753	0.9351	574
Sanches, Brian RP PHI 	-	Free Agent	61.7	2	0	0	4	1	0	0	53	36	52	3.941	1.4270	575
Liriano, Francisco SP MIN 	-	Evil Empire	134.3	24	12	1	9	10	0	0	112	75	125	5.092	1.4888	576
Webb, Ryan RP MIA	-	Free Agent	50.7	0	0	0	2	4	0	4	31	20	48	3.197	1.3421	578
Masset, Nick RP CIN	-	Free Agent	70.3	0	0	0	3	6	1	6	62	31	76	3.711	1.5213	579
Wilhelmsen, Tom RP SEA	-	Free Agent	32.7	0	0	0	2	0	0	0	30	13	25	3.306	1.1633	580
Eveland, Dana SP BAL 	-	Free Agent	29.7	5	2	0	3	2	0	0	16	6	28	3.034	1.1461	583
Schlereth, Daniel RP DET	-	Free Agent	49.0	0	0	0	2	2	0	1	44	31	36	3.490	1.3673	585
Pelfrey, Mike SP NYM	-	Free Agent	193.7	33	15	2	7	13	0	0	105	65	220	4.740	1.4716	586
Soriano, Rafael RP NYY	-	Free Agent	39.3	0	0	0	2	3	2	3	36	18	33	4.119	1.2966	589
Spence, Josh RP SD	-	Free Agent	29.7	0	0	0	0	2	0	2	31	19	14	2.730	1.1124	594
Morales, Franklin RP BOS	-	Free Agent	46.3	0	0	0	1	2	0	0	42	19	40	3.691	1.2734	595
Badenhop, Burke RP TB 	-	Free Agent	63.7	0	0	0	2	3	1	0	51	24	65	4.099	1.3979	598
Beato, Pedro RP NYM	-	Free Agent	67.0	0	0	0	2	1	0	1	39	27	59	4.298	1.2836	599
Strop, Pedro RP BAL	-	Free Agent	22.0	0	0	0	2	1	0	2	21	10	15	2.046	1.1364	600
Gomes, Brandon RP TB	-	Free Agent	37.0	0	0	0	2	1	0	0	32	16	34	2.919	1.3514	605
Francis, Jeff SP KC 	-	Free Agent	183.0	31	16	1	6	16	0	0	91	39	224	4.820	1.4372	606
Williams, Jerome SP LAA 	-	Free Agent	44.0	6	4	0	4	0	0	0	28	15	45	3.682	1.3636	607
Gonzalez, Mike RP TEX 	-	Free Agent	53.3	0	0	0	2	2	1	1	51	21	51	4.388	1.3500	609
Carmona, Fausto SP CLE 	-	Free Agent	188.7	32	15	0	7	15	0	0	109	60	205	5.247	1.4046	612
Lowe, Derek SP CLE	-	Free Agent	187.0	34	14	0	9	17	0	0	137	70	212	5.053	1.5080	614
Reynolds, Matt RP COL	-	Free Agent	50.7	0	0	0	1	2	0	2	50	18	48	4.085	1.3026	615
Paterson, Joe RP ARI	-	Free Agent	34.0	0	0	0	0	3	1	0	28	15	28	2.912	1.2647	617
Ohman, Will RP CHW	-	Free Agent	53.3	0	0	0	1	3	0	1	54	17	53	4.219	1.3125	622
Byrdak, Tim RP NYM	-	Free Agent	37.7	0	0	0	2	1	1	3	47	19	34	3.823	1.4071	623
Coke, Phil SP DET	-	Disco Bush Horticulturists	108.7	14	5	0	3	9	1	1	69	40	118	4.472	1.4540	625
Feldman, Scott RP TEX 	-	Free Agent	32.0	2	1	0	2	1	0	0	22	10	25	3.938	1.0938	626
LeBlanc, Wade SP MIA	-	Free Agent	79.7	14	7	0	5	6	0	0	51	28	84	4.632	1.4059	627
Delgado, Randall SP ATL	-	Free Agent	35.0	7	1	0	1	1	0	0	18	14	29	2.829	1.2286	629
Russell, James SP CHC 	-	Free Agent	67.7	5	0	0	1	6	0	2	43	14	76	4.123	1.3300	631
Hunter, Tommy SP BAL	-	Free Agent	84.7	11	2	0	4	4	0	1	45	15	100	4.677	1.3583	632
Buchholz, Taylor RP NYM 	-	Free Agent	26.0	0	0	0	1	1	0	0	26	7	22	3.115	1.1154	633
Harden, Rich SP OAK	-	User Abuser	82.7	15	7	0	4	4	0	0	91	31	87	5.117	1.4274	634
Escalona, Sergio RP HOU	-	Free Agent	27.7	0	0	0	2	1	0	1	25	11	24	2.928	1.2651	637
Albers, Matt RP BOS 	-	Free Agent	64.7	0	0	0	4	4	0	3	68	31	62	4.732	1.4381	638
Lopez, Rodrigo SP CHC	-	Free Agent	97.7	16	6	0	6	6	0	0	54	29	116	4.423	1.4846	639
Carreno, Joel RP TOR	-	Free Agent	15.7	0	0	0	1	0	0	0	14	4	11	1.149	0.9574	641
Mortensen, Clayton SP COL	-	Free Agent	58.3	6	3	0	2	4	0	0	30	24	55	3.857	1.3543	642
De Los Santos, Fautino RP OAK 	-	Free Agent	33.3	0	0	0	3	2	0	2	43	17	27	4.320	1.3200	643
Lowe, Mark RP TEX	-	Free Agent	45.0	0	0	0	2	3	1	2	42	19	46	3.800	1.4444	644
Dillard, Tim RP MIL	-	Free Agent	28.7	0	0	0	1	1	0	0	27	4	26	4.081	1.0465	646
Watson, Tony RP PIT	-	Free Agent	41.0	0	0	0	2	2	0	1	37	20	34	3.951	1.3171	648
Atchison, Scott RP BOS	-	Free Agent	30.3	0	0	0	1	0	1	0	17	6	31	3.264	1.2198	650
Varvaro, Anthony RP ATL	-	Free Agent	24.0	0	0	0	0	2	0	1	23	11	15	2.625	1.0833	651
Hensley, Clay SP MIA 	-	Free Agent	67.7	9	1	0	6	7	0	2	46	30	62	5.187	1.3596	652
Mattheus, Ryan RP WAS	-	Free Agent	32.0	0	0	0	2	2	0	0	12	15	26	2.812	1.2812	655
Outman, Josh SP OAK	-	Free Agent	58.3	9	6	0	3	5	0	0	35	23	62	3.703	1.4571	656
Camp, Shawn RP TOR	-	Free Agent	66.3	0	0	0	6	3	1	3	32	22	79	4.206	1.5226	657
Kelley, Shawn RP SEA	-	Free Agent	12.7	0	0	0	0	0	0	0	10	3	7	0.000	0.7895	664
Shaw, Bryan RP ARI	-	Free Agent	28.3	0	0	0	1	0	0	0	24	8	30	2.541	1.3412	666
Wood, Travis SP CHC 	-	Free Agent	106.0	18	10	0	6	6	0	0	76	40	118	4.840	1.4906	667
Stammen, Craig RP WAS	-	Free Agent	10.3	0	0	0	1	1	0	0	12	4	3	0.871	0.6774	671
Eyre, Willie RP BAL 	-	Free Agent	18.3	0	0	0	2	2	0	0	10	5	12	3.436	0.9273	672
Mendoza, Luis RP KC	-	Free Agent	14.7	2	2	0	2	0	0	0	7	5	11	1.227	1.0909	673
Contreras, Jose RP PHI 	-	Free Agent	14.0	0	0	0	0	0	5	0	13	8	11	3.857	1.3571	676
Simon, Alfredo SP BAL	-	Whiteness	115.7	16	7	0	4	9	0	0	83	40	128	4.902	1.4524	677
Carpenter, David RP HOU	-	Free Agent	27.7	0	0	0	1	3	1	1	29	13	28	2.928	1.4819	682
Leroux, Chris RP PIT	-	Free Agent	25.0	0	0	0	1	1	0	1	24	7	26	2.880	1.3200	683
Peacock, Brad SP OAK 	-	Free Agent	12.0	2	0	0	2	0	0	1	4	6	7	0.750	1.0833	685
Lidge, Brad RP PHI 	-	Free Agent	19.3	0	0	0	0	2	1	0	23	13	16	1.397	1.5000	689
Duensing, Brian SP MIN 	-	Free Agent	161.7	28	14	1	9	14	0	0	115	52	193	5.233	1.5155	690
Huff, David SP CLE	-	Free Agent	50.7	10	3	0	2	6	0	0	36	17	55	4.085	1.4211	692
Rodriguez, Fernando RP HOU	-	Free Agent	52.3	0	0	0	2	3	0	0	57	30	51	3.955	1.5478	694
Blevins, Jerry RP OAK	-	Free Agent	28.3	0	0	0	0	0	0	0	26	14	24	2.859	1.3412	697
McGee, Jake RP TB	-	Whiteness	28.0	0	0	0	5	2	0	0	27	12	30	4.500	1.5000	702
Rhodes, Arthur RP STL	-	Free Agent	33.0	0	0	0	3	4	1	2	21	11	34	4.636	1.3636	704
Cashner, Andrew RP SD 	-	Free Agent	10.7	1	0	0	0	0	0	0	8	4	3	1.688	0.6562	705
McClendon, Mike RP MIL	-	Free Agent	13.7	0	0	0	3	0	0	0	10	3	15	2.634	1.3171	706
Wright, Wesley RP HOU	-	Free Agent	12.0	0	0	0	0	0	0	1	11	5	6	1.500	0.9167	708
Devine, Joey RP OAK 	-	Free Agent	23.0	0	0	0	1	1	0	1	20	11	18	3.522	1.2609	710
Hill, Rich RP BOS 	-	Free Agent	8.0	0	0	0	0	0	0	0	12	3	3	0.000	0.7500	711
Broxton, Jonathan RP KC 	-	Titty`s Warriors	12.7	0	0	0	1	2	7	1	10	9	15	5.684	1.8947	713
Gomez, Jeanmar SP CLE	-	Sofa Kings	58.3	10	4	0	5	3	0	0	31	15	73	4.474	1.5086	715
Eovaldi, Nate SP LAD	-	Free Agent	34.7	6	3	0	1	2	0	0	23	20	28	3.635	1.3846	717
Milone, Tommy SP OAK 	-	Free Agent	26.0	5	1	0	1	0	0	0	15	4	28	3.808	1.2308	718
Rodriguez, Aneury SP HOU	-	Free Agent	85.3	8	2	0	1	6	0	0	64	32	83	5.273	1.3477	720
Braden, Dallas SP OAK 	-	Want-a-be Ghetto All Stars	18.0	3	1	0	1	1	0	0	15	5	18	3.000	1.2778	721
Ramos, Cesar RP TB	-	Free Agent	43.7	0	0	0	0	1	0	2	31	25	36	3.916	1.3969	723
Ray, Chris RP SEA	-	Free Agent	32.7	0	0	0	3	2	0	2	22	12	33	4.684	1.3776	727
Rodney, Fernando RP TB 	-	Free Agent	32.0	0	0	0	3	5	3	4	26	28	26	4.500	1.6875	728
Bell, Trevor RP LAA	-	Free Agent	34.3	0	0	0	1	1	0	1	17	10	39	3.408	1.4272	729
Garland, Jon SP LAD	-	Free Agent	54.0	9	7	1	1	5	0	0	28	20	55	4.333	1.3889	732
Breslow, Craig RP ARI 	-	Free Agent	59.3	0	0	0	0	2	0	3	44	21	69	3.792	1.5169	733
Kimball, Cole RP WAS	-	Free Agent	14.0	0	0	0	1	0	0	1	11	11	8	1.929	1.3571	735
Vasquez, Esmerling RP MIN	-	Free Agent	30.3	0	0	0	1	1	0	2	20	13	27	4.154	1.3187	736
Kintzler, Brandon RP MIL	-	Free Agent	14.7	0	0	0	1	1	0	0	15	3	14	3.682	1.1591	738
Hand, Brad SP MIA	-	Free Agent	60.0	12	3	0	1	8	0	0	38	35	53	4.200	1.4667	739
Ortiz, Ramon RP CHC	-	Free Agent	33.3	2	1	0	1	2	0	0	25	11	31	4.860	1.2600	740
Axelrod, Dylan RP CHW	-	Free Agent	18.7	3	2	0	1	0	0	0	19	9	18	2.893	1.4464	743
Hagadone, Nick RP CLE	-	Free Agent	11.0	0	0	0	1	0	0	0	11	6	4	4.091	0.9091	745
Cramer, Bobby RP OAK	-	Free Agent	8.3	0	0	0	0	1	0	0	6	1	6	1.080	0.8400	747
Blackburn, Nick SP MIN	-	User Abuser	148.3	26	12	1	7	10	0	0	76	54	183	4.490	1.5978	752
Noesi, Hector RP NYY 	-	Free Agent	56.3	2	0	0	2	2	0	0	45	22	63	4.473	1.5089	753
Padilla, Vicente RP LAD 	-	Floaters and Sinkers	8.7	0	0	0	0	0	3	0	9	5	7	4.154	1.3846	755
Santiago, Hector RP CHW	-	Free Agent	5.3	0	0	0	0	0	0	0	2	1	1	0.000	0.3750	762
Burres, Brian RP PIT 	-	Free Agent	14.0	2	0	0	1	0	0	0	10	4	12	3.857	1.1429	765
Phillips, Zach RP BAL	-	Free Agent	8.0	0	0	0	0	0	0	0	8	2	6	1.125	1.0000	768
Happ, J.A. SP HOU	-	Free Agent	156.3	28	11	0	6	15	0	0	134	83	157	5.354	1.5352	771
Moore, Matt RP TB 	-	User Abuser	9.3	1	0	0	1	0	0	0	15	3	9	2.893	1.2857	772
De La Cruz, Frankie RP MIL	-	Free Agent	13.0	0	0	0	0	0	0	0	9	5	10	2.769	1.1538	778
Adcock, Nate RP KC	-	Free Agent	60.3	3	0	0	1	1	1	0	36	26	63	4.624	1.4751	780
Balester, Collin RP DET 	-	Free Agent	35.7	0	0	0	1	4	0	1	34	14	38	4.542	1.4579	781
Russell, Adam RP ATL	-	Free Agent	32.7	0	0	0	1	2	0	0	13	20	31	3.031	1.5612	782
Sosa, Henry SP HOU	-	Free Agent	53.3	10	5	0	3	5	0	0	38	23	54	5.231	1.4437	787
Lyles, Jordan SP HOU	-	Free Agent	94.0	15	6	0	2	8	0	0	67	26	107	5.362	1.4149	788
Moskos, Daniel RP PIT	-	Free Agent	24.3	0	0	0	1	1	0	0	11	9	29	2.959	1.5616	792
Mateo, Marcos RP CHC	-	Free Agent	23.0	0	0	0	1	2	0	0	25	10	24	4.304	1.4783	793
Parker, Jarrod SP OAK 	-	Orange-a-Tangs	5.7	1	0	0	0	0	0	0	1	1	4	0.000	0.8824	795
Castillo, Alberto RP LAD	-	Free Agent	11.7	0	0	0	1	0	0	0	6	7	10	2.314	1.4571	796
Laffey, Aaron RP TOR 	-	Free Agent	53.3	0	0	0	3	2	0	1	30	21	67	3.881	1.6500	797
Roenicke, Josh RP COL	-	Free Agent	16.7	0	0	0	0	0	0	0	12	7	14	3.780	1.2600	798
Lincoln, Brad SP PIT 	-	Free Agent	47.7	8	5	0	2	3	0	0	29	16	54	4.720	1.4685	799
Delabar, Steve RP SEA	-	Free Agent	7.0	0	0	0	1	1	0	0	7	4	5	2.571	1.2857	804
Hamburger, Mark RP TEX	-	Free Agent	8.0	0	0	0	1	0	0	0	6	3	5	4.500	1.0000	805
Grabow, John RP CHC 	-	Free Agent	62.3	0	0	0	3	1	0	0	38	28	67	4.765	1.5241	806
Pomeranz, Drew SP COL	-	Free Agent	18.3	4	0	0	2	1	0	0	13	5	19	5.400	1.3091	807
Rapada, Clay RP BAL	-	Free Agent	16.3	0	0	0	2	0	0	0	18	7	14	6.061	1.2857	809
Miller, Jim RP COL	-	Free Agent	7.0	0	0	0	0	0	0	0	5	4	3	2.571	1.0000	810
Furbush, Charlie SP SEA	-	Free Agent	85.3	12	2	0	4	10	0	0	67	30	97	5.484	1.4883	811
Below, Duane RP DET	-	Free Agent	29.0	2	0	0	0	2	0	0	14	11	28	4.345	1.3448	814
Jeffress, Jeremy RP KC	-	Free Agent	15.3	0	0	0	1	1	1	1	13	11	12	4.696	1.5000	815
De Fratus, Justin RP PHI	-	Free Agent	4.0	0	0	0	1	0	0	0	3	3	1	2.250	1.0000	816
Ceda, Jose RP MIA	-	Free Agent	20.3	0	0	0	0	1	0	0	21	12	16	4.426	1.3770	817
Godfrey, Graham SP OAK	-	Free Agent	25.0	4	1	0	1	2	0	0	13	5	32	3.960	1.4800	818
Olson, Garrett RP PIT 	-	Free Agent	4.3	0	0	0	1	1	0	0	4	3	2	2.077	1.1538	819
Matsuzaka, Daisuke SP BOS 	-	Free Agent	37.3	7	2	0	3	3	0	0	26	23	32	5.304	1.4732	820
Miley, Wade SP ARI	-	Free Agent	40.0	7	4	0	4	2	0	0	25	18	48	4.500	1.6500	821
Perez, Juan RP MIL 	-	Free Agent	5.0	0	0	0	1	0	0	0	8	5	1	3.600	1.2000	823
Ruffin, Chance RP SEA	-	Free Agent	17.7	0	0	0	1	0	0	0	18	9	18	4.075	1.5283	824
Hughes, Jared RP PIT	-	Free Agent	11.0	0	0	0	0	1	0	0	10	4	9	4.091	1.1818	828
Thayer, Dale RP NYM	-	Free Agent	10.3	0	0	0	0	3	0	0	5	0	12	3.484	1.1613	831
Gray, Jeff RP MIN	-	Free Agent	48.3	0	0	0	0	1	1	3	23	21	52	4.283	1.5103	832
Moylan, Peter RP ATL 	-	Free Agent	8.3	0	0	0	2	1	0	0	10	3	12	3.240	1.8000	834
Mitre, Sergio RP NYY 	-	Free Agent	38.3	0	0	0	0	1	0	1	16	14	39	4.461	1.3826	835
Vizcaino, Arodys RP ATL 	-	Free Agent	17.3	0	0	0	1	1	0	2	17	9	16	4.673	1.4423	836
O'Connor, Mike RP NYM	-	Free Agent	6.7	0	0	0	0	1	0	1	8	3	5	2.700	1.2000	838
Abreu, Juan RP HOU	-	Free Agent	6.7	0	0	0	0	0	0	0	12	3	6	2.700	1.3500	839
Savery, Joe RP PHI	-	Free Agent	2.7	0	0	0	0	0	0	0	2	0	1	0.000	0.3750	840
Pineiro, Joel SP LAA	-	Free Agent	145.7	24	9	0	7	7	0	0	62	38	182	5.128	1.5103	842
Severino, Atahualpa RP WAS	-	Free Agent	4.7	0	0	0	1	0	0	0	7	1	5	3.857	1.2857	844
Burnett, Alex RP MIN	-	Free Agent	50.7	0	0	0	2	5	0	2	33	21	50	5.507	1.4013	845
Blanton, Joe SP PHI	-	Free Agent	41.3	8	2	0	1	2	0	0	35	9	52	5.008	1.4758	846
Perez, Luis RP TOR	-	Free Agent	65.0	4	1	0	3	3	0	2	54	27	74	5.123	1.5538	847
Herrmann, Frank RP CLE	-	Free Agent	56.3	0	0	0	4	0	0	0	34	16	71	5.112	1.5444	850
Beck, Chad RP TOR	-	Free Agent	2.3	0	0	0	0	0	0	0	3	0	1	0.000	0.4286	851
Dumatrait, Phil RP MIN	-	Free Agent	41.3	0	0	0	1	3	1	0	29	25	45	3.919	1.6935	852
Medlen, Kris RP ATL	-	Free Agent	2.3	0	0	0	0	0	0	0	2	0	1	0.000	0.4286	855
Bulger, Jason RP MIN 	-	Free Agent	9.3	0	0	0	0	1	0	0	7	10	6	0.964	1.7143	857
Kontos, George RP NYY	-	Free Agent	6.0	0	0	0	0	0	0	0	6	3	4	3.000	1.1667	858
Schwinden, Chris SP NYM	-	Free Agent	21.0	4	1	0	0	2	0	0	17	6	23	4.714	1.3810	862
Hacker, Eric RP MIN 	-	Free Agent	5.3	0	0	0	0	0	0	0	2	4	4	0.000	1.5000	864
Bowden, Michael RP BOS	-	Want-a-be Ghetto All Stars	20.0	0	0	0	0	0	0	0	17	11	19	4.050	1.5000	867
Horst, Jeremy RP CIN	-	Free Agent	15.3	0	0	0	0	0	0	0	9	6	18	2.935	1.5652	868
Sanabia, Alex SP MIA	-	Free Agent	11.0	2	1	0	0	0	0	0	8	3	13	3.273	1.4545	870
Slama, Anthony RP MIN	-	Free Agent	2.3	0	0	0	0	0	0	0	3	2	0	0.000	0.8571	871
Okajima, Hideki RP BOS 	-	Free Agent	8.3	0	0	0	1	0	0	0	6	5	7	4.320	1.4400	873
Valdes, Raul RP PHI	-	Free Agent	12.0	0	0	0	0	1	0	0	15	6	14	3.000	1.6667	876
Zito, Barry SP SF	-	Free Agent	53.7	9	4	0	3	4	0	0	32	24	51	5.870	1.3975	879
O'Day, Darren RP BAL	-	Free Agent	16.7	0	0	0	0	1	0	0	18	5	17	5.400	1.3200	881
Hamren, Erik RP SD	-	Free Agent	12.3	0	0	0	1	0	0	0	10	9	10	4.378	1.5405	882
Jimenez, Cesar RP SEA	-	Free Agent	6.7	0	0	0	1	0	0	0	7	3	6	5.400	1.3500	883
Reed, Addison RP CHW 	-	Free Agent	7.3	0	0	0	0	0	0	0	12	1	10	3.682	1.5000	884
Dickson, Brandon RP STL	-	Free Agent	8.3	1	0	0	0	0	0	0	7	3	9	3.240	1.4400	887
Joaquin, Waldis RP WAS	-	Free Agent	6.3	0	0	0	1	0	0	0	3	3	6	4.263	1.4211	890
Tomko, Brett RP TEX	-	Free Agent	17.7	0	0	0	0	1	0	1	14	10	15	4.585	1.4151	891
Schwimer, Michael RP PHI	-	Free Agent	14.3	0	0	0	1	1	0	2	16	7	15	5.023	1.5349	892
Neshek, Pat RP SD	-	Free Agent	24.7	0	0	0	1	1	0	0	20	22	19	4.013	1.6622	893
Berg, Justin RP CHC	-	Free Agent	12.0	0	0	0	0	0	0	0	6	6	11	3.750	1.4167	895
Willis, Dontrelle SP PHI 	-	Free Agent	75.7	13	9	0	1	6	0	0	57	37	78	4.996	1.5198	897
Rodriguez, Francisco RP LAA 	-	Free Agent	13.7	0	0	0	0	0	0	0	7	5	13	4.610	1.3171	900
Putnam, Zach RP CLE	-	Free Agent	7.3	0	0	0	1	1	0	1	9	0	10	6.136	1.3636	901
Marquez, Jeff RP SEA	-	Free Agent	4.0	0	0	0	0	0	0	0	2	0	5	2.250	1.2500	904
Ely, John RP LAD	-	Free Agent	12.7	1	0	0	0	1	0	0	13	7	12	4.263	1.5000	906
Hughes, Phil SP NYY	-	Blue Crew	74.7	14	7	1	5	5	0	0	47	27	84	5.786	1.4866	907
Igarashi, Ryota RP PIT 	-	Free Agent	38.7	0	0	0	4	1	0	1	42	28	43	4.655	1.8362	908
Marte, Luis RP DET	-	Free Agent	3.7	0	0	0	1	0	0	0	3	1	6	2.454	1.9091	910
Wilk, Adam RP DET	-	Free Agent	13.3	0	0	0	0	0	0	0	10	3	14	5.400	1.2750	912
Torres, Alex RP TB	-	Free Agent	8.0	0	0	0	1	1	0	0	9	7	8	3.375	1.8750	913
Fisher, Carlos RP CIN	-	Free Agent	24.0	0	0	0	0	3	0	0	17	11	25	4.500	1.5000	916
Dolis, Rafael RP CHC	-	Free Agent	1.3	0	0	0	0	0	0	0	1	1	0	0.000	0.7500	917
Demel, Sam RP ARI	-	Free Agent	25.7	0	0	0	2	2	0	1	15	13	31	4.208	1.7143	922
Stetter, Mitch RP MIL 	-	Free Agent	7.0	0	0	0	0	0	0	0	7	1	8	5.143	1.2857	924
Teheran, Julio SP ATL	-	Titty`s Warriors	19.7	3	0	0	1	1	0	0	10	8	21	5.034	1.4746	925
Garrison, Steve RP SEA	-	Free Agent	0.7	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	933
Ekstrom, Mike RP COL 	-	Free Agent	1.0	0	0	0	0	0	0	0	1	0	1	0.000	1.0000	935
Thatcher, Joe RP SD	-	Free Agent	10.0	0	0	0	0	0	0	0	9	7	8	4.500	1.5000	937
Miller, Trever RP BOS	-	Free Agent	21.3	0	0	0	0	1	1	3	12	12	25	3.797	1.7344	939
Duke, Zach SP ARI	-	Free Agent	76.7	9	3	0	3	4	1	0	32	19	101	4.930	1.5652	941
Brackman, Andrew RP CIN 	-	Free Agent	2.3	0	0	0	0	0	0	0	0	3	1	0.000	1.7143	943
Romero, J.C. RP STL 	-	Free Agent	24.7	0	0	0	1	0	0	0	19	15	28	4.013	1.7432	946
