All Players Projections MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Zavada, Clay RP ARI	Free Agent	51.0	0	0	0	3	3	0	0	52	24	45	3.35	1.35	601
Burton, Jared RP CIN	Free Agent	54.0	0	0	0	3	1	0	0	46	23	48	3.50	1.31	604
Kelley, Shawn RP SEA	Free Agent	46.0	0	0	0	5	4	0	0	41	9	45	4.50	1.17	605
Condrey, Clay RP MIN 	Free Agent	50.0	0	0	0	4	2	1	3	30	15	50	3.60	1.30	606
Romero, J.C. RP PHI 	Free Agent	44.0	0	0	0	2	2	1	0	35	30	31	2.45	1.39	608
Beimel, Joe RP COL	Free Agent	57.0	0	0	0	3	3	1	0	35	21	57	3.32	1.37	609
Tazawa, Junichi SP BOS 	Free Agent	100.0	15	6	0	6	8	0	0	55	36	104	4.32	1.40	610
Byrdak, Tim RP HOU	Free Agent	54.0	0	0	0	2	1	0	0	51	30	41	3.50	1.31	614
Benoit, Joaquin RP TEX 	Free Agent	42.0	0	0	0	3	2	2	0	43	21	36	3.64	1.36	617
Carrasco, D.J. RP CHW 	Free Agent	66.0	0	0	0	3	0	0	0	46	22	66	3.82	1.33	618
Campillo, Jorge RP KC 	Free Agent	75.0	10	4	0	3	4	0	0	50	20	78	4.20	1.31	620
Igarashi, Ryota RP NYM 	Free Agent	50.0	0	0	0	3	3	2	0	44	19	50	3.78	1.38	621
Miller, Trever RP STL	Free Agent	44.0	0	0	0	2	0	1	0	45	18	38	3.68	1.27	626
Ray, Bobby SP TOR 	Free Agent	81.0	13	5	0	3	5	0	1	43	20	81	4.56	1.25	629
Padilla, Vicente SP LA 	Titty`s Warriors	146.0	26	10	0	11	8	0	0	98	56	162	4.93	1.49	632
Lowry, Noah SP SF 	Free Agent	117.0	18	9	0	5	7	0	0	65	55	117	4.08	1.47	633
Ray, Chris RP TEX 	Free Agent	57.0	0	0	0	2	4	4	4	55	25	57	4.26	1.44	634
Mahay, Ron RP MIN	Free Agent	61.0	0	0	0	3	0	0	0	49	29	58	3.39	1.43	637
Shouse, Brian RP TB 	Free Agent	42.0	0	0	0	2	1	1	0	27	12	41	3.21	1.26	638
Embree, Alan RP COL 	Free Agent	51.0	0	0	0	2	3	6	0	40	20	51	4.76	1.39	642
Daley, Matt RP COL	Free Agent	51.0	0	0	0	1	1	0	0	55	18	43	4.24	1.20	643
Miner, Zach SP DET	Free Agent	88.0	6	3	0	6	5	0	0	53	38	92	3.99	1.48	645
Devine, Joey RP OAK 	Blue Crew	18.0	0	0	0	2	0	0	0	19	8	10	0.50	1.00	647
Snell, Ian SP SEA	Free Agent	172.0	30	16	1	8	11	0	0	134	80	186	4.60	1.55	648
Linebrink, Scott RP CHW	Free Agent	58.0	0	0	0	3	5	1	0	48	19	60	4.03	1.36	651
Medlen, Kris RP ATL	Free Agent	68.0	4	1	0	3	5	0	0	72	30	65	4.24	1.40	652
Kilby, Brad RP OAK	Free Agent	17.0	1	0	0	1	0	0	0	20	4	10	0.53	0.82	653
Mejia, Jenrry SP NYM	Free Agent	49.0	5	2	0	3	4	1	1	45	19	45	4.22	1.31	658
Ni, Fu-Te RP DET	Free Agent	31.0	0	0	0	0	0	0	0	21	11	20	2.61	1.00	659
Owings, Micah SP CIN	Free Agent	126.0	21	10	1	7	10	0	0	87	52	125	5.07	1.40	661
Fister, Doug W. SP SEA	Free Agent	61.0	10	5	0	3	4	0	0	36	15	63	4.13	1.28	664
Seay, Bobby RP DET	Free Agent	50.0	0	0	0	3	2	0	0	44	19	48	3.78	1.34	665
Pinto, Renyel RP FLA	Free Agent	62.0	0	0	0	3	3	0	0	57	39	50	3.77	1.44	667
Smith, Joe RP CLE 	Free Agent	47.0	0	0	0	3	2	0	0	42	22	43	3.45	1.38	670
Rondon, Hector SP CLE	Free Agent	65.0	9	4	0	3	5	1	1	65	31	62	4.29	1.43	673
Narveson, Chris RP MIL	Free Agent	47.0	4	0	0	2	0	0	0	46	16	45	3.83	1.30	675
Tallet, Brian SP TOR	Free Agent	93.0	8	4	0	3	5	0	0	74	41	90	4.45	1.41	676
Nelson, Joe RP TB	Free Agent	31.0	0	0	0	2	0	1	0	32	16	25	2.90	1.32	679
Bradford, Chad RP TB	Free Agent	45.0	0	0	0	3	3	1	0	17	11	53	2.80	1.42	680
Shell, Steven RP WAS	Free Agent	27.0	0	0	0	1	1	1	0	23	11	20	2.67	1.15	681
Speier, Justin RP ANA	Free Agent	53.0	0	0	0	3	4	0	0	47	18	50	4.42	1.28	683
Redding, Tim SP NYM 	Free Agent	129.0	22	10	0	5	8	0	0	81	51	134	4.67	1.43	684
Mota, Guillermo RP LA	Free Agent	61.0	0	0	0	3	4	0	0	45	23	56	4.43	1.30	685
Crosby, Casey SP DET	Free Agent	65.0	12	5	1	5	4	0	0	51	25	66	4.43	1.40	686
Herges, Matt RP COL	Free Agent	49.0	0	0	0	4	2	0	0	34	16	49	4.04	1.33	690
Bergmann, Jason RP WAS	Free Agent	101.0	14	7	0	3	7	0	0	74	38	101	4.72	1.38	691
Walker, Tyler RP PHI	Free Agent	34.0	0	0	0	3	3	0	0	28	11	30	3.71	1.21	694
Caridad, Esmailin RP CHC	Free Agent	19.0	0	0	0	1	0	0	0	17	3	15	1.42	0.95	695
Outman, Josh SP OAK 	User Abuser	47.0	8	4	0	2	2	0	0	36	16	44	3.83	1.28	697
Ohlendorf, Ross SP PIT	Want-a-be Ghetto All Stars	82.0	11	6	0	4	5	0	0	56	29	85	4.50	1.39	699
Palmer, Matt SP ANA	Free Agent	67.0	8	2	0	6	2	0	0	36	34	61	4.30	1.42	701
Arrieta, Jake SP BAL	Free Agent	90.0	16	7	1	5	6	1	1	81	41	95	4.60	1.51	706
Stammen, Craig SP WAS 	Free Agent	106.0	19	7	1	4	7	0	0	48	24	112	5.09	1.28	709
Bonser, Boof SP BOS 	Free Agent	73.0	5	1	0	2	4	0	1	58	25	75	4.32	1.37	710
Mijares, Jose RP MIN	Free Agent	24.0	0	0	0	1	1	0	0	20	8	18	2.25	1.08	711
Hanrahan, Joel RP PIT	Free Agent	66.0	4	1	0	4	3	5	0	69	38	68	4.77	1.61	712
Meredith, Cla C. RP BAL 	Free Agent	72.0	0	0	0	3	4	0	0	48	22	82	3.88	1.44	714
Park, Chan Ho SP PHI 	Free Agent	61.0	4	1	0	2	3	1	0	52	24	62	4.13	1.41	716
Fulchino, Jeff RP HOU	Free Agent	48.0	0	0	0	3	2	0	0	42	18	46	4.12	1.33	717
Sonnanstine, Andy SP TB	Free Agent	141.0	24	9	0	8	9	0	0	94	32	165	5.43	1.40	720
Volquez, Edinson SP CIN 	SA`s	45.0	8	3	0	3	2	0	0	45	23	40	3.80	1.40	722
Cashner, Andrew SP CHC	Free Agent	65.0	8	3	1	4	5	0	0	57	33	61	4.29	1.45	730
Speier, Ryan RP WAS 	Free Agent	56.0	0	0	0	1	2	1	2	38	20	56	3.86	1.36	731
Kendrick, Kyle SP PHI	Free Agent	101.0	17	9	0	8	5	0	0	44	30	117	4.63	1.46	733
Guzman, Angel RP CHC 	Free Agent	34.0	1	0	0	1	1	0	0	28	12	28	3.44	1.18	734
Coffey, Todd RP MIL	Free Agent	54.0	0	0	0	2	2	1	0	41	16	59	4.00	1.39	735
Reckling, Trevor RP ANA	Free Agent	50.0	8	3	0	3	4	0	0	37	15	50	4.32	1.30	736
Erbe, Brandon SP BAL	Free Agent	71.0	10	4	1	4	5	0	1	65	31	71	4.56	1.44	737
Patton, Troy SP BAL	Free Agent	80.0	11	5	0	4	5	0	0	55	25	85	4.72	1.38	738
Robertson, David RP NYY	Free Agent	37.0	0	0	0	3	0	0	0	50	19	32	4.14	1.38	741
Masset, Nick RP CIN	Free Agent	59.0	1	0	0	3	1	0	0	45	25	59	3.97	1.42	742
Perez, Martin SP TEX	Free Agent	30.0	5	2	0	3	1	0	0	30	12	25	3.90	1.23	743
Gorzelanny, Tom SP CHC	Floaters and Sinkers	118.0	20	9	0	9	7	0	0	83	52	126	4.96	1.51	744
Rogers, Esmil SP COL	Free Agent	60.0	9	4	1	4	5	0	0	52	27	59	4.35	1.43	746
Hammel, Jason SP COL	Free Agent	113.0	16	7	0	6	6	1	0	80	39	129	4.86	1.49	747
Carrasco, Carlos SP CLE 	Free Agent	100.0	17	6	0	5	6	0	1	76	45	102	4.68	1.47	748
Moehler, Brian SP HOU 	Free Agent	121.0	18	7	0	7	8	0	0	70	35	140	4.91	1.45	749
Chavez, Jesse RP ATL 	Free Agent	70.0	0	0	0	0	2	0	1	50	25	70	3.99	1.36	751
Reyes, Dennys RP STL	Free Agent	39.0	0	0	0	2	1	0	0	31	19	36	3.00	1.41	752
Schlereth, Daniel RP DET 	Free Agent	60.0	0	0	0	1	3	1	2	72	41	49	4.05	1.50	753
Hill, Rich J. SP BAL 	Free Agent	73.0	13	6	0	3	3	0	0	60	31	73	4.44	1.42	754
Buchholz, Taylor RP COL 	Free Agent	37.0	0	0	0	0	3	0	0	27	9	35	3.41	1.19	756
Lincoln, Brad SP PIT	Free Agent	81.0	15	6	1	5	6	0	0	60	39	80	4.56	1.47	759
Jeffress, Jeremy SP MIL	Free Agent	65.0	9	4	1	4	4	0	1	58	34	61	4.43	1.46	760
Duke, Zach SP PIT	Free Agent	168.0	27	14	1	6	13	0	0	78	40	207	4.66	1.47	764
Westbrook, Jake SP CLE 	Free Agent	62.0	10	6	0	2	4	0	0	37	21	64	4.06	1.37	766
Rivas, Amaury SP MIL 	Free Agent	45.0	8	4	0	3	2	0	0	35	19	42	4.20	1.36	773
Jackson, Steven RP PIT	Free Agent	43.0	0	0	0	2	3	0	0	21	22	38	3.14	1.40	774
Byrd, Paul SP BOS	Free Agent	68.0	11	5	0	3	3	0	0	30	12	75	4.76	1.28	775
Crain, Jesse RP MIN	Free Agent	44.0	0	0	0	4	3	0	0	34	18	43	4.30	1.39	776
Contreras, Jose A. SP COL	Free Agent	147.0	24	10	1	8	12	0	0	96	50	168	5.08	1.48	779
Gardner, Lee RP FLA	Free Agent	27.0	0	0	0	1	1	1	0	19	7	29	2.67	1.33	780
Clippard, Tyler RP WAS	Free Agent	33.0	3	1	0	3	1	0	0	31	19	26	3.82	1.36	781
Calero, Kiko RP FLA	Free Agent	35.0	0	0	0	1	2	0	0	36	18	28	3.60	1.31	782
Hendrickson, Mark SP BAL	Free Agent	120.0	15	3	0	6	7	0	0	78	37	135	5.10	1.43	783
Thompson, Brad SP KC 	Free Agent	75.0	10	4	0	3	5	0	0	33	22	80	4.44	1.36	784
Alderson, Timothy SP PIT	Shits & Giggles	81.0	14	6	2	5	7	0	0	59	37	82	4.67	1.47	786
Riske, David RP MIL 	Free Agent	38.0	0	0	0	1	2	2	0	26	17	37	3.55	1.42	787
Ambriz, Hector RP CLE 	Free Agent	45.0	0	0	0	0	0	1	1	41	15	47	3.80	1.38	788
Janssen, Casey SP TOR	Free Agent	38.0	2	1	0	1	2	2	0	21	11	42	3.55	1.39	790
Veras, Jose RP CLE 	Free Agent	50.0	0	0	0	2	2	0	1	47	27	42	4.32	1.38	791
Holt, Bradley SP NYM	Free Agent	65.0	10	4	0	4	6	0	1	55	25	70	4.57	1.46	794
Badenhop, Burke RP FLA	Free Agent	60.0	5	1	0	4	4	0	0	46	22	63	4.65	1.42	796
Acosta, Manny RP ATL	Free Agent	38.0	0	0	0	2	2	1	0	28	20	35	3.55	1.45	797
Motte, Jason RP STL	Free Agent	34.0	0	0	0	2	2	0	0	35	13	31	4.24	1.29	798
Stetter, Mitch RP MIL	Free Agent	25.0	0	0	0	3	1	0	0	26	16	18	3.60	1.36	800
West, Sean SP FLA	Free Agent	103.0	20	7	0	8	6	0	0	70	44	115	4.81	1.54	802
Bulger, Jason RP ANA	Free Agent	29.0	0	0	0	2	0	0	0	32	14	22	4.34	1.24	804
Rogers, Mark SP MIL	Free Agent	65.0	11	5	1	5	3	0	0	55	35	65	4.43	1.54	807
Green, Sean RP NYM	Free Agent	72.0	0	0	0	3	4	1	0	56	35	74	4.38	1.51	808
Richard, Clayton SP SD	Grape Apes	100.0	17	6	0	6	5	0	0	72	42	108	4.86	1.50	809
McAllister, Zachary SP NYY	Free Agent	45.0	7	3	0	3	2	0	0	41	19	43	4.60	1.38	810
Petit, Yusmeiro SP SEA	Free Agent	65.0	7	3	0	2	4	0	1	55	21	66	4.98	1.34	811
Geary, Geoff RP TEX 	Free Agent	48.0	0	0	0	1	2	0	1	35	18	46	4.12	1.33	812
Gray, Jeff RP CHC 	Free Agent	46.0	0	0	0	0	1	0	1	35	9	50	4.11	1.28	815
Perkins, Glen SP MIN	Free Agent	92.0	14	6	0	6	4	0	0	46	25	109	4.79	1.46	818
Ohman, Will RP LA 	Free Agent	36.0	0	0	0	2	2	1	0	31	15	35	4.25	1.39	819
Aumont, Phillippe SP PHI 	Free Agent	33.0	0	0	0	1	2	1	2	30	14	30	4.09	1.33	820
McClung, Seth RP MIL 	Free Agent	60.0	5	2	0	3	3	0	0	46	33	55	4.35	1.47	822
Miller, Justin RP SF 	Free Agent	54.0	0	0	0	0	1	0	1	50	25	50	4.17	1.39	823
McCarthy, Brandon SP TEX	Free Agent	74.0	15	6	0	4	5	0	0	45	31	76	4.62	1.45	824
Sipp, Tony RP CLE	Free Agent	20.0	0	0	0	1	0	0	0	24	12	14	2.70	1.30	826
Ceda, Jose RP FLA	Free Agent	25.0	0	0	0	1	2	1	2	30	11	21	4.32	1.28	828
Laffey, Aaron SP CLE	SA`s	88.0	15	7	0	5	6	0	0	42	33	99	4.40	1.50	829
McDonald, James RP LA	Free Agent	35.0	2	0	0	2	2	0	0	28	18	32	3.60	1.43	831
Lopez, Javier RP PIT 	Free Agent	50.0	0	0	0	2	1	1	2	31	24	50	3.96	1.48	832
Perry, Ryan RP DET	Free Agent	62.0	0	0	0	0	1	0	0	60	38	56	3.77	1.52	833
Maloney, Matt SP CIN	Free Agent	41.0	7	2	0	2	4	0	0	28	8	43	4.83	1.24	834
Vizcaino, Luis RP CLE	Free Agent	46.0	0	0	0	3	2	0	0	41	25	41	4.50	1.43	836
Crow, Aaron SP KC	Free Agent	35.0	6	2	0	2	3	0	0	27	15	32	4.11	1.34	837
Cameron, Kevin RP OAK	Free Agent	42.0	0	0	0	0	0	0	0	34	22	39	3.21	1.45	839
Herrera, Danny RP CIN	Free Agent	35.0	0	0	0	2	2	0	0	26	14	36	3.60	1.43	840
Lofgren, Chuck SP MIL 	Free Agent	79.0	10	4	1	4	5	0	1	67	35	85	4.67	1.52	841
Bonderman, Jeremy RP DET 	Free Agent	85.0	14	7	0	5	5	0	0	65	31	95	4.98	1.48	843
Mills, Brad SP TOR	Free Agent	87.0	15	6	0	4	6	0	0	80	40	95	4.66	1.55	845
Medders, Brandon RP SF	Free Agent	39.0	0	0	0	2	1	0	0	30	20	37	3.69	1.46	848
White, Sean RP SEA 	Free Agent	33.0	0	0	0	1	1	0	0	15	13	28	3.82	1.24	849
Berg, Justin RP CHC	Free Agent	12.0	0	0	0	0	0	0	0	7	1	10	0.75	0.92	851
Capuano, Chris SP MIL 	Free Agent	75.0	12	3	0	2	4	0	0	66	27	80	4.92	1.43	857
Brown, Andrew RP OAK	Free Agent	26.0	0	0	0	1	1	0	0	24	13	20	3.81	1.27	858
Karstens, Jeff SP PIT 	Free Agent	80.0	10	4	0	2	5	0	0	37	23	83	4.95	1.32	859
Lowe, Mark RP SEA	Free Agent	49.0	0	0	0	1	4	1	0	42	22	50	4.22	1.47	860
Tejeda, Robinson SP KC	Free Agent	71.0	9	2	0	4	4	0	0	67	45	60	5.07	1.48	862
Mujica, Edward RP SD	Free Agent	48.0	1	0	0	2	2	1	0	37	10	55	5.06	1.35	863
Silva, Carlos SP CHC 	Free Agent	84.0	12	5	1	4	7	0	1	38	17	100	4.93	1.39	864
Donnelly, Brendan RP FLA	Free Agent	20.0	0	0	0	2	0	1	0	16	8	20	3.60	1.40	868
Reyes, Anthony SP CLE 	Free Agent	64.0	11	4	0	3	4	0	0	42	25	64	4.92	1.39	870
Deduno, Samuel SP COL	Free Agent	65.0	7	3	0	2	4	0	1	42	33	65	4.02	1.51	871
Cormier, Lance RP TB 	Free Agent	65.0	3	1	0	3	4	1	0	36	27	70	4.43	1.49	872
Richmond, Scott SP TOR	Free Agent	83.0	14	5	1	4	7	0	0	68	30	90	5.20	1.45	874
Kiker, Kasey SP TEX	Free Agent	40.0	5	2	0	2	2	0	0	32	15	40	4.50	1.38	876
Burnett, Sean RP WAS 	Free Agent	38.0	0	0	0	1	1	0	0	28	21	31	4.03	1.37	877
Chacin, Gustavo SP HOU 	Free Agent	80.0	12	5	0	3	6	0	0	35	23	86	4.95	1.36	878
James, Chuck SP ATL	Free Agent	64.0	12	4	0	4	5	0	0	46	26	67	4.92	1.45	879
Morales, Franklin RP COL	Free Agent	35.0	5	2	0	2	2	2	0	25	18	33	4.63	1.46	880
Hill, Shawn SP SD 	Free Agent	45.0	6	2	0	1	2	0	0	28	13	47	4.40	1.33	885
Colome, Jesus RP MIL	Free Agent	53.0	0	0	0	3	1	0	0	38	24	53	4.58	1.45	886
Guardado, Eddie RP WAS 	Free Agent	36.0	0	0	0	2	2	1	0	20	13	35	4.75	1.33	887
O'Flaherty, Eric RP ATL	Free Agent	38.0	0	0	0	3	1	0	0	26	14	38	4.74	1.37	888
Figueroa, Nelson SP NYM	Disco Bush Horticulturists	58.0	8	4	0	3	6	0	0	48	25	64	4.34	1.53	889
Jakubauskas, Chris SP PIT	Free Agent	51.0	2	0	0	2	4	0	0	26	15	51	4.94	1.29	891
Walker, Jamie RP BAL	Free Agent	37.0	0	0	0	1	2	2	0	25	9	43	4.62	1.41	892
Jukich, Ben SP STL 	Free Agent	35.0	0	0	0	2	4	0	1	33	14	36	4.37	1.43	896
Sosa, Jorge RP WAS	Free Agent	52.0	5	2	0	5	3	1	0	33	21	56	5.19	1.48	897
Hawksworth, Blake RP STL	Free Agent	13.0	0	0	0	1	0	0	0	7	5	10	2.08	1.15	899
Kelly, Casey SP BOS 	Free Agent	15.0	1	0	0	0	0	0	0	15	4	12	3.00	1.07	900
Corcoran, Roy RP HOU 	Free Agent	58.0	0	0	0	0	2	1	1	30	29	58	3.72	1.50	901
Thatcher, Joe RP SD	Free Agent	31.0	0	0	0	1	2	0	0	29	12	31	4.06	1.39	903
Withrow, Christopher SP LA	Free Agent	50.0	11	5	0	3	4	0	0	45	25	50	4.68	1.50	905
Farnsworth, Kyle RP KC	Free Agent	53.0	0	0	0	2	3	0	0	50	21	58	4.58	1.49	907
Lopez, Aquilino RP DET	Free Agent	32.0	0	0	0	1	0	0	0	23	9	35	3.94	1.38	909
Germano, Justin SP SD	Free Agent	59.0	10	5	0	2	4	0	0	32	18	62	4.88	1.36	910
Sanches, Brian RP FLA	Free Agent	27.0	0	0	0	2	1	0	0	23	14	26	3.67	1.48	912
Burke, Greg RP SD	Free Agent	46.0	0	0	0	3	3	0	0	33	23	48	4.11	1.54	913
Ely, John RP LA 	Free Agent	50.0	8	3	0	3	4	0	0	40	25	52	4.32	1.54	914
Choate, Randy RP TB 	Free Agent	12.0	0	0	0	0	0	2	0	9	4	10	3.75	1.17	918
Gervacio, Sammy RP HOU	Free Agent	11.0	0	0	0	0	0	0	0	12	4	8	1.64	1.09	920
Mulvey, Kevin SP ARI	Free Agent	80.0	13	0	0	4	6	0	0	62	35	90	4.61	1.56	921
Ayala, Luis RP LA 	Free Agent	48.0	0	0	0	1	2	0	1	33	15	50	4.69	1.35	922
Talbot, Mitch SP CLE 	Free Agent	65.0	7	3	0	3	4	0	1	40	25	70	4.71	1.46	923
Colon, Roman RP KC 	Free Agent	54.0	0	0	0	0	1	0	1	33	22	54	4.17	1.41	924
Chulk, Vinnie RP PIT 	Free Agent	31.0	0	0	0	0	1	0	0	20	10	31	3.77	1.32	925
Wood, Tim RP FLA	Free Agent	22.0	0	0	0	1	0	0	0	16	10	22	2.86	1.45	928
Camp, Shawn RP TOR	Free Agent	53.0	0	0	0	2	3	0	0	42	19	59	4.58	1.47	929
Knapp, Jason SP CLE 	Free Agent	27.0	5	2	0	2	2	0	0	21	14	25	4.00	1.44	931
Webb, Ryan RP SD	Free Agent	26.0	0	0	0	2	1	0	0	19	11	27	3.81	1.46	933
Sarfate, Dennis RP BAL	Free Agent	37.0	1	0	0	2	1	0	0	40	26	29	4.62	1.49	934
Garcia, Freddy An. SP CHW	Free Agent	43.0	8	4	0	2	3	0	0	33	12	47	5.02	1.37	936
Tomko, Brett D. SP OAK 	Free Agent	65.0	5	1	0	1	3	0	0	47	20	70	4.98	1.38	939
Ramirez, Ramon A. RP BOS 	Free Agent	38.0	0	0	0	0	2	0	1	28	15	35	4.50	1.32	940
Waechter, Doug RP KC 	Free Agent	33.0	0	0	0	0	1	0	0	23	11	33	4.09	1.33	941
Blevins, Jerry RP OAK	Free Agent	22.0	0	0	0	0	1	0	0	20	7	20	4.09	1.23	943
Villone, Ron RP WAS	Free Agent	47.0	0	0	0	2	3	1	0	36	28	45	4.40	1.55	945
Grilli, Jason RP CLE 	Free Agent	50.0	0	0	0	0	1	0	1	45	23	50	4.32	1.46	947
Slaten, Doug RP WAS	Free Agent	45.0	0	0	0	0	2	0	1	30	17	49	3.80	1.47	948
Lewis, Scott SP CLE	Free Agent	14.0	2	1	0	2	0	0	0	9	4	14	3.86	1.29	952
Weathers, Casey RP COL	Free Agent	15.0	0	0	0	0	0	1	1	14	5	13	4.20	1.20	957
McBeth, Marcus RP OAK 	Free Agent	25.0	0	0	0	1	1	0	0	22	9	25	4.32	1.36	958
Runzler, Dan RP SF	Free Agent	9.0	0	0	0	0	0	0	0	11	5	6	1.00	1.22	959
Albaladejo, Jonathan RP NYY	Free Agent	21.0	0	0	0	2	1	0	0	15	8	21	4.29	1.38	961
Ramirez, Edwar RP NYY	Free Agent	33.0	0	0	0	2	1	1	0	39	19	31	5.18	1.52	962
Bray, Bill RP CIN	Free Agent	20.0	0	0	0	2	2	0	0	23	10	22	3.60	1.60	965
Batista, Miguel RP SEA	Free Agent	126.0	17	8	0	9	10	1	0	86	68	141	4.86	1.66	966
Davies, Kyle SP KC 	Free Agent	124.0	24	8	0	8	10	0	0	85	60	133	5.23	1.56	969
Geer, Josh SP SD	Free Agent	65.0	11	4	0	2	4	0	0	35	16	72	5.26	1.35	971
Giese, Dan RP OAK 	Free Agent	25.0	1	1	0	0	3	0	0	16	8	23	4.32	1.24	972
Vasquez, Esmerling RP ARI	Free Agent	27.0	0	0	0	2	2	0	0	22	14	26	4.33	1.48	975
Suppan, Jeff SP MIL	Free Agent	182.0	32	14	0	10	11	0	0	95	70	217	4.95	1.58	978
Dunn, Michael RP ATL 	Free Agent	40.0	0	0	0	1	2	0	0	45	25	35	4.72	1.50	980
Glover, Gary RP FLA	Free Agent	44.0	0	0	0	3	3	1	0	29	16	50	5.11	1.50	982
Lopez, Rodrigo SP ARI	Free Agent	33.0	2	0	0	1	1	0	1	21	10	35	4.64	1.36	983
Zumaya, Joel RP DET 	Titty`s Warriors	29.0	0	0	0	2	3	1	0	26	20	27	4.34	1.62	984
Vargas, Claudio RP MIL 	Free Agent	36.0	3	0	0	0	2	0	0	26	13	36	4.50	1.36	985
Martin, J.D. SP WAS	Free Agent	26.0	5	2	0	2	1	0	0	12	8	28	4.50	1.38	986
Brocail, Doug RP HOU	Free Agent	24.0	0	0	0	0	1	0	0	17	9	24	3.75	1.38	987
Manuel, Robert RP BOS	Free Agent	24.0	0	0	0	0	0	0	0	17	6	24	4.50	1.25	989
Robertson, Tyler SP MIN	Free Agent	35.0	6	2	0	2	3	0	0	27	15	37	4.63	1.49	990
Wright, Wesley RP HOU	Free Agent	50.0	0	0	0	4	4	0	0	52	30	49	5.22	1.58	993
Arias, Alberto RP HOU 	Free Agent	25.0	1	0	0	1	1	0	0	18	11	27	3.60	1.52	995
Meek, Evan RP PIT 	Free Agent	30.0	0	0	0	0	1	0	0	24	20	22	4.20	1.40	996
Rosales, Leo RP ARI	Free Agent	25.0	0	0	0	1	1	0	0	16	9	24	4.68	1.32	997
Atchison, Scott RP BOS 	Free Agent	23.0	0	0	0	0	0	0	0	18	7	23	4.30	1.30	998
Rivera, Saul RP CLE 	Free Agent	36.0	0	0	0	0	2	0	0	25	15	36	4.25	1.42	999
Russell, Adam RP SD	Free Agent	19.0	0	0	0	4	0	0	0	18	10	22	4.74	1.68	1000
Castillo, Alberto RP BAL	Free Agent	19.0	0	0	0	0	0	0	0	16	7	20	3.32	1.42	1001
Escalona, Sergio RP PHI	Free Agent	14.0	0	0	0	1	0	0	0	10	5	12	4.50	1.21	1004
Villarreal, Oscar RP KC	Free Agent	38.0	0	0	0	1	2	0	0	26	16	39	4.50	1.45	1006
Wolfe, Brian RP TOR 	Free Agent	21.0	0	0	0	0	0	0	0	12	5	21	4.29	1.24	1010
Jepsen, Kevin RP ANA	Free Agent	31.0	0	0	0	3	2	0	0	28	12	36	4.94	1.55	1012
Hirsh, Jason SP COL	Free Agent	40.0	7	3	0	2	2	0	0	27	17	39	5.17	1.40	1013
Boyer, Blaine RP ARI 	Free Agent	44.0	0	0	0	1	3	0	0	33	15	46	5.11	1.39	1015
Misch, Pat SP NYM	Free Agent	52.0	6	1	0	1	4	0	0	29	16	57	4.85	1.40	1019
Perdomo, Luis M. RP SD	Free Agent	60.0	0	0	0	1	0	0	0	55	34	57	4.80	1.52	1021
Fisher, Carlos RP CIN	Free Agent	52.0	0	0	0	1	1	0	0	48	31	50	4.50	1.56	1023
Bennett, Jeff RP TB 	Free Agent	50.0	0	0	0	1	2	0	1	35	25	53	4.14	1.56	1024
Meyer, Dan L. RP FLA	Free Agent	34.0	2	0	0	1	3	1	0	29	15	34	5.29	1.44	1027
Broadway, Lance RP TOR 	Free Agent	36.0	2	0	0	0	1	0	0	27	13	38	4.50	1.42	1029
Axford, John B. RP MIL	Free Agent	8.0	0	0	0	0	0	1	0	9	6	5	3.38	1.38	1030
Sanchez, Anibal SP FLA	Floaters and Sinkers	56.0	11	3	0	3	5	0	0	45	31	60	4.50	1.62	1031
Rincon, Juan RP COL 	Free Agent	38.0	0	0	0	0	1	0	0	31	14	38	4.97	1.37	1033
Tankersley, Taylor RP FLA	Free Agent	22.0	0	0	0	2	1	0	0	21	12	21	4.91	1.50	1036
LeBlanc, Wade SP SD	Free Agent	34.0	6	2	0	2	2	0	0	22	17	32	5.03	1.44	1040
Williams, Randy RP CHW	Free Agent	18.0	0	0	0	0	1	0	0	22	12	13	4.50	1.39	1043
Colon, Bartolo SP CHW	Free Agent	67.0	12	5	0	4	5	0	0	47	20	82	5.24	1.52	1044
Dolsi, Freddy RP CHW 	Free Agent	29.0	0	0	0	1	2	1	0	16	16	32	3.72	1.66	1047
Link, Jon RP LA 	Free Agent	30.0	0	0	0	1	2	0	1	26	15	32	4.20	1.57	1048
Montgomery, Michael SP KC	Free Agent	15.0	2	1	0	0	1	0	0	11	6	13	4.20	1.27	1049
Martinez, Cristhian RP FLA	Free Agent	26.0	0	0	0	1	1	0	0	18	8	27	5.19	1.35	1054
Thayer, Dale RP TB	Free Agent	14.0	0	0	0	0	0	1	0	8	1	18	4.50	1.36	1055
Stults, Eric SP LA	Free Agent	42.0	7	2	1	2	3	0	0	31	19	46	4.71	1.55	1056
Brackman, Andrew SP NYY	Free Agent	20.0	2	0	0	2	1	0	0	16	8	22	4.95	1.50	1058
Smith, Chris RP MIL	Free Agent	32.0	0	0	0	0	0	0	0	24	13	30	5.06	1.34	1060
Bonine, Eddie SP DET	Free Agent	31.0	4	2	0	2	1	0	0	14	8	38	4.65	1.48	1061
Humber, Philip RP KC 	Free Agent	31.0	2	0	0	1	2	0	0	19	12	33	4.65	1.45	1062
