All Players 2007 MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Dohmann, Scott RP ARI	Free Agent	32.7	0	0	0	3	0	0	0	26	18	29	3.31	1.44	572
Walker, Tyler RP PHI 	Free Agent	14.3	0	0	0	2	0	0	1	9	4	12	1.26	1.12	575
Mitre, Sergio SP NYY 	Free Agent	149.0	27	11	0	5	8	0	0	80	41	180	4.65	1.48	577
Fogg, Josh RP COL 	Free Agent	165.7	29	12	0	10	9	0	0	94	59	194	4.94	1.53	578
Burgos, Ambiorix RP NYM	Free Agent	23.7	0	0	0	1	0	0	0	19	9	17	3.42	1.10	579
Laffey, Aaron SP CLE	SA`s	49.3	9	1	0	4	2	0	0	25	12	54	4.56	1.34	580
Donnelly, Brendan RP FLA 	Free Agent	20.7	0	0	0	2	1	0	0	15	5	19	3.05	1.16	581
Moehler, Brian SP HOU 	Free Agent	59.7	0	0	0	1	4	1	0	36	17	67	4.07	1.41	583
Bowie, Micah RP COL	Free Agent	57.3	8	2	0	4	3	0	1	42	27	55	4.55	1.43	584
Wassermann, Ehren RP CHW	Free Agent	23.0	0	0	0	1	1	0	1	14	7	20	2.74	1.17	585
Lester, Jon SP BOS	Evil Empire	63.0	11	5	0	4	0	0	0	50	31	61	4.57	1.46	586
Kensing, Logan RP WAS 	Free Agent	13.3	0	0	0	3	0	0	0	13	7	11	1.35	1.35	587
Yates, Tyler RP PIT 	Free Agent	66.0	0	0	0	2	3	2	1	69	31	64	5.18	1.44	588
Johnson, Tyler J. RP SEA	Free Agent	38.0	0	0	0	1	1	0	1	24	16	31	4.03	1.24	589
Grabow, John RP CHC 	Free Agent	51.7	0	0	0	3	2	1	1	42	19	56	4.53	1.45	591
Chico, Matt SP WAS	Free Agent	167.0	31	10	0	7	9	0	0	94	74	183	4.63	1.54	592
Green, Sean RP NYM	Free Agent	68.0	0	0	0	5	2	0	3	53	34	77	3.84	1.63	593
Sonnanstine, Andy SP TB	Free Agent	130.7	22	9	0	6	10	0	0	97	26	151	5.85	1.35	594
Jurrjens, Jair SP ATL	User Abuser	30.7	7	1	0	3	1	0	0	13	11	24	4.70	1.14	596
Perkins, Glen SP MIN 	Free Agent	28.7	0	0	0	0	0	0	0	20	12	23	3.14	1.22	598
Rowland-Smith, Ryan SP SEA	Free Agent	38.7	0	0	0	1	0	0	0	42	15	39	3.96	1.40	601
Wellemeyer, Todd SP STL 	Free Agent	79.3	11	2	0	3	3	0	0	60	40	77	4.54	1.47	602
Broadway, Lance RP NYM	Free Agent	10.3	1	1	0	1	1	0	0	14	5	5	0.87	0.97	603
Wood, Kerry RP CLE	Titty`s Warriors	24.3	0	0	0	1	1	0	0	24	13	18	3.33	1.27	605
Sarfate, Dennis RP BAL	Free Agent	8.3	0	0	0	1	0	0	0	14	1	5	1.08	0.72	606
Baek, Cha Seung SP SD 	Free Agent	73.3	12	5	1	4	3	0	0	49	14	87	5.15	1.38	607
Towers, Josh RP NYY 	Free Agent	107.0	15	4	0	5	10	0	0	76	22	129	5.38	1.41	613
Mendoza, Luis RP TEX	Free Agent	16.0	3	0	0	1	0	0	0	7	4	13	2.25	1.06	614
Geary, Geoff RP HOU	Free Agent	67.3	0	0	0	3	2	0	3	38	25	72	4.41	1.44	615
Backe, Brandon SP HOU	Free Agent	28.7	5	3	0	3	1	0	0	11	11	27	3.77	1.33	616
Flores, Randy RP COL 	Free Agent	55.0	0	0	0	3	0	1	1	47	15	71	4.25	1.56	618
Hart, Kevin SP PIT 	Free Agent	11.0	0	0	0	0	0	0	0	13	4	7	0.82	1.00	623
Thompson, Brad SP KC 	Free Agent	129.3	17	8	0	8	6	0	0	53	40	157	4.73	1.52	629
Mastny, Thomas RP CLE	Free Agent	57.7	0	0	0	7	2	0	0	52	32	63	4.68	1.65	631
Borkowski, Dave RP PHI	Free Agent	71.7	0	0	0	5	3	1	3	63	34	76	5.15	1.53	632
Villone, Ron RP WAS 	Free Agent	42.3	0	0	0	0	0	0	1	25	18	36	4.25	1.28	633
Tsao, Chin-Hui RP KC	Free Agent	24.7	0	0	0	0	1	0	1	16	8	18	4.38	1.05	640
Guzman, Angel RP CHC 	Free Agent	30.3	3	0	0	0	1	0	1	26	9	32	3.56	1.35	642
McLemore, Mark S. RP HOU	Free Agent	35.0	0	0	0	3	0	0	2	35	18	38	3.86	1.60	644
Condrey, Clay RP PHI	Free Agent	50.0	0	0	0	5	0	2	0	27	16	61	5.04	1.54	646
Coutlangus, Jon RP ARI	Free Agent	41.0	0	0	0	4	2	0	3	38	27	38	4.39	1.59	648
Salas, Juan RP CLE	Free Agent	36.3	0	0	0	1	1	0	1	26	17	36	3.72	1.46	653
Ring, Royce RP STL	Free Agent	20.0	0	0	0	1	0	0	0	21	17	13	2.70	1.50	654
Bennett, Jeff RP TB	Free Agent	13.0	2	1	0	2	1	0	0	14	3	14	3.46	1.31	656
Farnsworth, Kyle RP KC	Free Agent	60.0	0	0	0	2	1	0	3	48	27	60	4.80	1.45	658
Tavarez, Julian RP WAS	Free Agent	134.7	23	7	0	7	11	0	0	77	51	151	5.15	1.50	660
Houlton, D.J. RP LA	Free Agent	28.0	0	0	0	0	2	0	0	21	7	28	4.18	1.25	661
Morrow, Brandon SP SEA	Sofa Kings	63.3	0	0	0	3	4	0	2	66	50	56	4.12	1.67	662
Corey, Bryan RP SD	Free Agent	9.3	0	0	0	1	0	0	0	6	4	6	1.93	1.07	663
Volquez, Edinson SP CIN 	SA`s	34.0	6	2	0	2	1	0	0	29	15	34	4.50	1.44	666
Paronto, Chad RP HOU	Free Agent	40.3	0	0	0	3	1	1	1	14	19	47	3.57	1.64	669
Bale, John RP KC	Free Agent	40.0	0	0	0	1	1	0	1	42	17	45	4.05	1.55	670
Parra, Manny SP MIL 	SA`s	26.3	2	1	0	0	1	0	0	26	12	25	3.76	1.41	672
Taschner, Jack RP PHI 	Free Agent	50.0	0	0	0	3	1	0	2	51	29	44	5.40	1.46	675
Atchison, Scott RP BOS	Free Agent	30.7	0	0	0	0	0	0	1	25	10	32	4.11	1.37	676
Shearn, Tom SP CIN	Free Agent	32.7	6	4	0	3	0	0	0	16	13	32	4.96	1.38	677
Hochevar, Luke SP KC	Sofa Kings	12.7	1	0	0	0	1	0	0	5	4	11	2.13	1.18	679
Speier, Ryan RP COL	Free Agent	18.0	0	0	0	3	1	0	1	13	8	20	4.00	1.56	683
Salmon, Brad RP ANA	Free Agent	24.0	0	0	0	0	1	0	1	22	10	22	4.12	1.33	684
Miller, Trever RP STL	Free Agent	46.3	0	0	0	0	0	1	2	46	23	45	4.86	1.47	685
Bacsik, Mike SP WAS	Free Agent	118.0	20	8	0	5	8	0	0	45	29	141	5.11	1.44	686
Vermilyea, Jamie RP TOR	Free Agent	6.0	0	0	0	0	0	0	0	2	0	5	0.00	0.83	689
Britton, Chris RP SD	Free Agent	12.7	0	0	0	0	1	0	0	5	4	9	3.55	1.03	692
Cabrera, Daniel SP ARI 	Disco Bush Horticulturists	204.3	34	14	1	9	18	0	0	166	108	207	5.55	1.54	697
Patton, Troy SP BAL	Free Agent	12.7	2	1	0	0	2	0	0	8	4	10	3.55	1.11	698
Bray, Bill RP CIN	Free Agent	14.3	0	0	0	3	3	1	0	14	5	16	6.28	1.47	699
Stetter, Mitch RP MIL	Free Agent	5.0	0	0	0	1	0	0	0	4	2	2	3.60	0.80	706
Ortiz, Ramon SP SF	Free Agent	104.0	10	5	0	5	4	0	0	51	22	127	5.45	1.43	711
Mota, Guillermo RP LA 	Free Agent	59.3	0	0	0	2	2	0	3	47	18	63	5.76	1.37	713
Willis, Dontrelle SP DET 	Free Agent	205.3	35	16	0	10	15	0	0	146	87	241	5.17	1.60	714
Murray, A.J. SP TEX	Free Agent	28.0	2	1	0	1	2	0	0	18	15	25	4.50	1.43	717
Misch, Pat SP NYM	Free Agent	40.3	4	0	0	0	4	0	0	26	12	47	4.24	1.46	718
McCarthy, Brandon SP TEX	Free Agent	101.7	22	9	0	5	10	0	0	59	48	111	4.87	1.56	722
Ohman, Will RP LA 	Free Agent	36.3	0	0	0	2	4	1	0	33	16	42	4.95	1.60	723
Ohlendorf, Ross SP PIT	Want-a-be Ghetto All Stars	6.3	0	0	0	0	0	0	0	9	2	5	2.84	1.11	724
Duckworth, Brandon SP KC	Free Agent	46.7	3	1	0	3	5	1	0	21	23	51	4.63	1.59	725
Duchscherer, Justin SP OAK 	Sofa Kings	16.3	0	0	0	3	3	0	2	13	8	18	4.96	1.59	726
Devine, Joey RP OAK 	Blue Crew	8.3	0	0	0	1	0	0	0	7	8	7	1.08	1.80	730
Lannan, John SP WAS	Free Agent	34.7	6	2	0	2	2	0	0	10	17	36	4.15	1.53	735
McClung, Seth RP MIL	Free Agent	12.0	0	0	0	0	1	0	0	11	5	11	3.75	1.33	736
Veras, Jose RP CLE	Free Agent	9.3	0	0	0	0	0	2	0	7	7	6	5.79	1.39	739
Bruney, Brian RP NYY 	Free Agent	50.0	0	0	0	3	2	0	2	39	37	44	4.68	1.62	740
McBeth, Marcus RP BOS 	Free Agent	19.7	0	0	0	3	2	0	2	17	7	22	5.95	1.47	741
Rasner, Darrell SP NYY	Free Agent	24.7	6	0	0	1	3	0	0	11	8	29	4.01	1.50	743
Sanchez, Romulo RP NYY 	Free Agent	18.0	0	0	0	1	0	0	0	11	8	16	5.00	1.33	744
Chacin, Gustavo SP PHI	Free Agent	27.3	5	2	0	2	1	0	0	11	7	29	5.60	1.32	745
Millwood, Kevin SP TEX	Blue Crew	172.7	31	14	0	10	14	0	0	123	67	213	5.16	1.62	748
Pavano, Carl SP MIN 	Free Agent	11.3	2	1	0	1	0	0	0	4	2	12	4.76	1.24	749
Mateo, Julio RP SF	Free Agent	12.0	0	0	0	1	0	0	2	4	5	12	3.75	1.42	750
Aquino, Greg RP CLE	Free Agent	14.0	0	0	0	0	1	0	2	12	5	13	4.50	1.29	751
Bulger, Jason RP ANA	Free Agent	6.3	0	0	0	0	0	0	0	8	3	5	2.84	1.26	752
Rincon, Juan RP COL 	Free Agent	59.7	0	0	0	3	3	0	2	49	28	65	5.13	1.56	753
Medders, Brandon RP SF	Free Agent	29.3	0	0	0	1	2	0	1	23	16	30	4.30	1.57	755
Messenger, Randy RP SEA 	Free Agent	64.3	0	0	0	2	4	1	4	34	21	85	4.20	1.65	756
Giese, Dan RP OAK 	Free Agent	9.3	0	0	0	0	2	0	0	7	2	8	4.82	1.07	757
White, Bill RP CHC	Free Agent	9.3	0	0	0	2	0	0	0	9	7	8	4.82	1.61	758
Hull, Eric RP SEA	Free Agent	6.7	0	0	0	0	0	0	0	5	3	4	4.05	1.05	762
Cassel, Jack SP CLE	Free Agent	22.7	4	1	0	1	1	0	0	11	5	30	3.97	1.54	764
Spurling, Chris RP MIL	Free Agent	50.0	0	0	0	2	1	0	0	28	14	63	4.68	1.54	768
Schoeneweis, Scott RP ARI 	Free Agent	59.0	0	0	0	0	2	2	1	41	28	62	5.03	1.53	769
Nippert, Dustin SP TEX	Want-a-be Ghetto All Stars	45.3	0	0	0	1	1	0	0	38	16	48	5.56	1.41	770
Komine, Shane SP OAK	Free Agent	7.7	0	0	0	0	0	0	0	1	1	6	4.70	0.91	771
Tomko, Brett D. SP OAK 	Free Agent	131.3	19	8	0	4	12	0	0	105	48	149	5.55	1.50	774
Gronkiewicz, Lee RP BOS	Free Agent	4.0	0	0	0	0	0	0	0	2	2	2	2.25	1.00	775
Danks, John SP CHW	Grape Apes	139.0	26	8	0	6	13	0	0	109	54	160	5.50	1.54	776
Ascanio, Jose RP PIT 	Free Agent	16.0	0	0	0	1	1	0	0	13	6	17	5.06	1.44	778
Flores, Ron RP CIN	Free Agent	17.7	0	0	0	0	2	0	1	15	12	16	3.57	1.58	780
Francisco, Frank RP TEX	Evil Empire	59.3	0	0	0	1	1	0	0	49	38	57	4.55	1.60	783
Stanford, Jason SP WAS	Free Agent	26.3	2	1	0	1	1	0	0	16	7	32	4.78	1.48	784
Hernandez, Livan SP WAS 	Free Agent	204.3	33	19	1	11	11	0	0	90	79	247	4.93	1.60	786
Lopez, Aquilino RP DET	Free Agent	17.3	0	0	0	0	0	1	0	7	6	18	5.19	1.38	789
Traber, Billy RP BOS	Free Agent	39.7	2	0	0	2	2	0	1	27	13	50	4.76	1.59	790
Detwiler, Ross SP WAS	Free Agent	1.0	0	0	0	0	0	0	0	1	0	0	0.00	0.00	794
Logan, Boone RP ATL	Free Agent	50.7	0	0	0	2	1	0	2	35	20	59	4.97	1.56	797
Adkins, Jon RP CIN	Free Agent	1.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	798
Crain, Jesse RP MIN	Free Agent	16.3	0	0	0	1	2	0	0	10	4	19	5.51	1.41	800
Cotts, Neal RP CHC	Free Agent	16.7	0	0	0	0	1	0	0	14	9	15	4.86	1.44	801
Resop, Chris RP ATL	Free Agent	4.3	0	0	0	0	0	0	0	2	1	4	4.15	1.15	804
Hernandez, Yoel RP PHI	Free Agent	15.3	0	0	0	0	0	0	1	13	1	20	5.28	1.37	805
Eyre, Willie RP TEX	Free Agent	68.0	2	0	0	4	6	1	0	42	32	78	5.16	1.62	810
Cate, Troy RP OAK	Free Agent	16.0	0	0	0	0	0	0	0	12	9	18	3.38	1.69	811
Newman, Josh RP KC	Free Agent	2.0	0	0	0	0	0	0	0	3	0	2	4.50	1.00	814
Schultz, Mike RP ARI	Free Agent	1.0	0	0	0	0	0	0	0	1	0	1	0.00	1.00	815
Livingston, Bobby SP CLE	Free Agent	56.3	10	4	0	3	3	0	0	27	8	77	5.27	1.51	817
Rakers, Aaron J. RP HOU	Free Agent	1.0	0	0	0	0	0	0	0	0	0	1	0.00	1.00	819
Osoria, Franquelis RP KC	Free Agent	28.3	0	0	0	0	2	0	0	13	8	33	4.76	1.45	820
Bisenius, Joe RP PHI	Free Agent	2.0	0	0	0	0	0	0	0	3	2	2	0.00	2.00	822
Floyd, Gavin SP CHW 	Disco Bush Horticulturists	70.0	10	6	0	1	5	0	0	49	19	85	5.27	1.49	823
Ramirez, Erasmo RP MIL	Free Agent	6.3	0	0	0	0	0	0	0	1	3	7	2.84	1.58	824
Munter, Scott RP COL	Free Agent	10.7	0	0	0	1	1	0	0	4	4	14	4.22	1.69	826
Santana, Ervin SP ANA	Sofa Kings	150.0	26	12	0	7	14	0	0	126	58	174	5.76	1.55	830
Pignatiello, Carmen RP CHC	Free Agent	2.0	0	0	0	0	0	0	0	3	0	3	4.50	1.50	836
Huber, Jon RP ATL	Free Agent	11.3	0	0	0	0	0	0	0	8	4	13	4.76	1.50	837
Garcia, Harvey RP LA	Free Agent	12.3	0	0	0	0	1	0	0	15	7	14	4.38	1.70	839
Gutierrez, Juan RP ARI	Free Agent	21.3	3	1	0	1	1	0	0	16	6	25	5.91	1.45	840
Capellan, Jose F. RP HOU	Free Agent	26.0	0	0	0	0	3	0	0	20	9	28	5.54	1.42	842
Miller, Matt J. RP PIT	Free Agent	1.0	0	0	0	0	0	0	0	0	0	2	0.00	2.00	844
Phillips, Heath SP KC	Free Agent	7.3	0	0	0	1	1	0	0	2	4	10	3.68	1.91	847
Clarke, Darren RP COL	Free Agent	1.3	0	0	0	0	0	0	0	1	1	2	0.00	2.25	848
Bailey, Homer SP CIN	Free Agent	45.3	9	1	0	4	2	0	0	28	28	43	5.76	1.57	855
Koplove, Mike RP SEA	Free Agent	6.0	0	0	0	0	0	0	0	4	2	6	6.00	1.33	856
Arias, Alberto RP HOU 	Free Agent	7.3	0	0	0	1	0	0	1	3	5	8	4.91	1.77	859
Eyre, Scott RP PHI 	Free Agent	52.3	0	0	0	2	1	0	4	45	35	59	4.13	1.80	865
Muniz, Carlos RP NYM 	Free Agent	2.3	0	0	0	0	0	0	0	2	2	1	7.71	1.29	869
Falkenborg, Brian RP SD	Free Agent	18.7	0	0	0	0	1	0	0	16	8	22	4.82	1.61	871
Reyes, Dennys RP STL	Free Agent	29.3	0	0	0	2	1	0	0	21	21	34	3.99	1.88	876
Lugo, Ruddy RP NYM	Free Agent	48.3	0	0	0	6	0	0	2	34	37	48	5.40	1.76	880
Urdaneta, Lino RP NYM	Free Agent	1.0	0	0	0	0	0	0	0	0	0	2	9.00	2.00	884
Morillo, Juan RP MIN 	Free Agent	3.7	0	0	0	0	0	0	0	3	1	3	9.82	1.09	885
Lowe, Mark RP SEA	Free Agent	2.7	0	0	0	0	0	0	0	3	3	2	6.75	1.88	887
Driskill, Travis RP HOU	Free Agent	6.0	0	0	0	0	1	0	0	4	1	10	4.50	1.83	888
Cherry, Rocky RP SD	Free Agent	31.3	0	0	0	1	1	0	1	23	19	30	5.46	1.56	891
Boyer, Blaine RP ARI	Free Agent	5.3	0	0	0	0	0	0	0	3	1	10	3.38	2.06	893
Perez, Juan P. RP ATL	Free Agent	12.3	0	0	0	0	0	0	0	10	8	14	4.38	1.78	897
Wright, Chase SP MIL	Free Agent	10.0	2	0	0	2	0	0	0	8	6	12	7.20	1.80	900
Contreras, Jose A. SP COL 	Free Agent	189.0	30	12	2	10	17	0	0	113	62	232	5.57	1.56	902
Garcia, Anderson RP SEA	Free Agent	0.7	0	0	0	0	0	0	0	0	0	2	13.50	3.00	904
Reyes, Anthony SP CLE 	Free Agent	107.3	20	5	1	2	14	0	0	74	43	108	6.04	1.41	905
Hansack, Devern RP BOS	Free Agent	7.7	1	0	0	0	1	0	0	5	5	9	4.70	1.83	908
Keisler, Randy SP MIN	Free Agent	17.3	3	1	0	0	0	0	0	5	5	21	5.19	1.50	910
Sanches, Brian RP FLA	Free Agent	14.7	0	0	0	1	1	0	0	9	12	13	5.52	1.70	913
Ryan, B.J. RP CHC	Free Agent	4.3	0	0	0	0	2	3	2	3	4	7	12.46	2.54	914
Woods, Jake RP PHI	Free Agent	10.7	0	0	0	0	0	0	0	4	7	9	5.91	1.50	917
Milton, Eric SP LA 	Free Agent	31.3	6	1	0	0	4	0	0	18	9	39	5.17	1.53	919
Booker, Chris RP WAS	Free Agent	1.0	0	0	0	0	1	0	1	1	1	1	18.00	2.00	920
Lara, Juan RP CLE	Free Agent	1.3	0	0	0	0	0	0	0	2	1	2	13.50	2.25	922
Buckner, Billy SP ARI	Free Agent	34.0	5	1	0	1	2	0	0	17	16	37	5.29	1.56	923
McClellan, Zach RP COL	Free Agent	14.0	0	0	0	1	0	0	1	13	5	20	5.79	1.79	924
Rapada, Clay RP DET	Free Agent	2.7	0	0	0	0	0	0	0	4	2	3	10.12	1.88	925
Choate, Randy RP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	3	N/A	N/A	933
Paulino, Felipe SP HOU	Free Agent	19.0	3	1	0	2	1	0	0	11	7	22	7.11	1.53	936
Nolasco, Ricky SP FLA	Grape Apes	21.3	4	0	0	1	2	0	0	11	9	26	5.48	1.64	940
Zagurski, Mike RP PHI	Free Agent	21.3	0	0	0	1	0	0	2	21	11	25	5.91	1.69	941
Johnson, Jim R. RP BAL	Grape Apes	2.0	0	0	0	0	0	0	0	1	2	3	9.00	2.50	943
McLeary, Marty RP TOR	Free Agent	7.7	0	0	0	0	0	0	1	5	2	9	8.22	1.43	945
Galarraga, Armando SP DET	Free Agent	8.7	1	0	0	0	0	0	0	6	7	8	6.23	1.73	946
Carpenter, Chris SP STL 	Blue Crew	6.0	1	0	0	0	1	0	0	3	1	9	7.50	1.67	948
Martin, Tom RP NYM	Free Agent	25.7	0	0	0	0	0	0	0	10	9	32	4.91	1.60	949
Abreu, Winston RP TB	Free Agent	30.3	0	0	0	0	1	0	1	26	9	37	5.93	1.52	950
Rogers, Brian A. RP PIT	Free Agent	2.0	0	0	0	0	0	0	0	1	1	3	13.50	2.00	951
Jones, Greg RP LA	Free Agent	8.7	0	0	0	0	0	0	0	5	5	10	6.23	1.73	952
Julio, Jorge RP PIT	Free Agent	62.0	0	0	0	0	5	0	7	56	31	68	5.23	1.60	954
Ortiz, Russ SP COL	Free Agent	49.0	8	1	0	2	3	0	0	27	20	57	5.51	1.57	955
McBride, Macay RP DET	Free Agent	32.7	0	0	0	1	1	0	0	30	25	33	4.96	1.78	957
Humber, Philip RP MIN	Free Agent	7.0	1	0	0	0	0	0	0	2	2	9	7.71	1.57	958
Ennis, John RP PHI 	Free Agent	7.7	1	0	0	0	0	1	0	8	3	12	8.22	1.96	959
Castro, Fabio RP TOR	Free Agent	12.0	1	0	0	0	0	0	0	14	13	9	6.00	1.83	961
Petrick, Billy RP CHC	Free Agent	9.7	0	0	0	0	0	0	0	6	7	8	7.45	1.55	962
Clippard, Tyler RP WAS	Free Agent	27.0	6	1	0	3	1	0	0	18	17	29	6.33	1.70	963
Wood, Mike RP FLA	Free Agent	50.7	4	1	0	3	2	0	0	25	15	68	5.33	1.64	964
Taubenheim, Ty SP PIT	Free Agent	5.0	1	0	0	0	0	0	0	4	4	5	9.00	1.80	965
Martinez, Carlos RP FLA	Free Agent	2.7	0	0	0	0	0	0	0	2	1	4	13.50	1.88	966
Guardado, Eddie RP TEX 	Free Agent	13.7	0	0	0	0	0	0	2	8	4	16	7.24	1.46	967
White, Sean RP SEA 	Free Agent	35.3	0	0	0	1	1	0	0	16	20	35	5.60	1.56	971
Calero, Kiko RP FLA 	Free Agent	40.7	0	0	0	1	5	1	3	31	21	46	5.75	1.65	972
Rosario, Francisco A. RP PHI	Free Agent	26.3	0	0	0	0	3	1	0	25	13	34	5.47	1.78	973
Gonzalez, Enrique RP BOS	Free Agent	2.0	0	0	0	0	0	0	0	0	1	4	13.50	2.50	974
Segovia, Zack RP WAS	Free Agent	5.0	1	0	0	0	1	0	0	2	1	8	9.00	1.80	975
Sanchez, Jonathan O. SP SF	Grape Apes	52.0	4	1	0	1	5	0	0	62	28	57	5.88	1.63	978
Ramirez, Ramon RP BOS	Free Agent	17.3	0	0	0	2	2	0	0	15	6	21	8.31	1.56	979
Rheinecker, John SP TEX	Free Agent	50.3	7	3	0	4	3	0	0	40	28	61	5.36	1.77	980
Carvajal, Marcos RP FLA	Free Agent	4.0	0	0	0	0	0	0	0	2	2	8	6.75	2.50	981
Bullington, Bryan RP KC 	Free Agent	17.0	3	0	0	0	3	0	0	7	5	24	5.29	1.71	982
Cali, Carmen RP LA	Free Agent	21.0	0	0	0	0	1	0	1	14	16	22	4.71	1.81	983
Blackley, Travis SP ARI	Free Agent	8.7	2	0	0	0	0	0	0	5	5	10	7.27	1.73	984
Banks, Josh SP SD	Free Agent	7.3	1	0	0	0	0	0	0	2	2	11	7.36	1.77	987
Chen, Bruce SP KC 	Free Agent	10.0	0	0	0	0	0	0	0	7	6	11	7.20	1.70	988
Musser, Neal RP HOU	Free Agent	24.7	0	0	0	0	1	0	0	19	14	32	4.38	1.86	989
Collazo, Willie RP FLA	Free Agent	5.7	0	0	0	0	0	0	0	0	5	7	6.35	2.12	991
Bukvich, Ryan RP BAL	Free Agent	35.7	0	0	0	1	0	0	1	18	24	36	5.05	1.68	992
Brazoban, Yhency RP LA	Free Agent	1.7	0	0	0	0	0	0	0	5	3	3	16.20	3.60	993
De La Cruz, Frankie RP SD	Free Agent	6.7	0	0	0	0	0	0	0	5	4	10	6.75	2.10	994
Field, Nate RP FLA	Free Agent	1.0	0	0	0	0	0	0	0	2	1	3	27.00	4.00	995
Youman, Shane SP PHI	Free Agent	57.3	8	3	0	3	5	0	0	29	23	65	5.97	1.53	996
Happ, J.A. SP PHI 	Want-a-be Ghetto All Stars	4.0	1	0	0	0	1	0	0	5	2	7	11.25	2.25	998
Blevins, Jerry RP OAK	Free Agent	4.7	0	0	0	0	1	0	0	3	2	8	9.64	2.14	999
Munoz, Arnie RP WAS	Free Agent	5.3	0	0	0	0	0	0	1	3	7	6	6.75	2.44	1000
Wagner, Ryan RP WAS	Free Agent	15.7	0	0	0	0	2	0	0	9	8	20	5.74	1.79	1002
Harikkala, Tim RP OAK	Free Agent	3.3	1	0	0	0	0	0	0	2	1	9	8.10	3.00	1003
De Jong, Jordan RP TOR	Free Agent	9.0	0	0	0	0	0	0	0	7	5	11	8.00	1.78	1004
Dove, Dennis RP STL	Free Agent	3.0	0	0	0	0	0	0	0	1	1	5	15.00	2.00	1005
Aardsma, David RP SEA	Evil Empire	32.3	0	0	0	2	1	0	3	36	17	39	6.40	1.73	1006
Miller, Andrew SP FLA	Free Agent	64.0	13	4	0	5	5	0	0	56	39	73	5.62	1.75	1008
Colyer, Steve RP ATL	Free Agent	3.7	0	0	0	0	1	0	0	4	4	9	4.91	3.55	1010
Armas, Tony SP NYM	Free Agent	97.0	15	6	0	4	5	0	0	73	38	111	6.03	1.54	1011
Sharpless, Josh RP PIT	Free Agent	4.3	0	0	0	0	1	0	0	1	1	7	12.46	1.85	1014
Tata, Jordan SP DET	Free Agent	14.0	3	1	0	1	1	0	0	8	8	16	7.71	1.71	1015
Keppel, Bobby RP MIN	Free Agent	4.0	0	0	0	0	0	0	0	1	3	6	11.25	2.25	1016
Hudson, Luke SP KC	Free Agent	2.0	1	0	0	0	1	0	0	0	4	2	18.00	3.00	1017
Murphy, Bill RP TOR 	Free Agent	6.3	0	0	0	0	0	0	0	2	7	9	5.68	2.53	1018
Loe, Kameron RP TEX	Free Agent	136.0	23	9	0	6	11	0	0	78	56	162	5.36	1.60	1019
Campillo, Jorge RP ATL 	Free Agent	13.3	0	0	0	0	0	0	0	9	6	18	6.75	1.80	1020
Hoey, Jim RP BAL	Free Agent	24.7	0	0	0	3	4	0	3	18	18	25	7.30	1.74	1022
Baez, Danys RP BAL 	Free Agent	50.3	0	0	0	0	6	3	2	29	29	50	6.44	1.57	1023
Thompson, Rich G. RP ANA	Free Agent	6.7	0	0	0	0	0	0	0	9	3	10	10.80	1.95	1024
Lerew, Anthony SP KC	Free Agent	11.7	3	1	0	0	2	0	0	9	7	14	7.71	1.80	1025
Ramirez, Edwar RP NYY	Free Agent	21.0	0	0	0	1	1	1	2	31	14	24	8.14	1.81	1026
Blackburn, Nick SP MIN	Free Agent	11.7	0	0	0	0	2	0	1	8	2	19	7.71	1.80	1027
Thompson, Mike SP PIT	Free Agent	15.7	0	0	0	0	1	0	0	5	7	19	6.89	1.66	1028
Park, Chan Ho SP PHI 	Free Agent	4.0	1	0	0	0	1	0	0	4	2	6	15.75	2.00	1030
Garcia, Freddy An. SP CHW	Free Agent	58.0	11	4	0	1	5	0	0	50	19	74	5.90	1.60	1031
Bean, Colter RP ATL	Free Agent	3.0	0	0	0	0	1	0	0	2	5	5	12.00	3.33	1032
Mujica, Edward RP SD	Free Agent	13.0	0	0	0	0	0	0	0	7	2	19	8.31	1.62	1033
Lee, Cliff SP PHI 	Whiteness	97.3	16	6	1	5	8	0	0	66	36	112	6.29	1.52	1034
Robertson, Connor RP NYM	Free Agent	2.0	0	0	0	0	0	0	0	2	2	6	18.00	4.00	1035
Corcoran, Tim RP LA	Free Agent	17.3	0	0	0	0	0	0	0	6	12	17	6.75	1.67	1036
Zarate, Mauro RP SD	Free Agent	5.0	0	0	0	0	0	0	0	3	1	11	10.80	2.40	1037
Schmidt, Jason SP LA 	Free Agent	25.7	6	1	0	1	4	0	0	22	14	32	6.31	1.79	1038
Gwyn, Marcus RP FLA	Free Agent	5.3	0	0	0	0	0	1	0	3	5	9	11.81	2.62	1039
Witasick, Jay RP TB	Free Agent	31.3	0	0	0	1	0	0	1	18	27	31	5.17	1.85	1040
Threets, Erick RP LA	Free Agent	2.3	0	0	0	0	0	0	0	1	3	5	19.29	3.43	1042
Barry, Kevin RP ATL	Free Agent	2.0	0	0	0	0	0	0	0	4	2	6	22.50	4.00	1043
Doyne, Cory RP WAS	Free Agent	3.7	0	0	0	0	0	0	0	2	3	7	14.73	2.73	1044
