All Players 2007 MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Ruiz, Carlos C PHI	Free Agent	374	42	97	60	29	2	6	54	42	49	6	1	0.2594	0.3396	0.3957	352
Amezaga, Alfredo CF FLA 	Free Agent	400	46	105	80	14	9	2	30	35	52	13	7	0.2625	0.3243	0.3575	353
Bourn, Michael CF HOU	Floaters and Sinkers	119	29	33	26	3	3	1	6	13	21	18	1	0.2773	0.3485	0.3782	354
Uribe, Juan 2B SF 	Disco Bush Horticulturists	513	55	120	80	18	2	20	68	34	112	1	9	0.2339	0.2842	0.3938	355
Payton, Jay LF BAL	Free Agent	434	48	111	78	21	5	7	58	22	42	5	2	0.2558	0.2925	0.3756	356
Johnson, Dan 1B TB	Free Agent	416	53	98	59	20	1	18	62	72	77	0	0	0.2356	0.3495	0.4183	362
Pena, Tony F. SS KC	Free Agent	509	58	136	102	25	7	2	47	10	78	5	6	0.2672	0.2841	0.3556	363
Chavez, Eric 3B OAK 	Free Agent	341	43	82	44	21	2	15	46	34	76	4	2	0.2405	0.3061	0.4457	364
Gathright, Joey CF BOS 	Free Agent	228	28	70	62	8	0	0	19	20	36	9	8	0.3070	0.3705	0.3421	365
Tyner, Jason LF DET	Free Agent	304	42	87	70	14	2	1	22	16	26	8	3	0.2862	0.3313	0.3553	366
Hernandez, Ramon C CIN 	Evil Empire	364	40	94	67	18	0	9	62	36	59	1	3	0.2582	0.3325	0.3819	367
Michaels, Jason LF HOU 	Free Agent	267	43	72	53	11	1	7	39	20	50	3	4	0.2697	0.3242	0.3970	371
Pena, Wily Mo LF NYM	Free Agent	289	42	73	46	13	1	13	39	22	94	2	1	0.2526	0.3186	0.4394	376
Mench, Kevin LF TOR	Free Agent	288	39	77	46	20	3	8	37	16	21	3	1	0.2674	0.3052	0.4410	381
Olivo, Miguel C KC 	Whiteness	452	43	107	67	20	4	16	60	14	123	3	2	0.2367	0.2623	0.4049	382
Napoli, Mike C ANA	Disco Bush Horticulturists	219	40	54	32	11	1	10	34	33	63	5	2	0.2466	0.3511	0.4429	385
Freel, Ryan P. CF KC	Free Agent	277	44	68	49	13	3	3	16	18	47	15	8	0.2455	0.3079	0.3466	390
Scutaro, Marco SS TOR 	Sofa Kings	338	49	88	68	13	0	7	41	35	40	2	1	0.2604	0.3316	0.3609	391
Mackowiak, Rob LF CLE	Free Agent	293	40	77	55	14	2	6	38	26	71	4	1	0.2628	0.3374	0.3857	393
Snyder, Chris C ARI 	Free Agent	326	37	82	49	20	0	13	47	40	67	0	1	0.2515	0.3422	0.4325	395
Castro, Ramon A. C CHW 	Free Agent	144	24	41	24	6	0	11	31	10	39	0	0	0.2847	0.3312	0.5556	396
Saltalamacchia, Jarrod C TEX 	Sofa Kings	308	39	82	57	13	1	11	33	19	75	0	0	0.2662	0.3100	0.4221	399
Doumit, Ryan C PIT	Floaters and Sinkers	252	33	69	39	19	2	9	32	22	59	1	2	0.2738	0.3405	0.4722	400
Torrealba, Yorvit C COL 	Evil Empire	396	47	101	70	22	1	8	47	34	73	2	1	0.2551	0.3227	0.3763	402
Redman, Tike CF BAL	Free Agent	132	23	42	29	9	2	2	16	5	18	7	1	0.3182	0.3406	0.4621	403
Raburn, Ryan LF DET	Free Agent	138	28	42	24	12	2	4	27	8	33	3	0	0.3043	0.3401	0.5072	407
Duffy, Chris CF MIL	Free Agent	241	31	60	43	11	3	3	22	21	43	13	4	0.2490	0.3134	0.3568	408
Ryan, Brendan SS STL	Free Agent	180	30	52	39	9	0	4	12	15	19	7	0	0.2889	0.3469	0.4056	409
Guzman, Cristian SS WAS	Blue Crew	174	31	57	43	6	6	2	14	15	21	2	0	0.3276	0.3802	0.4655	412
Fontenot, Mike 2B CHC	Free Agent	234	32	65	46	12	4	3	29	22	43	5	4	0.2778	0.3359	0.4017	413
Murton, Matt LF COL	Free Agent	235	35	66	45	13	0	8	22	26	39	1	0	0.2809	0.3525	0.4383	414
Molina, Yadier C STL	Floaters and Sinkers	353	30	97	76	15	0	6	40	34	43	1	1	0.2748	0.3401	0.3683	415
Milledge, Lastings CF PIT	Free Agent	184	27	50	33	9	1	7	29	13	42	3	2	0.2717	0.3415	0.4457	422
Lewis, Fred LF SF	Free Agent	157	34	45	34	6	2	3	19	19	32	5	1	0.2866	0.3743	0.4076	423
Gotay, Ruben 3B PIT 	Free Agent	190	25	56	40	12	0	4	24	16	42	3	3	0.2947	0.3510	0.4211	424
Betemit, Wilson 3B KC 	Free Agent	240	33	55	29	12	0	14	50	38	82	0	0	0.2292	0.3333	0.4542	425
Broussard, Ben 1B CHW	Free Agent	240	27	66	49	10	0	7	29	17	50	2	0	0.2750	0.3295	0.4042	427
Schumaker, Skip 2B STL	Free Agent	177	19	59	43	12	2	2	19	8	20	1	1	0.3333	0.3583	0.4576	428
Boone, Aaron 3B HOU 	Free Agent	189	27	54	38	11	0	5	28	21	41	2	0	0.2857	0.3877	0.4233	429
Hairston, Scott CF OAK 	Grape Apes	263	37	64	33	18	2	11	36	26	55	2	0	0.2433	0.3127	0.4525	430
Giambi, Jason 1B COL 	Free Agent	254	31	60	38	8	0	14	39	40	66	1	0	0.2362	0.3564	0.4331	434
Zaun, Gregg C TB 	Free Agent	331	43	80	45	24	1	10	52	51	55	0	0	0.2417	0.3410	0.4109	435
Frandsen, Kevin 2B SF	Free Agent	264	26	71	53	12	1	5	31	21	24	4	3	0.2689	0.3311	0.3788	438
Buck, John C KC	Free Agent	347	41	77	41	18	0	18	48	36	92	0	1	0.2219	0.3083	0.4294	443
Redmond, Mike C MIN 	Free Agent	272	23	80	66	13	0	1	38	18	23	0	0	0.2941	0.3456	0.3529	444
Lind, Adam LF TOR	Sofa Kings	290	34	69	44	14	0	11	46	16	65	1	2	0.2379	0.2783	0.4000	445
Bloomquist, Willie SS KC	Free Agent	173	28	48	43	3	0	2	13	10	35	7	5	0.2775	0.3207	0.3295	451
Tracy, Chad A. 1B ARI 	Free Agent	227	30	60	33	18	2	7	35	29	43	0	0	0.2643	0.3462	0.4537	454
Overbay, Lyle 1B TOR	Free Agent	425	49	102	60	30	2	10	44	47	78	2	0	0.2400	0.3151	0.3906	456
Crosby, Bobby 3B OAK 	Free Agent	349	40	79	55	16	0	8	31	23	62	10	2	0.2264	0.2781	0.3410	458
Erstad, Darin LF HOU 	Free Agent	310	33	77	59	13	1	4	32	28	44	7	2	0.2484	0.3097	0.3355	459
Podsednik, Scott CF CHW 	Titty`s Warriors	214	30	52	33	13	4	2	11	13	36	12	5	0.2430	0.2987	0.3692	467
Ortmeier, Daniel LF COL	Free Agent	157	20	45	28	7	4	6	16	7	41	2	1	0.2866	0.3174	0.4968	470
Sweeney, Mike DH SEA 	Free Agent	265	26	69	46	15	1	7	38	17	29	0	0	0.2604	0.3149	0.4038	471
Giles, Marcus 2B PHI	Free Agent	420	52	96	70	19	3	4	39	44	82	10	3	0.2286	0.3043	0.3167	473
Laird, Gerald C DET	Free Agent	407	48	91	61	18	3	9	47	30	103	6	2	0.2236	0.2777	0.3489	478
Shoppach, Kelly C CLE 	Whiteness	161	26	42	22	13	0	7	30	11	56	0	0	0.2609	0.3103	0.4720	480
Burke, Chris SS ATL	Free Agent	319	39	73	46	19	2	6	28	27	52	9	3	0.2288	0.3042	0.3574	481
Barrett, Michael C TOR 	Free Agent	344	29	84	58	17	0	9	41	19	57	2	2	0.2442	0.2807	0.3721	482
Monroe, Craig LF PIT	Free Agent	392	53	86	51	23	0	12	59	26	107	0	4	0.2194	0.2676	0.3699	483
Phillips, Andy 3B CHW	Free Agent	185	27	54	44	7	1	2	25	12	26	0	3	0.2919	0.3383	0.3730	484
Perez, Timo OF DET	Free Agent	90	12	35	24	9	2	0	13	6	6	1	1	0.3889	0.4271	0.5333	485
Bynum, Freddie SS WAS	Free Agent	96	21	25	13	8	2	2	11	2	30	8	1	0.2604	0.2900	0.4479	486
Chavez, Endy RF SEA 	Free Agent	150	20	43	33	7	2	1	17	9	16	5	2	0.2867	0.3250	0.3800	487
Suzuki, Kurt C OAK	Evil Empire	213	27	53	33	13	0	7	39	24	39	0	0	0.2488	0.3265	0.4085	489
Mientkiewicz, Doug 1B LA 	Free Agent	166	26	46	29	12	0	5	24	16	23	0	0	0.2771	0.3495	0.4398	490
Gomez, Chris 3B BAL	Free Agent	222	21	66	52	12	1	1	21	10	26	1	2	0.2973	0.3248	0.3739	493
Pagan, Angel LF NYM	Free Agent	148	21	39	23	10	2	4	21	10	32	4	1	0.2635	0.3063	0.4392	494
Morgan, Nyjer LF WAS 	User Abuser	107	15	32	24	3	4	1	7	9	19	7	3	0.2991	0.3590	0.4299	496
Gomez, Carlos CF MIL 	Free Agent	125	14	29	24	3	0	2	12	8	27	12	3	0.2320	0.2878	0.3040	499
Cabrera, Asdrubal SS CLE	Shits & Giggles	159	30	45	31	9	2	3	22	17	29	0	0	0.2830	0.3536	0.4214	500
McDonald, John SS TOR 	Free Agent	327	32	82	59	20	2	1	31	11	48	7	2	0.2508	0.2786	0.3333	502
Murphy, David RF TEX	SA`s	105	17	36	20	12	2	2	14	7	20	0	0	0.3429	0.3839	0.5524	503
Cairo, Miguel 2B PHI 	Free Agent	174	20	44	33	9	2	0	15	11	24	10	2	0.2529	0.3032	0.3276	506
Barton, Daric 1B OAK	Free Agent	72	16	25	12	9	0	4	8	10	11	1	0	0.3472	0.4286	0.6389	509
Navarro, Dioner C TB 	SA`s	388	46	88	58	19	2	9	44	33	67	3	1	0.2268	0.2857	0.3557	512
Votto, Joey 1B CIN	Grape Apes	84	11	27	16	7	0	4	17	5	15	1	0	0.3214	0.3596	0.5476	513
Infante, Omar 2B ATL	Free Agent	166	24	45	36	6	1	2	17	9	29	4	1	0.2711	0.3068	0.3554	514
Cruz, Nelson R. RF TEX	Evil Empire	307	35	72	46	15	2	9	34	21	87	2	4	0.2345	0.2870	0.3844	517
Gross, Gabe RF TB	Free Agent	183	28	43	22	12	2	7	24	25	37	3	1	0.2350	0.3286	0.4372	518
Montero, Miguel C ARI	User Abuser	214	30	48	31	7	0	10	37	20	35	0	0	0.2243	0.2922	0.3972	522
Aurilia, Rich 1B SF 	Free Agent	329	40	83	57	19	2	5	33	22	45	0	0	0.2523	0.3045	0.3678	523
Valentin, Javier C NYM	Free Agent	243	19	67	44	21	0	2	34	19	25	0	0	0.2757	0.3283	0.3868	524
Diaz, Victor RF BAL	Free Agent	104	13	25	12	4	0	9	25	1	33	0	0	0.2404	0.2593	0.5385	528
Coste, Chris C HOU 	Free Agent	129	15	36	28	3	0	5	22	4	20	0	0	0.2791	0.3111	0.4186	529
Hannahan, Jack 3B SEA	Free Agent	144	16	40	25	12	0	3	24	21	39	1	0	0.2778	0.3690	0.4236	531
Soto, Geovany C CHC	User Abuser	54	12	21	12	6	0	3	8	5	14	0	0	0.3889	0.4333	0.6667	535
Sullivan, Cory CF NYM	Free Agent	140	19	40	31	6	1	2	14	9	25	2	0	0.2857	0.3355	0.3857	537
Carroll, Jamey 2B CLE 	Free Agent	227	45	51	39	9	1	2	22	28	34	6	2	0.2247	0.3168	0.2996	539
Blum, Geoff 3B HOU 	Free Agent	330	34	83	56	21	1	5	33	32	52	0	0	0.2515	0.3188	0.3667	541
Duncan, Shelley LF NYY 	Free Agent	74	16	19	11	1	0	7	17	8	20	0	0	0.2568	0.3293	0.5541	542
Gwynn, Tony K. CF SD	Free Agent	123	13	32	27	3	2	0	10	12	24	8	1	0.2602	0.3259	0.3171	545
Thorman, Scott 1B KC	Free Agent	287	37	62	33	18	0	11	36	14	70	1	1	0.2160	0.2582	0.3937	547
Morales, Kendry 1B ANA 	Grape Apes	119	12	35	21	10	0	4	15	6	21	0	1	0.2941	0.3333	0.4790	548
Metcalf, Travis 3B KC	Free Agent	161	25	41	23	12	1	5	21	13	41	0	1	0.2547	0.3068	0.4348	549
Kendall, Jason C MIL 	Free Agent	466	45	113	89	20	1	3	41	31	42	3	4	0.2425	0.3006	0.3090	550
Vazquez, Ramon SS PIT	Free Agent	300	42	69	45	13	3	8	28	29	72	1	0	0.2300	0.3003	0.3733	553
Anderson, Josh CF KC	Free Agent	67	10	24	21	3	0	0	11	5	6	1	1	0.3582	0.4133	0.4030	559
Helms, Wes 3B FLA	Free Agent	280	21	69	45	19	0	5	39	19	62	0	0	0.2464	0.2974	0.3679	564
Pie, Felix CF BAL 	Free Agent	177	26	38	24	9	3	2	20	14	43	8	1	0.2147	0.2708	0.3333	565
Ross, David C ATL	Free Agent	311	32	63	36	10	0	17	39	30	92	0	0	0.2026	0.2711	0.3987	566
Quinlan, Robb LF ANA 	Free Agent	178	21	44	32	9	0	3	21	14	27	3	2	0.2472	0.3041	0.3483	567
Terrero, Luis LF BAL	Free Agent	117	18	27	20	2	0	5	12	12	35	4	3	0.2308	0.3478	0.3761	569
Schneider, Brian C NYM 	Free Agent	408	33	96	68	21	1	6	54	56	56	0	0	0.2353	0.3256	0.3358	570
Ausmus, Brad C LA 	Free Agent	349	38	82	60	16	3	3	25	37	74	6	1	0.2350	0.3181	0.3238	571
Treanor, Matt C DET 	Free Agent	171	16	46	34	7	1	4	19	19	29	0	0	0.2690	0.3571	0.3918	573
Burke, Jamie C WAS 	Free Agent	113	19	34	25	8	0	1	12	7	17	0	1	0.3009	0.3629	0.3982	574
Schierholtz, Nate RF SF	Free Agent	112	9	34	26	5	3	0	10	2	19	3	1	0.3036	0.3162	0.4018	576
Wilson, Josh SS SEA 	Free Agent	282	28	67	47	15	3	2	24	17	57	6	2	0.2376	0.2899	0.3333	582
Murphy, Donnie 3B BAL	Free Agent	118	21	26	12	8	0	6	21	10	35	1	0	0.2203	0.2901	0.4407	590
Dillon, Joe 3B TB	Free Agent	76	12	26	16	8	2	0	10	5	14	0	0	0.3421	0.3902	0.5000	595
Bruntlett, Eric 3B PHI 	Free Agent	138	16	34	29	5	0	0	14	20	27	6	3	0.2464	0.3459	0.2826	597
Towles, J.R. C HOU	Free Agent	40	9	15	9	5	0	1	12	3	1	0	1	0.3750	0.4318	0.5750	599
Norton, Greg 1B ATL 	Free Agent	202	25	49	36	9	0	4	23	37	55	1	1	0.2426	0.3583	0.3465	600
Abreu, Tony 2B ARI	Free Agent	166	19	45	28	14	1	2	17	7	21	0	0	0.2711	0.3090	0.4036	604
Branyan, Russell 1B SEA 	SA`s	163	22	32	16	5	1	10	26	28	69	1	0	0.1963	0.3196	0.4233	608
Cora, Alex SS NYM 	Free Agent	207	30	51	33	10	5	3	18	7	23	1	1	0.2464	0.2978	0.3865	609
Casanova, Raul C NYM	Free Agent	79	12	20	12	1	1	6	11	7	17	0	0	0.2532	0.3146	0.5190	610
Flores, Jesus C WAS 	Blue Crew	180	21	44	31	9	0	4	25	14	48	0	1	0.2444	0.3096	0.3611	611
Izturis, Cesar SS BAL	Free Agent	314	31	81	65	14	2	0	16	19	19	3	3	0.2580	0.3024	0.3153	612
Richar, Danny 2B CIN 	Free Agent	187	30	43	25	9	3	6	15	16	33	1	3	0.2299	0.2892	0.4064	617
Dellucci, Dave LF TOR	Free Agent	178	25	41	24	11	2	4	20	17	40	2	1	0.2303	0.2965	0.3820	619
Abercrombie, Reggie LF HOU	Free Agent	76	16	15	10	3	0	2	5	2	22	7	1	0.1974	0.2375	0.3158	620
Salazar, Jeff OF PIT	Free Agent	94	13	26	18	6	1	1	10	9	19	2	0	0.2766	0.3398	0.3936	621
Ojeda, Augie 2B ARI	Free Agent	113	16	31	26	2	2	1	12	15	13	1	0	0.2743	0.3538	0.3540	622
Molina, Jose C NYY 	Free Agent	191	18	49	35	13	0	1	19	5	43	2	1	0.2565	0.2741	0.3403	624
Punto, Nick 2B MIN	Free Agent	472	53	99	76	18	4	1	25	55	90	16	6	0.2097	0.2906	0.2712	625
Velandia, Jorge SS PHI	Free Agent	50	7	16	10	4	0	2	11	8	17	0	0	0.3200	0.4237	0.5200	626
Casilla, Alexi 2B MIN	Free Agent	189	15	42	36	5	1	0	9	9	29	11	1	0.2222	0.2563	0.2593	627
Cintron, Alex SS WAS	Free Agent	185	23	45	35	7	1	2	19	9	35	2	1	0.2432	0.2806	0.3243	628
Young, Delwyn 2B PIT 	Free Agent	34	4	13	9	1	1	2	3	2	5	1	0	0.3824	0.4167	0.6471	630
Francisco, Ben LF PHI	Free Agent	62	10	17	9	5	0	3	12	3	19	0	2	0.2742	0.3030	0.5000	634
Pearce, Steve 1B PIT	Free Agent	68	13	20	14	5	1	0	6	5	12	2	1	0.2941	0.3425	0.3971	635
Santiago, Ramon SS DET	Free Agent	67	10	19	13	5	1	0	7	1	10	3	0	0.2836	0.3239	0.3881	636
Dukes, Elijah RF WAS	Free Agent	184	27	35	20	3	2	10	21	33	44	2	4	0.1902	0.3182	0.3913	637
Ford, Lew LF CIN	Free Agent	116	13	27	18	6	0	3	14	11	24	3	1	0.2328	0.3154	0.3621	638
Adams, Russ LF TOR	Free Agent	60	14	14	9	3	0	2	12	7	14	2	1	0.2333	0.3134	0.3833	639
Quentin, Carlos LF CHW	Floaters and Sinkers	229	29	49	28	16	0	5	31	18	54	2	2	0.2140	0.2977	0.3493	641
Wood, Jason 1B FLA	Free Agent	117	11	28	19	6	0	3	26	8	38	0	0	0.2393	0.2857	0.3675	643
Linden, Todd LF NYY	Free Agent	184	21	45	35	8	1	1	11	19	59	4	0	0.2446	0.3186	0.3152	645
Bowen, Rob C OAK	Free Agent	156	21	36	22	10	0	4	18	27	61	1	2	0.2308	0.3441	0.3718	647
Gibbons, Jay LF FLA	Free Agent	270	28	62	42	14	0	6	28	15	52	0	0	0.2296	0.2724	0.3481	649
Hinske, Eric RF NYY 	Free Agent	186	25	38	17	12	3	6	21	28	54	3	0	0.2043	0.3165	0.3978	650
Aybar, Erick SS ANA	SA`s	194	18	46	39	5	1	1	19	10	32	4	4	0.2371	0.2788	0.2887	651
Hernandez, Luis A. SS KC	Free Agent	69	5	20	17	2	0	1	7	1	10	2	2	0.2899	0.3000	0.3623	652
Jones, Adam CF BAL 	User Abuser	65	16	16	11	2	1	2	4	4	21	2	1	0.2462	0.3000	0.4000	655
Jimenez, D'Angelo 2B STL	Free Agent	102	14	25	16	7	0	2	10	21	22	2	1	0.2451	0.3790	0.3725	657
Johnson, Reed CF CHC 	Free Agent	275	31	65	48	13	2	2	14	16	56	4	2	0.2364	0.3046	0.3200	659
Bennett, Gary C LA	Free Agent	155	12	39	30	7	0	2	17	8	16	1	1	0.2516	0.2857	0.3355	664
Baldelli, Rocco OF BOS 	Free Agent	137	16	28	17	6	0	5	12	9	35	4	1	0.2044	0.2685	0.3577	665
Hessman, Mike 3B DET	Free Agent	51	7	12	8	0	0	4	12	5	17	0	0	0.2353	0.2982	0.4706	667
Velez, Eugenio 2B SF	Free Agent	11	5	3	1	0	2	0	2	2	3	4	0	0.2727	0.3846	0.6364	668
Jimerson, Charlton RF SEA	Free Agent	2	5	2	1	0	0	1	1	0	0	2	0	1.0000	1.0000	2.5000	671
Ellison, Jason J. LF PHI	Free Agent	94	16	22	20	1	0	1	2	6	27	4	3	0.2340	0.2871	0.2766	673
Sledge, Terrmel LF SD	Free Agent	200	22	42	26	9	0	7	23	27	60	1	2	0.2100	0.3103	0.3600	674
Munson, Eric C OAK 	Free Agent	132	14	31	23	4	0	4	15	16	15	0	0	0.2348	0.3133	0.3561	678
Rabelo, Mike C FLA	Free Agent	168	14	43	30	10	2	1	18	6	41	0	0	0.2560	0.3000	0.3571	680
Counsell, Craig 2B MIL 	Free Agent	282	31	62	45	12	2	3	24	41	47	4	2	0.2199	0.3232	0.3085	681
Cedeno, Ronny SS PIT 	Free Agent	74	6	15	9	2	0	4	13	3	18	2	1	0.2027	0.2308	0.3919	682
Clement, Jeff C PIT	Free Agent	16	4	6	3	1	0	2	3	3	3	0	0	0.3750	0.4737	0.8125	687
Kennedy, Adam 2B OAK 	Want-a-be Ghetto All Stars	279	27	61	48	9	1	3	18	22	33	6	2	0.2186	0.2820	0.2903	688
Everett, Adam SS DET 	Free Agent	220	18	51	37	11	1	2	15	14	31	4	2	0.2318	0.2809	0.3182	690
Botts, Jason 1B TEX	Free Agent	167	19	40	29	8	1	2	14	19	59	1	0	0.2395	0.3263	0.3353	691
LaRoche, Andy 3B PIT	Free Agent	93	16	21	15	5	0	1	10	20	24	2	1	0.2258	0.3652	0.3118	693
Buscher, Brian 3B MIN 	Free Agent	82	8	20	17	1	0	2	10	10	16	1	0	0.2439	0.3226	0.3293	694
Rodriguez, Guillermo C BAL 	Free Agent	87	10	22	15	6	0	1	14	10	17	0	1	0.2529	0.3265	0.3563	695
Rivera, Juan L. LF ANA	Floaters and Sinkers	43	3	12	9	1	0	2	8	1	4	0	0	0.2791	0.2955	0.4419	696
Iannetta, Chris C COL	Want-a-be Ghetto All Stars	197	22	43	28	8	3	4	27	29	58	0	0	0.2183	0.3305	0.3503	700
Barajas, Rod C TOR 	Free Agent	122	16	28	16	8	0	4	10	21	24	0	1	0.2295	0.3517	0.3934	701
Kata, Matt 2B HOU	Free Agent	158	21	35	22	9	1	3	16	5	33	1	0	0.2215	0.2545	0.3481	702
Cantu, Jorge 1B FLA	Sofa Kings	115	12	29	19	9	0	1	13	12	26	0	0	0.2522	0.3308	0.3565	703
Thigpen, Curtis C OAK	Free Agent	101	13	24	19	5	0	0	11	8	17	2	0	0.2376	0.2936	0.2871	704
Roberson, Chris LF ARI	Free Agent	28	6	8	8	0	0	0	1	1	4	2	0	0.2857	0.3103	0.2857	705
Mathis, Jeff C ANA 	Free Agent	171	24	36	20	12	0	4	23	15	49	0	1	0.2105	0.2760	0.3509	707
Maxwell, Justin CF WAS	Free Agent	26	5	7	5	0	0	2	5	1	8	0	0	0.2692	0.2963	0.5000	708
Laforest, Pete C PHI	Free Agent	36	9	10	8	1	0	1	4	7	12	0	0	0.2778	0.3953	0.3889	709
Hairston, Jerry SS NYY 	Sofa Kings	159	22	30	20	7	0	3	16	11	24	5	1	0.1887	0.2486	0.2893	710
Morse, Mike 1B WAS	Free Agent	18	1	8	6	2	0	0	3	1	4	0	0	0.4444	0.5000	0.5556	712
Watkins, Tommy 3B MIN	Free Agent	28	2	10	10	0	0	0	0	4	4	1	0	0.3571	0.4375	0.3571	715
Ozuna, Pablo 2B PHI	Free Agent	78	9	19	16	3	0	0	3	3	9	3	0	0.2436	0.2805	0.2821	716
Stocker, Mel R. OF MIL	Free Agent	3	0	0	0	0	0	0	0	0	0	4	0	0.0000	0.0000	0.0000	719
Smith, Seth RF COL	Free Agent	8	4	5	4	0	1	0	0	0	1	0	0	0.6250	0.6250	0.8750	720
Borchard, Joe RF SF	Free Agent	179	20	35	22	9	0	4	19	21	60	4	0	0.1955	0.2871	0.3128	721
Castillo, Jose 3B WAS	Free Agent	221	18	54	35	18	1	0	24	6	48	0	0	0.2443	0.2696	0.3348	727
Upton, Justin RF ARI	Disco Bush Horticulturists	140	17	31	18	8	3	2	11	11	37	2	0	0.2214	0.2829	0.3643	728
Balentien, Wladimir RF CIN	Free Agent	3	1	2	0	1	0	1	4	0	0	0	0	0.6667	0.5000	2.0000	729
Hu, Chin-lung SS LA	Free Agent	29	5	7	4	0	1	2	5	0	8	0	0	0.2414	0.2414	0.5172	731
Haynes, Nathan RF TEX	Free Agent	45	10	12	11	0	1	0	1	3	11	1	2	0.2667	0.3125	0.3111	732
Inglett, Joe LF TOR	Free Agent	5	0	3	2	0	1	0	2	0	0	1	0	0.6000	0.6000	1.0000	733
Baker, Jeff 2B CHC	Free Agent	144	17	32	24	2	2	4	12	13	40	0	0	0.2222	0.2956	0.3472	734
Shealy, Ryan 1B KC	Free Agent	172	18	38	29	6	0	3	21	13	53	0	0	0.2209	0.2857	0.3081	737
Snelling, Chris LF PIT	Free Agent	69	10	17	14	1	1	1	7	14	15	0	1	0.2464	0.3953	0.3333	738
Jorgensen, Ryan W. C CIN	Free Agent	15	3	3	1	0	0	2	6	0	5	0	0	0.2000	0.2000	0.6000	742
Griffin, John-Ford LF CHC	Free Agent	10	4	3	1	1	0	1	3	3	5	0	0	0.3000	0.4286	0.7000	746
Lane, Jason RF TOR	Free Agent	171	18	30	17	5	0	8	27	16	31	1	1	0.1754	0.2539	0.3450	747
Choo, Shin-Soo RF CLE 	SA`s	17	5	5	5	0	0	0	5	2	5	0	1	0.2941	0.3500	0.2941	754
Rivas, Luis SS CHC	Free Agent	11	3	3	1	0	1	1	4	0	0	0	0	0.2727	0.2727	0.7273	759
Rivera, Mike C MIL	Free Agent	13	2	3	1	0	0	2	3	1	3	0	0	0.2308	0.2857	0.6923	760
Maybin, Cameron CF FLA	Free Agent	49	8	7	3	3	0	1	2	3	21	5	0	0.1429	0.2075	0.2653	761
Crede, Joe 3B MIN 	Free Agent	167	13	36	27	5	0	4	22	10	24	0	1	0.2156	0.2584	0.3174	763
Morales, Jose C MIN	Free Agent	3	1	3	2	1	0	0	0	0	0	0	0	1.0000	1.0000	1.3333	765
Prado, Martin 2B ATL	User Abuser	59	5	17	14	3	0	0	2	3	6	0	0	0.2881	0.3226	0.3390	766
Sardinha, Bronson OF DET	Free Agent	9	6	3	3	0	0	0	2	2	1	0	0	0.3333	0.4167	0.3333	767
House, J.R. C KC	Free Agent	38	5	8	3	2	0	3	3	1	11	0	0	0.2105	0.2683	0.5000	772
Miller, Corky C CIN 	Free Agent	27	3	7	4	2	0	1	4	1	5	0	0	0.2593	0.3103	0.4444	773
Watson, Brandon OF ARI	Free Agent	18	2	5	4	1	0	0	2	1	1	1	0	0.2778	0.3158	0.3333	777
Ransom, Cody 3B NYY	Free Agent	35	9	8	5	2	0	1	3	9	9	0	0	0.2286	0.4130	0.3714	779
Alfonzo, Eliezer C SD	Free Agent	64	5	16	12	2	1	1	6	2	23	0	2	0.2500	0.2836	0.3594	781
Quiroz, Guillermo C SEA	Free Agent	10	1	4	3	1	0	0	2	1	2	0	0	0.4000	0.4545	0.5000	782
Moore, Scott 3B BAL	Free Agent	52	2	12	9	2	0	1	11	1	17	0	1	0.2308	0.2364	0.3269	785
Knott, Jon OF MIL	Free Agent	14	3	3	2	0	0	1	4	4	3	0	0	0.2143	0.3684	0.4286	787
Moss, Brandon LF PIT	Free Agent	25	6	7	4	2	1	0	1	4	6	0	0	0.2800	0.3793	0.4400	788
Rodriguez, Luis O. SS SD	Free Agent	155	18	34	26	5	1	2	12	12	14	1	0	0.2194	0.2807	0.3032	791
Johnson, Rob C SEA 	Free Agent	3	1	1	1	0	0	0	0	0	0	1	0	0.3333	0.3333	0.3333	792
Newhan, David 2B HOU	Free Agent	74	9	15	12	1	1	1	6	8	19	2	0	0.2027	0.2892	0.2838	793
Hanigan, Ryan C CIN	Free Agent	10	3	3	2	1	0	0	2	1	2	0	0	0.3000	0.3636	0.4000	795
Andino, Robert SS BAL	Free Agent	13	0	5	4	1	0	0	0	0	2	0	0	0.3846	0.3846	0.4615	796
Valdez, Wilson SS NYM 	Free Agent	74	12	16	13	2	1	0	7	4	12	1	0	0.2162	0.2625	0.2703	799
Sammons, Clint C ATL	Free Agent	3	0	2	1	1	0	0	0	0	0	0	0	0.6667	0.6667	1.0000	802
Cota, Humberto C CIN	Free Agent	14	1	4	3	1	0	0	3	2	2	0	0	0.2857	0.3889	0.3571	803
Cortez, Fernando 2B CHW	Free Agent	14	3	4	3	1	0	0	1	1	0	0	0	0.2857	0.3333	0.3571	806
Stewart, Ian 3B COL	User Abuser	43	3	9	4	4	0	1	9	1	17	0	0	0.2093	0.2609	0.3721	807
Hoover, Paul C PHI 	Free Agent	8	1	3	3	0	0	0	0	0	2	0	0	0.3750	0.3750	0.3750	808
Guzman, Freddy CF NYY 	Free Agent	6	2	1	0	0	0	1	1	0	2	0	1	0.1667	0.1667	0.6667	809
