All Players 2008 MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Olivo, Miguel C KC 	Whiteness	306	29	78	44	22	0	12	41	7	82	7	0	0.2549	0.2776	0.4444	369
Gutierrez, Franklin RF SEA	SA`s	399	54	99	63	26	2	8	41	27	87	9	3	0.2481	0.3073	0.3835	371
Kennedy, Adam 2B OAK 	Want-a-be Ghetto All Stars	339	42	95	72	17	4	2	36	21	43	7	1	0.2802	0.3205	0.3717	372
Vazquez, Ramon SS PIT	Free Agent	300	44	87	60	18	3	6	40	38	66	0	1	0.2900	0.3655	0.4300	373
Snyder, Chris C ARI 	Free Agent	334	47	79	40	22	1	16	64	56	101	0	0	0.2365	0.3484	0.4521	376
Velez, Eugenio 2B SF	Free Agent	275	32	72	48	16	7	1	30	14	40	15	6	0.2618	0.2990	0.3818	377
Upton, Justin RF ARI	Disco Bush Horticulturists	356	52	89	49	19	6	15	42	54	121	1	4	0.2500	0.3525	0.4635	378
Harris, Brendan 3B MIN	Free Agent	434	57	115	76	29	3	7	49	39	98	1	1	0.2650	0.3271	0.3940	380
Stairs, Matt LF PHI 	Free Agent	337	46	85	59	12	1	13	49	42	90	1	1	0.2522	0.3411	0.4095	381
Infante, Omar 2B ATL	Free Agent	317	45	93	63	24	3	3	40	22	44	0	1	0.2934	0.3382	0.4164	383
Hairston, Scott CF OAK 	Grape Apes	326	42	81	43	18	3	17	31	28	84	3	1	0.2485	0.3120	0.4785	384
Headley, Chase LF SD	Free Agent	331	34	89	59	19	2	9	38	30	104	4	1	0.2689	0.3370	0.4199	386
Blanco, Gregor LF ATL	Free Agent	430	52	108	89	14	4	1	38	74	99	13	5	0.2512	0.3665	0.3093	392
Cabrera, Asdrubal SS CLE	Shits & Giggles	352	48	91	65	20	0	6	47	46	77	4	4	0.2585	0.3464	0.3665	394
Feliz, Pedro 3B PHI 	Whiteness	425	43	106	71	19	2	14	58	33	54	0	0	0.2494	0.3022	0.4024	395
Cruz, Nelson R. RF TEX	Evil Empire	115	19	38	21	9	1	7	26	17	28	3	1	0.3304	0.4211	0.6087	396
Floyd, Cliff LF SD 	Free Agent	246	32	66	42	13	0	11	39	28	58	1	0	0.2683	0.3486	0.4553	398
Grudzielanek, Mark 2B KC	Free Agent	331	36	99	72	24	0	3	24	19	41	2	1	0.2991	0.3445	0.3988	399
Matthews, Gary RF ANA	Free Agent	426	53	103	73	19	3	8	46	45	95	8	3	0.2418	0.3187	0.3568	402
Tulowitzki, Troy SS COL	User Abuser	377	48	99	65	24	2	8	46	38	56	1	6	0.2626	0.3317	0.4005	405
Cabrera, Melky CF NYY 	Free Agent	414	42	103	82	12	1	8	37	29	58	9	2	0.2488	0.3007	0.3406	408
Bloomquist, Willie SS KC	Free Agent	165	32	46	45	1	0	0	9	25	29	14	3	0.2788	0.3770	0.2848	410
Buscher, Brian 3B MIN 	Free Agent	218	29	64	51	9	0	4	47	19	42	0	2	0.2936	0.3402	0.3899	411
Bautista, Jose A. LF TOR	Free Agent	370	45	88	56	17	0	15	54	40	91	1	1	0.2378	0.3125	0.4054	414
Hall, Bill 3B SEA	Free Agent	404	50	91	53	22	1	15	55	37	124	5	6	0.2252	0.2931	0.3960	415
Amezaga, Alfredo CF FLA 	Free Agent	311	41	82	61	13	5	3	32	19	47	8	2	0.2637	0.3123	0.3666	416
Erstad, Darin LF HOU 	Free Agent	322	49	89	69	16	0	4	31	14	68	2	3	0.2764	0.3088	0.3634	420
Crosby, Bobby 3B OAK 	Free Agent	556	66	132	85	39	1	7	61	47	96	7	3	0.2374	0.2959	0.3489	422
Gload, Ross 1B FLA 	Free Agent	388	46	106	84	18	1	3	37	23	39	3	4	0.2732	0.3165	0.3479	423
Zobrist, Ben 2B TB 	Grape Apes	198	32	50	26	10	2	12	30	25	37	3	0	0.2525	0.3392	0.5051	424
Gross, Gabe RF TB	Free Agent	345	46	82	50	16	3	13	40	50	82	4	2	0.2377	0.3358	0.4145	425
Blum, Geoff 3B HOU 	Free Agent	325	36	78	49	14	1	14	53	21	54	1	2	0.2400	0.2865	0.4185	427
Payton, Jay LF BAL	Free Agent	338	41	82	63	10	2	7	41	22	53	8	1	0.2426	0.2909	0.3462	428
Baker, John C FLA	SA`s	197	32	59	40	14	0	5	32	30	48	0	0	0.2995	0.3922	0.4467	432
Anderson, Josh CF KC	Free Agent	136	21	40	29	7	1	3	12	8	33	10	1	0.2941	0.3379	0.4265	433
Lugo, Julio SS STL	Free Agent	261	27	70	56	13	0	1	22	34	51	12	4	0.2682	0.3553	0.3295	434
Stewart, Ian 3B COL	User Abuser	266	33	69	39	18	2	10	41	30	94	1	1	0.2594	0.3487	0.4549	436
Gonzalez, Edgar V. 2B SD 	Free Agent	325	38	89	67	15	0	7	33	25	76	1	3	0.2738	0.3286	0.3846	437
Sandoval, Pablo 3B SF	Shits & Giggles	145	24	50	36	10	1	3	24	4	14	0	0	0.3448	0.3571	0.4897	440
Barajas, Rod C TOR 	Free Agent	349	44	87	53	23	0	11	49	17	61	0	0	0.2493	0.2944	0.4097	441
Francoeur, Jeff RF NYM 	Free Agent	599	70	143	96	33	3	11	71	39	111	0	1	0.2387	0.2945	0.3589	443
Rivera, Juan L. LF ANA	Floaters and Sinkers	256	31	63	38	13	0	12	45	16	33	1	1	0.2461	0.2821	0.4375	446
Joyce, Matt OF TB	Free Agent	242	40	61	30	16	3	12	33	31	65	0	2	0.2521	0.3394	0.4917	449
Keppinger, Jeff 3B HOU	Free Agent	459	45	122	93	24	2	3	43	30	24	3	1	0.2658	0.3105	0.3464	451
Dellucci, Dave LF TOR	Free Agent	336	41	80	48	19	2	11	47	24	76	3	2	0.2381	0.3067	0.4048	457
Dickerson, Chris LF CIN	Free Agent	102	20	31	14	9	2	6	15	17	35	5	3	0.3039	0.4132	0.6078	461
Bowker, John LF SF	Free Agent	326	31	83	56	14	3	10	43	19	74	1	1	0.2546	0.3000	0.4080	467
Flores, Jesus C WAS 	Blue Crew	301	23	77	50	18	1	8	59	15	78	0	1	0.2558	0.2963	0.4020	468
Wise, Dewayne CF CHW 	Free Agent	129	20	32	20	4	2	6	18	8	32	9	0	0.2481	0.2929	0.4496	469
Tracy, Chad A. 1B ARI 	Free Agent	273	25	73	49	16	0	8	39	16	49	0	0	0.2674	0.3082	0.4139	474
Morgan, Nyjer LF WAS 	User Abuser	160	26	47	34	13	0	0	7	10	32	9	5	0.2938	0.3448	0.3750	476
Aybar, Willy 2B TB	Free Agent	324	33	82	53	17	2	10	33	32	44	2	2	0.2531	0.3269	0.4105	477
Coste, Chris C HOU 	Free Agent	274	28	72	46	17	0	9	36	16	51	0	1	0.2628	0.3245	0.4234	478
Loretta, Mark 3B LA 	Free Agent	261	27	73	54	15	0	4	38	29	30	0	0	0.2797	0.3502	0.3831	480
Cedeno, Ronny SS PIT 	Free Agent	216	36	58	44	12	0	2	28	18	41	4	1	0.2685	0.3277	0.3519	482
Podsednik, Scott CF CHW 	Titty`s Warriors	162	22	41	31	8	1	1	15	16	28	12	4	0.2531	0.3222	0.3333	485
Patterson, Corey CF MIL 	Free Agent	366	46	75	46	17	2	10	34	16	57	14	9	0.2049	0.2377	0.3443	486
Branyan, Russell 1B SEA 	SA`s	132	24	33	13	8	0	12	20	19	42	1	0	0.2500	0.3421	0.5833	487
Kendall, Jason C MIL 	Free Agent	516	46	127	93	30	2	2	49	50	45	8	3	0.2461	0.3270	0.3236	488
Helton, Todd 1B COL	SA`s	299	39	79	56	16	0	7	29	61	50	0	0	0.2642	0.3906	0.3880	489
Norton, Greg 1B ATL 	Free Agent	187	29	49	30	12	0	7	35	33	44	0	0	0.2620	0.3727	0.4385	490
Garciaparra, Nomar DH OAK 	Free Agent	163	24	43	26	9	0	8	28	15	11	1	1	0.2638	0.3260	0.4663	491
Schneider, Brian C NYM 	Free Agent	335	30	86	67	10	0	9	38	42	53	0	0	0.2567	0.3395	0.3672	494
Mientkiewicz, Doug 1B LA 	Free Agent	285	37	79	56	19	2	2	30	44	28	0	0	0.2772	0.3743	0.3789	498
Martinez, Victor C BOS 	Want-a-be Ghetto All Stars	266	30	74	55	17	0	2	35	24	32	0	0	0.2782	0.3367	0.3647	499
Cuddyer, Michael RF MIN 	Titty`s Warriors	249	30	62	42	13	4	3	36	25	40	5	1	0.2490	0.3297	0.3695	500
Lowrie, Jed SS BOS	Free Agent	260	34	67	37	25	3	2	46	35	68	1	0	0.2577	0.3388	0.4000	502
Uribe, Juan 2B SF 	Disco Bush Horticulturists	324	38	80	50	22	1	7	40	22	64	1	3	0.2469	0.2960	0.3858	505
Anderson, Brian N. CF BOS	Free Agent	181	24	42	21	13	0	8	26	10	45	5	1	0.2320	0.2723	0.4365	506
Callaspo, Alberto 2B KC	Free Agent	213	21	65	54	8	3	0	16	19	14	2	1	0.3052	0.3605	0.3709	508
Santiago, Ramon SS DET	Free Agent	124	30	35	23	6	2	4	18	22	17	1	0	0.2823	0.4106	0.4597	511
Reed, Jeremy CF NYM	Free Agent	286	30	77	56	18	1	2	31	18	38	2	3	0.2692	0.3139	0.3601	512
Gardner, Brett CF NYY	Grape Apes	127	18	29	22	5	2	0	16	8	30	13	1	0.2283	0.2826	0.2992	513
Murphy, Daniel 1B NYM	Free Agent	131	24	41	27	9	3	2	17	18	28	0	2	0.3130	0.3974	0.4733	517
Shealy, Ryan 1B KC	Free Agent	73	12	22	14	1	0	7	20	5	19	0	0	0.3014	0.3544	0.6027	520
Freel, Ryan P. CF KC	Free Agent	131	17	39	31	8	0	0	10	8	18	6	4	0.2977	0.3404	0.3588	522
Castillo, Jose 3B WAS	Free Agent	426	46	105	66	29	4	6	37	27	81	2	2	0.2465	0.2923	0.3756	523
Barton, Daric 1B OAK	Free Agent	446	59	101	70	17	5	9	47	65	99	2	1	0.2265	0.3269	0.3475	528
Chavez, Endy RF SEA 	Free Agent	270	30	72	59	10	2	1	12	17	22	6	1	0.2667	0.3080	0.3296	529
Betemit, Wilson 3B KC 	Free Agent	189	24	50	31	13	0	6	25	6	56	0	1	0.2646	0.2893	0.4286	530
Michaels, Jason LF HOU 	Free Agent	286	28	64	42	13	1	8	53	27	65	2	1	0.2238	0.2915	0.3601	533
Eckstein, David 2B SD	Free Agent	324	32	86	63	21	0	2	27	31	32	2	1	0.2654	0.3433	0.3488	535
Moss, Brandon LF PIT	Free Agent	236	19	58	32	15	3	8	34	21	70	1	2	0.2458	0.3042	0.4364	542
Duncan, Chris LF BOS	Free Agent	222	26	55	41	8	0	6	27	34	52	2	1	0.2477	0.3463	0.3649	543
Boggs, Brandon LF TEX 	Free Agent	283	30	64	35	17	4	8	41	44	93	3	2	0.2261	0.3333	0.3993	544
Tolbert, Matt 2B MIN 	Free Agent	113	18	32	23	6	3	0	6	7	19	7	1	0.2832	0.3223	0.3894	546
Catalanotto, Frank LF MIL 	Free Agent	248	28	68	42	23	1	2	21	20	29	1	1	0.2742	0.3418	0.3992	548
Maybin, Cameron CF FLA	Free Agent	32	9	16	14	2	0	0	2	3	8	4	0	0.5000	0.5429	0.5625	550
Teagarden, Taylor C TEX	Free Agent	47	10	15	4	5	0	6	17	5	19	0	0	0.3191	0.3962	0.8085	551
German, Esteban 3B TEX	Free Agent	216	30	53	36	14	3	0	22	18	42	7	3	0.2454	0.3025	0.3380	555
Inge, Brandon 3B DET 	Grape Apes	347	41	71	40	16	4	11	51	43	94	4	3	0.2046	0.3035	0.3689	558
Cairo, Miguel 2B PHI 	Free Agent	221	34	55	39	14	2	0	23	18	32	5	2	0.2489	0.3156	0.3303	559
Buck, John C KC	Free Agent	370	48	83	50	23	1	9	48	38	96	0	3	0.2243	0.3038	0.3649	560
Hill, Aaron 2B TOR	Want-a-be Ghetto All Stars	205	19	54	38	14	0	2	20	16	31	4	2	0.2634	0.3244	0.3610	562
Wilson, Jack SS SEA 	Free Agent	305	24	83	63	18	1	1	22	13	27	2	2	0.2721	0.3117	0.3475	565
Mather, Joe LF STL	Free Agent	133	20	32	17	7	0	8	18	12	32	1	0	0.2406	0.3061	0.4737	566
Perez, Fernando OF TB	Free Agent	60	18	15	10	2	0	3	8	8	16	5	0	0.2500	0.3478	0.4333	567
Hoffpauir, Micah 1B CHC	Free Agent	73	14	25	15	8	0	2	8	6	24	1	0	0.3425	0.4000	0.5342	568
Gomes, Jonny LF CIN	Free Agent	154	23	28	14	5	1	8	21	15	46	8	1	0.1818	0.2825	0.3831	569
Abercrombie, Reggie LF HOU	Free Agent	55	10	17	10	5	0	2	5	1	23	5	2	0.3091	0.3390	0.5091	571
Zaun, Gregg C TB 	Free Agent	245	29	58	40	12	0	6	30	38	38	2	1	0.2367	0.3404	0.3592	572
Barton, Brian LF ATL	Free Agent	153	23	41	28	9	2	2	13	19	39	3	1	0.2680	0.3543	0.3922	574
Bonifacio, Emilio 3B FLA	Free Agent	169	29	41	30	6	5	0	14	14	46	7	4	0.2426	0.2957	0.3373	575
Montanez, Lou LF BAL	Free Agent	112	18	33	23	6	1	3	14	4	20	0	0	0.2946	0.3162	0.4464	578
Bruntlett, Eric 3B PHI 	Free Agent	212	37	46	34	9	1	2	15	21	35	9	2	0.2170	0.2966	0.2972	583
Gonzalez, Carlos OF COL	Blue Crew	302	31	73	46	22	1	4	26	13	81	4	1	0.2417	0.2730	0.3609	588
Salazar, Oscar LF SD	Free Agent	81	13	23	15	3	0	5	15	12	13	0	1	0.2840	0.3723	0.5062	590
Arias, Joaquin 2B TEX	Free Agent	110	15	32	22	7	3	0	9	7	12	4	1	0.2909	0.3445	0.4091	592
Castro, Ramon A. C CHW 	Free Agent	143	15	35	21	7	0	7	24	13	34	0	0	0.2448	0.3121	0.4406	595
Rodriguez, Luis O. SS SD	Free Agent	202	22	58	46	11	1	0	12	13	13	1	1	0.2871	0.3257	0.3515	597
Gomez, Chris 3B BAL	Free Agent	183	26	50	41	8	0	1	20	13	30	0	0	0.2732	0.3216	0.3333	598
Hernandez, Anderson 2B NYM	Free Agent	81	11	27	23	4	0	0	17	10	8	0	0	0.3333	0.4066	0.3827	601
Ryan, Brendan SS STL	Free Agent	197	30	48	39	9	0	0	10	16	31	7	2	0.2437	0.3070	0.2893	605
Posada, Jorge C NYY	Disco Bush Horticulturists	168	18	45	28	13	1	3	22	24	38	0	0	0.2679	0.3641	0.4107	606
Blanco, Henry C SD 	Free Agent	120	15	35	29	3	0	3	12	6	22	0	0	0.2917	0.3254	0.3917	607
Raburn, Ryan LF DET	Free Agent	182	26	43	28	10	1	4	20	16	49	3	1	0.2363	0.2980	0.3681	608
Montero, Miguel C ARI	User Abuser	184	24	47	25	16	1	5	18	19	49	0	0	0.2554	0.3301	0.4348	609
Saltalamacchia, Jarrod C TEX 	Sofa Kings	198	27	50	34	13	0	3	26	31	74	0	2	0.2525	0.3522	0.3636	610
Helms, Wes 3B FLA	Free Agent	251	28	61	45	11	0	5	31	17	65	0	0	0.2430	0.2986	0.3466	611
Torrealba, Yorvit C COL 	Evil Empire	236	19	58	35	17	0	6	31	12	44	0	4	0.2458	0.2930	0.3941	612
Iguchi, Tadahito 2B PHI	Free Agent	310	29	72	54	15	1	2	24	26	75	8	1	0.2323	0.2917	0.3065	614
Pagan, Angel LF NYM	Free Agent	91	12	25	17	7	1	0	13	11	18	4	0	0.2747	0.3462	0.3736	618
Rivera, Mike C MIL	Free Agent	62	8	19	13	5	0	1	14	6	10	2	0	0.3065	0.3768	0.4355	621
Young, Dmitri 1B WAS 	Free Agent	150	15	42	32	6	0	4	10	28	28	0	0	0.2800	0.3944	0.4000	622
Ishikawa, Travis 1B SF	Free Agent	95	12	26	17	6	0	3	15	9	27	1	0	0.2737	0.3365	0.4316	623
Boone, Aaron 3B HOU 	Free Agent	232	23	56	36	13	1	6	28	18	52	0	1	0.2414	0.2992	0.3836	624
Buck, Travis RF OAK	Free Agent	155	16	35	18	9	1	7	25	11	38	1	0	0.2258	0.2907	0.4323	627
Smith, Seth RF COL	Free Agent	108	13	28	17	7	0	4	15	15	23	1	0	0.2593	0.3496	0.4352	629
Hannahan, Jack 3B SEA	Free Agent	436	48	95	59	27	0	9	47	55	131	2	0	0.2179	0.3052	0.3417	630
Christian, Justin LF BAL	Free Agent	40	6	10	7	3	0	0	6	3	4	7	1	0.2500	0.3023	0.3250	631
Quinlan, Robb LF ANA 	Free Agent	164	15	43	39	1	2	1	11	14	28	4	2	0.2622	0.3260	0.3110	636
Riggans, Shawn C TB	Free Agent	135	21	30	17	7	0	6	24	12	30	0	0	0.2222	0.2867	0.4074	640
Cabrera, Jolbert OF BAL	Free Agent	115	17	29	19	6	1	3	12	8	29	2	0	0.2522	0.3095	0.4000	641
Varitek, Jason C BOS 	Free Agent	423	37	93	60	20	0	13	43	52	122	0	1	0.2199	0.3126	0.3593	643
Larish, Jeff 1B DET 	Free Agent	104	12	27	19	6	0	2	16	7	34	2	2	0.2596	0.3063	0.3750	644
Metcalf, Travis 3B KC	Free Agent	56	11	13	5	2	0	6	14	3	12	0	0	0.2321	0.2787	0.5893	645
Sweeney, Mike DH SEA 	Free Agent	126	13	36	26	8	0	2	12	7	6	0	0	0.2857	0.3309	0.3968	649
Patterson, Eric LF OAK	Free Agent	130	16	25	20	4	0	1	15	17	36	10	1	0.1923	0.2838	0.2462	650
Snider, Travis OF TOR	Sofa Kings	73	9	22	14	6	0	2	13	5	23	0	0	0.3014	0.3375	0.4658	651
Jones, Brandon LF ATL	Free Agent	116	16	31	19	10	1	1	17	7	28	1	0	0.2672	0.3120	0.3966	653
Byrnes, Eric LF ARI	Free Agent	206	28	43	23	13	1	6	23	16	36	4	4	0.2087	0.2723	0.3689	654
Ransom, Cody 3B NYY	Free Agent	43	9	13	6	3	0	4	8	6	12	0	0	0.3023	0.4000	0.6512	655
Baldelli, Rocco OF BOS 	Free Agent	80	12	21	12	5	0	4	13	7	25	0	0	0.2625	0.3444	0.4750	658
Denorfia, Chris CF OAK 	Free Agent	62	10	18	14	3	0	1	9	6	16	2	0	0.2903	0.3623	0.3871	660
Kearns, Austin RF WAS 	Free Agent	313	40	68	51	10	0	7	32	35	63	2	2	0.2173	0.3109	0.3163	662
Hessman, Mike 3B DET	Free Agent	27	6	8	2	1	0	5	7	2	9	0	0	0.2963	0.3871	0.8889	665
Schierholtz, Nate RF SF	Free Agent	75	12	24	14	8	1	1	5	3	8	0	1	0.3200	0.3704	0.4933	667
Pearce, Steve 1B PIT	Free Agent	109	6	27	16	7	0	4	15	5	22	2	0	0.2477	0.2941	0.4220	668
Hundley, Nick C SD	Free Agent	198	21	47	34	7	1	5	24	11	52	0	0	0.2374	0.2778	0.3586	669
Monroe, Craig LF PIT	Free Agent	163	22	33	16	9	0	8	29	16	48	0	1	0.2025	0.2737	0.4049	670
Thomas, Clete LF DET	Free Agent	116	7	33	22	9	1	1	9	14	26	2	0	0.2845	0.3664	0.4052	672
Valentin, Javier C NYM	Free Agent	129	10	33	21	8	0	4	18	14	27	0	0	0.2558	0.3264	0.4109	673
Venable, Will CF SD	Free Agent	110	16	29	21	4	2	2	10	13	21	1	1	0.2636	0.3387	0.3909	678
Diaz, Matt LF ATL 	Free Agent	135	9	33	29	2	0	2	14	3	32	4	2	0.2444	0.2643	0.3037	679
Greene, Khalil SS STL 	Free Agent	389	30	83	56	15	2	10	35	22	100	5	1	0.2134	0.2600	0.3393	680
Johjima, Kenji C SEA 	Free Agent	379	29	86	60	19	0	7	39	19	33	2	0	0.2269	0.2770	0.3325	682
Redmond, Mike C MIN 	Free Agent	129	14	37	31	6	0	0	12	5	11	0	0	0.2868	0.3212	0.3333	686
Cintron, Alex SS WAS	Free Agent	133	12	38	31	5	1	1	10	7	15	0	2	0.2857	0.3214	0.3609	687
Langerhans, Ryan LF SEA	Free Agent	111	17	26	16	5	2	3	12	25	31	2	0	0.2342	0.3796	0.3964	690
Johnson, Nick 1B FLA 	Floaters and Sinkers	109	15	24	11	8	0	5	20	33	25	0	0	0.2202	0.4150	0.4312	695
Mathis, Jeff C ANA 	Free Agent	283	35	55	38	8	0	9	42	30	90	2	2	0.1943	0.2750	0.3180	697
Nieves, Wil C WAS	Free Agent	176	15	46	35	9	1	1	20	13	29	0	1	0.2614	0.3089	0.3409	699
Newhan, David 2B HOU	Free Agent	104	11	27	18	5	2	2	12	6	28	1	0	0.2596	0.2973	0.4038	700
Ryan, Dusty C DET	Free Agent	44	6	14	10	2	0	2	7	5	13	0	0	0.3182	0.3800	0.5000	701
Pennington, Cliff SS OAK	Free Agent	99	14	24	19	5	0	0	9	13	18	4	1	0.2424	0.3391	0.2929	702
Duran, German 3B HOU	Free Agent	143	22	33	23	6	1	3	16	7	32	1	1	0.2308	0.2745	0.3497	703
Roberts, Dave LF SF	Free Agent	107	18	24	20	2	2	0	9	20	18	5	3	0.2243	0.3411	0.2804	707
Cunningham, Aaron OF OAK	Free Agent	80	7	20	11	7	1	1	14	6	24	2	0	0.2500	0.3103	0.4000	712
Evans, Nick LF NYM	Free Agent	109	18	28	16	10	0	2	9	7	24	0	0	0.2569	0.3025	0.4037	713
Pie, Felix CF BAL 	Free Agent	83	9	20	16	2	1	1	10	7	29	3	0	0.2410	0.3118	0.3253	716
Ruiz, Carlos C PHI	Free Agent	320	47	70	52	14	0	4	31	44	38	1	2	0.2188	0.3198	0.3000	719
Bailey, Jeff 1B BOS	Free Agent	50	10	14	10	1	1	2	6	9	17	0	0	0.2800	0.3898	0.4600	723
Hanigan, Ryan C CIN	Free Agent	85	9	23	19	2	0	2	9	10	9	0	0	0.2706	0.3673	0.3647	724
Cora, Alex SS NYM 	Free Agent	152	14	41	31	8	2	0	9	16	13	1	1	0.2697	0.3708	0.3487	725
Ruiz, Randy DH TOR	Free Agent	62	13	17	14	2	0	1	7	6	21	0	0	0.2742	0.3382	0.3548	726
Rivas, Luis SS CHC	Free Agent	206	25	45	34	6	2	3	20	13	27	3	2	0.2184	0.2670	0.3107	727
Ozuna, Pablo 2B PHI	Free Agent	96	11	25	20	3	1	1	9	3	8	1	3	0.2604	0.2900	0.3438	730
Romero, Alex RF ARI 	Free Agent	135	13	31	20	8	2	1	12	3	20	4	0	0.2296	0.2500	0.3407	731
Macri, Matt 3B MIN	Free Agent	34	3	11	9	1	0	1	4	2	10	1	1	0.3235	0.3611	0.4412	732
LaHair, Bryan 1B SEA 	Free Agent	136	15	34	27	4	0	3	10	13	40	0	1	0.2500	0.3154	0.3456	733
Treanor, Matt C DET 	Free Agent	206	18	49	40	7	0	2	23	18	53	1	0	0.2379	0.3057	0.3010	734
Mench, Kevin LF TOR	Free Agent	115	18	28	16	11	1	0	10	14	18	2	0	0.2435	0.3206	0.3565	735
Maier, Mitch CF KC	Free Agent	91	9	26	24	1	1	0	9	2	18	0	2	0.2857	0.3158	0.3187	737
Chavez, Eric 3B OAK 	Free Agent	89	10	22	13	7	0	2	14	6	18	0	0	0.2472	0.2947	0.3933	738
Wilkerson, Brad B. RF BOS	Free Agent	264	21	58	40	12	2	4	28	35	68	3	5	0.2197	0.3082	0.3258	745
Taguchi, So LF CHC 	Free Agent	91	18	20	14	5	1	0	9	8	14	3	0	0.2198	0.2828	0.2967	746
Clement, Jeff C PIT	Free Agent	203	17	46	30	10	1	5	23	15	63	0	1	0.2266	0.2946	0.3596	747
Phillips, Andy 3B CHW	Free Agent	78	12	18	12	3	0	3	10	6	14	0	0	0.2308	0.2941	0.3846	748
Gonzalez, Alberto 2B WAS	Free Agent	101	13	26	17	8	0	1	10	8	14	0	1	0.2574	0.3182	0.3663	749
Bako, Paul C PHI 	Free Agent	299	30	65	46	11	2	6	35	34	90	0	2	0.2174	0.2985	0.3278	751
Quintanilla, Omar 2B COL 	Free Agent	210	28	50	31	17	0	2	15	15	46	0	0	0.2381	0.2876	0.3476	753
Chavez, Raul C TOR	Free Agent	116	12	30	25	4	0	1	10	4	14	0	0	0.2586	0.2869	0.3190	755
Lamb, Mike 3B MIL	Free Agent	247	22	58	42	12	3	1	32	17	33	0	1	0.2348	0.2757	0.3198	756
Wood, Brandon 3B ANA	Evil Empire	150	12	30	21	4	0	5	13	4	43	4	0	0.2000	0.2244	0.3267	758
Clark, Tony 1B ARI	Free Agent	151	12	34	26	5	0	3	24	31	55	0	0	0.2252	0.3587	0.3179	760
Burke, Jamie C WAS 	Free Agent	92	10	24	20	3	0	1	8	5	7	0	1	0.2609	0.3030	0.3261	762
Haynes, Nathan RF TEX	Free Agent	44	3	10	10	0	0	0	3	3	12	4	1	0.2273	0.2766	0.2273	763
Holm, Steve C SF	Free Agent	84	10	22	12	9	0	1	6	10	16	0	1	0.2619	0.3571	0.4048	767
Orr, Pete 2B WAS 	Free Agent	75	10	19	16	2	1	0	7	2	16	1	0	0.2533	0.2821	0.3067	771
Koshansky, Joe 1B MIL	Free Agent	38	5	8	2	3	0	3	8	1	17	0	0	0.2105	0.2500	0.5263	772
Casanova, Raul C NYM	Free Agent	55	5	15	12	2	0	1	6	6	10	0	0	0.2727	0.3443	0.3636	774
Everett, Adam SS DET 	Free Agent	127	19	27	18	6	1	2	20	12	15	0	0	0.2126	0.2778	0.3228	778
Shelton, Chris 1B SEA	Free Agent	97	14	21	14	5	0	2	11	17	33	1	0	0.2165	0.3333	0.3299	781
Hall, Toby C HOU	Free Agent	127	7	33	28	3	0	2	7	6	19	0	0	0.2598	0.3037	0.3307	782
Ramirez, Max C TEX	Free Agent	46	8	10	7	1	0	2	9	6	15	0	0	0.2174	0.3455	0.3696	784
Gotay, Ruben 3B PIT 	Free Agent	102	10	24	17	5	0	2	8	13	32	1	1	0.2353	0.3217	0.3431	785
Huber, Justin C MIN 	Free Agent	61	5	15	10	3	0	2	8	3	19	0	0	0.2459	0.3030	0.3934	786
Ross, David C ATL	Free Agent	142	18	32	20	9	0	3	13	32	39	0	1	0.2254	0.3693	0.3521	787
Vizquel, Omar SS CHW 	Free Agent	266	24	59	48	10	1	0	23	24	29	5	4	0.2218	0.2833	0.2669	789
Counsell, Craig 2B MIL 	Free Agent	248	31	56	40	14	1	1	14	46	42	3	1	0.2258	0.3555	0.3024	792
Ojeda, Augie 2B ARI	Free Agent	231	27	56	45	9	2	0	17	26	24	0	0	0.2424	0.3433	0.2987	793
Lo Duca, Paul C FLA	Free Agent	173	16	42	33	9	0	0	15	15	11	1	0	0.2428	0.3212	0.2948	794
Stansberry, Craig 3B SD	Free Agent	16	4	6	5	1	0	0	2	2	3	0	0	0.3750	0.4444	0.4375	795
Cancel, Robinson C NYM 	Free Agent	49	5	12	9	2	0	1	5	3	6	1	2	0.2449	0.2885	0.3469	797
LaRue, Jason C STL 	Free Agent	164	17	35	22	8	1	4	21	15	20	0	0	0.2134	0.2957	0.3476	798
Carter, Chris C. LF NYM	Free Agent	18	5	6	6	0	0	0	3	2	5	0	0	0.3333	0.4000	0.3333	799
Marson, Lou C CLE 	Free Agent	4	2	2	1	0	0	1	2	0	2	0	0	0.5000	0.5000	1.2500	801
Morales, Kendry 1B ANA 	Grape Apes	61	7	13	8	2	0	3	8	4	7	0	1	0.2131	0.2727	0.3934	805
Petit, Gregorio 2B OAK	Free Agent	23	4	8	6	2	0	0	0	2	9	0	0	0.3478	0.4000	0.4348	807
Bernadina, Roger CF WAS 	Free Agent	76	10	16	14	1	1	0	2	9	21	4	3	0.2105	0.2941	0.2500	808
Hernandez, Luis A. SS KC	Free Agent	79	9	19	18	1	0	0	3	7	11	2	0	0.2405	0.2955	0.2532	810
Owens, Jerry CF SEA	Free Agent	16	1	4	4	0	0	0	1	0	4	2	1	0.2500	0.2500	0.2500	811
Ka'aihue, Kila DH KC	Free Agent	21	4	6	5	0	0	1	1	3	2	0	0	0.2857	0.3750	0.4286	812
