All Starting Pitchers Projections MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Ramos, Cesar SP SD	Free Agent	15.0	2	0	0	0	1	0	0	10	4	19	3.00	1.53	1081
Savery, Joe SP PHI 	Free Agent	41.0	5	2	0	2	3	0	0	26	19	45	4.61	1.56	1086
Nieve, Fernando SP NYM 	SA`s	16.0	2	1	0	1	1	0	0	12	7	18	3.94	1.56	1087
Wells, Kip SP CIN	Free Agent	50.0	4	1	0	1	3	0	0	36	25	50	4.86	1.50	1093
Morton, Charlie SP PIT	Free Agent	86.0	16	7	0	4	8	0	0	55	40	91	5.23	1.52	1097
Parra, Manny SP MIL 	SA`s	111.0	19	7	0	7	7	0	0	96	55	128	5.19	1.65	1102
Banks, Josh SP HOU 	Free Agent	36.0	3	0	0	0	1	0	1	17	12	38	4.75	1.39	1104
Thomas, Justin SP PIT 	Free Agent	20.0	0	0	0	0	0	0	0	15	7	20	4.95	1.35	1110
Weaver, Jeff SP LA	Free Agent	75.0	11	3	1	4	6	0	0	48	23	92	5.28	1.53	1121
Chen, Bruce SP KC 	Free Agent	35.0	3	1	0	1	2	0	0	25	15	41	4.37	1.60	1125
Burns, Mike SP MIL	Free Agent	52.0	8	2	0	3	5	0	0	39	17	60	5.71	1.48	1126
Gonzalez, Edgar G. SP OAK	Free Agent	72.0	8	1	0	3	4	0	0	44	26	81	5.38	1.49	1129
Lehr, Justin SP CIN	Free Agent	65.0	11	4	1	5	3	0	0	33	28	72	5.40	1.54	1142
O'Sullivan, Sean SP ANA	Free Agent	52.0	10	2	0	4	2	0	0	29	16	60	5.88	1.46	1153
Burres, Brian SP PIT 	Free Agent	34.0	2	0	0	0	1	0	0	22	14	36	4.76	1.47	1154
Vargas, Jason M. SP SEA	Free Agent	34.0	5	1	0	1	2	0	0	19	9	38	5.56	1.38	1156
Huff, David SP CLE	Free Agent	128.0	23	8	0	11	8	0	0	65	41	159	5.62	1.56	1162
Mitre, Sergio SP NYY 	Free Agent	55.0	5	2	0	2	3	0	0	31	15	70	4.91	1.55	1167
Schmidt, Jason SP LA 	Free Agent	39.0	6	1	0	2	4	0	0	28	19	44	4.85	1.62	1170
Miller, Adam SP CLE 	Shits & Giggles	17.0	2	0	0	0	0	0	1	17	9	17	4.76	1.53	1173
Moseley, Dustin SP ANA 	Free Agent	52.0	7	1	0	2	2	0	0	32	17	62	5.19	1.52	1178
Reineke, Chad SP OAK	Free Agent	11.0	2	0	0	1	0	0	0	7	6	10	5.73	1.45	1182
Sanchez, Humberto SP NYY	SA`s	1.0	0	0	0	0	0	0	0	0	1	0	0.00	1.00	1188
Gabino, Armando SP BAL	Free Agent	37.0	1	0	0	0	0	0	0	23	15	40	4.86	1.49	1196
Bastardo, Antonio SP PHI	Free Agent	24.0	5	1	0	2	3	0	0	19	9	26	6.38	1.46	1206
Waters, Chris SP BAL 	Free Agent	29.0	3	1	0	0	2	0	0	15	13	29	4.97	1.45	1209
Vasquez, Virgil SP PIT 	Free Agent	25.0	2	0	0	0	1	0	0	15	10	28	4.68	1.52	1212
DiNardo, Lenny SP OAK 	Free Agent	44.0	3	0	0	0	2	0	0	24	17	48	4.91	1.48	1213
Barthmaier, Jimmy SP PIT 	Free Agent	22.0	1	0	0	0	1	0	0	14	8	25	4.91	1.50	1225
Reynolds, Greg SP COL 	Free Agent	29.0	3	1	0	0	2	0	0	15	9	35	4.66	1.52	1228
Cabrera, Daniel SP ARI	Disco Bush Horticulturists	65.0	7	3	0	2	4	0	0	41	33	69	4.98	1.57	1231
Cecil, Brett SP TOR	Free Agent	93.0	17	8	0	7	4	0	0	69	38	116	5.32	1.66	1238
Stauffer, Tim SP SD	Free Agent	27.0	5	2	0	1	3	0	0	20	13	29	5.33	1.56	1243
Chico, Matt SP WAS	Free Agent	72.0	13	4	0	2	5	0	0	42	30	82	5.00	1.56	1246
Hochevar, Luke SP KC	Sofa Kings	95.0	16	6	1	4	9	0	0	61	32	107	5.87	1.46	1253
Detwiler, Ross SP WAS	Free Agent	26.0	5	1	0	0	2	0	0	15	11	29	4.85	1.54	1258
Wright, Chase SP MIL	Free Agent	3.0	1	0	0	1	0	0	0	3	2	4	9.00	2.00	1264
Hurley, Eric SP TEX 	Disco Bush Horticulturists	12.0	2	0	0	0	1	0	0	6	4	13	6.00	1.42	1272
Parnell, Bobby SP NYM	Free Agent	47.0	4	1	0	2	4	0	0	38	24	52	5.36	1.62	1276
Buckner, Billy SP ARI	Free Agent	42.0	6	2	0	2	3	0	0	31	16	49	5.79	1.55	1283
Eveland, Dana SP OAK	Free Agent	72.0	13	5	0	4	4	0	0	48	36	83	5.12	1.65	1286
Simon, Alfredo SP BAL 	Free Agent	10.0	2	0	0	0	0	0	0	6	2	12	7.20	1.40	1295
Lerew, Anthony SP KC	Free Agent	8.0	2	1	0	0	1	0	0	5	5	9	5.62	1.75	1296
Purcey, David SP TOR	Free Agent	57.0	10	4	0	2	4	0	0	48	30	60	5.68	1.58	1299
Miller, Andrew SP FLA	Free Agent	84.0	16	5	0	5	7	0	0	68	46	93	5.46	1.65	1303
VandenHurk, Rick SP FLA	Free Agent	51.0	11	2	0	3	3	0	0	50	26	57	6.00	1.63	1304
Estrada, Marco SP WAS	Free Agent	10.0	0	0	0	0	0	0	0	10	4	12	7.20	1.60	1305
Mock, Garrett SP WAS	Free Agent	66.0	9	2	0	2	6	0	0	59	34	76	5.18	1.67	1306
Jackson, Zach SP TOR 	Free Agent	50.0	5	2	0	1	2	0	0	30	15	51	4.86	1.32	1307
Haeger, Charlie SP LA	Free Agent	12.0	1	1	0	0	1	0	0	7	7	13	6.00	1.67	1310
Bazardo, Yorman SP HOU	Free Agent	20.0	3	0	0	1	1	0	0	12	11	21	6.30	1.60	1314
Durbin, J.D. SP PHI	Free Agent	22.0	3	1	0	2	2	0	0	13	12	26	6.14	1.73	1319
Harrison, Matt SP TEX 	Free Agent	73.0	13	4	2	6	4	0	0	38	27	90	5.79	1.60	1320
Balester, Collin SP WAS 	Free Agent	55.0	11	2	0	2	6	0	0	35	21	63	5.89	1.53	1323
Figaro, Alfredo SP DET	Free Agent	17.0	3	0	0	2	2	0	0	16	10	23	6.35	1.94	1327
Hart, Kevin SP PIT 	Free Agent	40.0	5	1	0	2	4	0	0	29	22	48	5.17	1.75	1328
Ortiz, Russ SP LA 	Free Agent	32.0	2	0	0	0	1	0	0	21	15	33	4.78	1.50	1329
Robertson, Nate SP DET	Free Agent	132.0	21	8	0	6	9	0	0	87	51	159	5.52	1.59	1334
Sowers, Jeremy SP CLE	Free Agent	104.0	19	7	0	4	9	0	0	46	37	120	5.62	1.51	1337
Carpenter, Andrew J. SP PHI	Free Agent	3.0	0	0	0	0	0	0	0	3	2	6	12.00	2.67	1338
Manship, Jeff SP MIN	Free Agent	32.0	5	0	0	1	1	0	0	21	15	39	5.62	1.69	1340
Torres, Carlos SP CHW	Free Agent	28.0	5	2	0	1	2	0	0	22	17	30	6.11	1.68	1341
Thompson, Daryl SP CIN	Free Agent	7.0	2	0	0	0	1	0	0	3	4	10	7.71	2.00	1342
Loux, Shane SP ANA	Free Agent	37.0	3	2	0	1	2	0	0	12	10	50	5.35	1.62	1344
French, Luke SP SEA	Free Agent	67.0	12	3	0	4	5	0	0	42	28	87	5.24	1.72	1348
Paulino, Felipe SP HOU	Free Agent	39.0	7	2	0	2	4	0	0	35	15	49	6.46	1.64	1351
Hernandez, David SP BAL	Free Agent	101.0	19	8	0	4	10	0	0	68	46	118	5.44	1.62	1356
Hernandez, Livan SP WAS	Free Agent	189.0	32	16	2	11	11	0	0	86	63	241	5.48	1.61	1365
Herrera, Yoslan SP PIT	Free Agent	6.0	2	0	0	0	0	0	0	3	4	12	10.50	2.67	1367
Augenstein, Bryan SP ARI	Free Agent	17.0	2	0	0	0	1	0	0	6	6	23	7.94	1.71	1368
Swarzak, Anthony SP MIN	Free Agent	59.0	12	5	0	3	7	0	0	34	20	76	6.25	1.63	1369
Tucker, Ryan SP FLA	Free Agent	19.0	3	0	0	1	2	0	0	14	12	23	8.05	1.84	1370
Boggs, Mitchell SP STL	Free Agent	46.0	8	2	0	2	2	0	0	30	28	56	5.48	1.83	1371
Reyes, Jo-Jo SP ATL	Free Agent	64.0	12	3	0	2	5	0	0	42	32	72	6.05	1.62	1373
Ortega, Anthony SP ANA	Free Agent	13.0	3	1	0	0	2	0	0	7	6	19	9.00	1.92	1376
Mazzaro, Vin SP OAK 	Free Agent	91.0	17	4	0	4	9	0	0	59	39	120	5.34	1.75	1379
Willis, Dontrelle SP DET 	Free Agent	88.0	16	6	0	4	7	0	0	60	50	99	5.83	1.69	1382
Taylor, Graham SP FLA	Free Agent	11.0	3	0	0	0	2	0	0	5	12	16	8.18	2.55	1383
Martinez, Joe SP SF	Free Agent	30.0	5	0	0	3	2	0	0	19	12	46	7.50	1.93	1384
Mortensen, Clayton SP OAK	Free Agent	31.0	6	1	0	2	4	0	0	13	13	42	7.55	1.77	1385
Feierabend, Ryan SP SEA 	Free Agent	30.0	6	1	0	1	3	0	0	18	12	44	7.80	1.87	1388
Olson, Garrett SP SEA	Free Agent	82.0	15	4	0	4	6	0	0	53	41	96	6.48	1.67	1389
Carrillo, Cesar SP SD	Free Agent	10.0	3	1	0	1	2	0	0	4	12	16	13.50	2.80	1392
Silva, Walter SP SD	Free Agent	25.0	6	0	0	0	2	0	0	11	15	34	8.64	1.96	1393
Bell, Trevor SP ANA	Free Agent	20.0	4	0	0	1	2	0	0	14	11	40	9.90	2.55	1394
Berken, Jason SP BAL	Free Agent	120.0	24	3	0	6	12	0	0	66	44	164	6.53	1.73	1395
Buente, Jay SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1415
Bannister, John SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1416
Murray, A.J. SP MIL 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1458
Inman, Will SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1470
Sosa, Oswaldo SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1483
Shearn, Tom SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1498
Cortes, Danny SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1501
Ramirez, Ismael SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1502
Olenberger, Kasey SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1505
Betances, Dellin SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1508
Denney, Kyle SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1509
Gee, Dillon SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1512
Locke, Jeffrey SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1521
Alvarez, Mario SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1527
Martin, Ethan SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1551
Zimmermann, Jordan SP WAS 	Sofa Kings	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1552
Lansford, Jared SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1567
Gassner, Dave SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1569
Norberto, Jordan SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1572
Lawrence, Brian SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1580
Tollberg, Brian SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1581
Green, Nick A. SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1594
Scheppers, Tanner SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1600
Barnes, Scott SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1618
Baxter, Allen SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1626
Ynoa, Michael SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1632
Gomez, Jeanmar SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1653
Igawa, Kei SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1672
Pucetas, Kevin SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1678
Bacsik, Mike SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1682
Santos, Jarrett SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1695
Nin, Sandy SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1709
Glen, Willie SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1727
Halsey, Brad SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1730
Acosta, Kelyn SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1735
Bloom, Kyle SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1762
Rheinecker, John SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1767
Ginley, Kyle SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1787
Harben, Adam SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1800
Foppert, Jesse SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1803
Kiely, Timothy SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1804
Perez, Sergio SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1814
Etherton, Seth SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1817
Peguero, Tony SP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1819
Luebke, Cory SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1837
Leicester, Jon SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1851
Bouknight, Kip SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1857
Naylor, Drew SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1869
Kinney, Matt SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1902
Antonini, Michael SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1907
Parker, Jarrod SP ARI 	Grape Apes	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1910
Keisler, Randy SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1920
Ponson, Sidney SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1924
Ortiz, Ramon SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1928
Vega, Marwin SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1932
Cova, Rafael SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1933
Blackley, Travis SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1935
Duckworth, Brandon SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1946
Roe, Chaz SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1963
Komine, Shane SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1964
Chick, Travis SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1965
Enright, Barry SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1976
Lindblom, Joshua SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2010
Hernandez, Gaby SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2024
Thompson, Sean SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2029
Bostick, Adam SP KC 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2031
Valdez, Cesar SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2045
Turner, Jacob SP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2050
Mazone, Brian SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2051
Pettyjohn, Adam C. SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2064
Waldrop, Kyle SP MIN 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2070
Valdez, Raul SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2083
Hudson, Luke SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2085
Mattheus, Ryan SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2101
Rivera, Oscar SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2104
Hernandez, Carlos E. SP TB 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2120
Alvarez, Abe SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2125
Moskos, Daniel SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2129
Brownlie, Bobby SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2137
Jones, Justin SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2144
Wright, Matt SP OAK 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2150
Morris, Bryan SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2152
Smith, Jordan SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2167
Gonzalez, Reidier SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2176
Torra, Matthew SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2187
Woerman, Joe SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2198
Orenduff, Justin SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2220
Gaub, John SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2226
Hagadone, Nick SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2228
Hendrickson, Ben SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2232
Flande, Yohan SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2242
Redmond, Todd SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2248
Rohrbaugh, Robert SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2259
Seaton, Ross SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2263
Ottavino, Adam SP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2270
Morla, Ronny SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2292
Mulder, Mark SP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2296
Stanford, Jason SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2305
Sanchez, Jesus E. SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2312
Maroth, Mike SP MIN 	Free Agent	25.0	1	0	0	0	1	0	0	14	7	29	5.04	1.44	2320
Bono, Robert SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2328
Hampton, Mike SP HOU 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2348
Stewart, Zachary SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2352
Anderson, Craig SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2357
Cofield, Kyle SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2368
Christensen, Danny SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2386
Marceaux, Jacob SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2402
George, Chris C. SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2403
Brito, Eude SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2409
Horne, Alan SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2419
Spoone, Chorye SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2423
Jaime, Juan SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2427
Livingston, Bobby SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2435
Pelland, Tyler SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2448
Sinkbeil, Brett SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2452
Cummings, Jeremy SP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2455
Kadokura, Ken SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2473
Everts, Clint SP NYM 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2480
Williams, Jerome SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2481
Lumsden, Tyler SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2487
Doubront, Felix SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2495
Koronka, John SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2496
Townsend, Wade SP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2521
Milton, Eric SP LA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2530
Perez, Luis SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2533
Knight, Brandon SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2541
James, Brad SP HOU 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2550
Armas, Tony SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2551
Munoz, Luis SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2556
Gabbard, Kason SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2567
Morris, Cory SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2587
Walden, Jordan SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2589
Trinidad, Polin SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2604
Escalona, Edgmer SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2617
Periard, Alex SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2619
Garrison, Steve SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2620
Finch, Brian SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2637
Leek, Randy SP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2639
Luis, Santo SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2657
Prior, Mark SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2672
Seibel, Phil SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2684
Windsor, Jason SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2687
Edell, Ryan SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2691
Perez, Odalis SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2698
Nova, Ivan SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2702
Poveda, Omar SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2706
Tyler, Scott SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2712
Sandoval, Juan SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2716
Sosa, Henry SP SF 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2728
Snyder, Ben SP TEX 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2755
Van Benschoten, John SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2756
Mildren, Paul SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2757
White, Steven SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2763
Cota, Luis SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2771
Johnson, Randy SP SF 	Evil Empire	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2774
Deza, Fredy SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2780
Ortegano, Jose SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2789
Dorman, Rich SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2796
Mathes, J.R. SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2797
Maclane, Evan SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2800
Scarpetta, Cody SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2807
Gothreaux, Jared SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2808
Cuevas, Jairo SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2826
Rohrbough, Cole SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2828
