All Relief Pitchers Projections MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Ramirez, Edwar RP NYY	Free Agent	33.0	0	0	0	2	1	1	0	39	19	31	5.18	1.52	962
Bray, Bill RP CIN	Free Agent	20.0	0	0	0	2	2	0	0	23	10	22	3.60	1.60	965
Batista, Miguel RP SEA	Free Agent	126.0	17	8	0	9	10	1	0	86	68	141	4.86	1.66	966
Giese, Dan RP OAK 	Free Agent	25.0	1	1	0	0	3	0	0	16	8	23	4.32	1.24	972
Vasquez, Esmerling RP ARI	Free Agent	27.0	0	0	0	2	2	0	0	22	14	26	4.33	1.48	975
Dunn, Michael RP ATL 	Free Agent	40.0	0	0	0	1	2	0	0	45	25	35	4.72	1.50	980
Glover, Gary RP FLA	Free Agent	44.0	0	0	0	3	3	1	0	29	16	50	5.11	1.50	982
Zumaya, Joel RP DET 	Titty`s Warriors	29.0	0	0	0	2	3	1	0	26	20	27	4.34	1.62	984
Vargas, Claudio RP MIL 	Free Agent	36.0	3	0	0	0	2	0	0	26	13	36	4.50	1.36	985
Brocail, Doug RP HOU	Free Agent	24.0	0	0	0	0	1	0	0	17	9	24	3.75	1.38	987
Manuel, Robert RP BOS	Free Agent	24.0	0	0	0	0	0	0	0	17	6	24	4.50	1.25	989
Wright, Wesley RP HOU	Free Agent	50.0	0	0	0	4	4	0	0	52	30	49	5.22	1.58	993
Arias, Alberto RP HOU 	Free Agent	25.0	1	0	0	1	1	0	0	18	11	27	3.60	1.52	995
Meek, Evan RP PIT 	Free Agent	30.0	0	0	0	0	1	0	0	24	20	22	4.20	1.40	996
Rosales, Leo RP ARI	Free Agent	25.0	0	0	0	1	1	0	0	16	9	24	4.68	1.32	997
Atchison, Scott RP BOS 	Free Agent	23.0	0	0	0	0	0	0	0	18	7	23	4.30	1.30	998
Rivera, Saul RP CLE 	Free Agent	36.0	0	0	0	0	2	0	0	25	15	36	4.25	1.42	999
Russell, Adam RP SD	Free Agent	19.0	0	0	0	4	0	0	0	18	10	22	4.74	1.68	1000
Castillo, Alberto RP BAL	Free Agent	19.0	0	0	0	0	0	0	0	16	7	20	3.32	1.42	1001
Escalona, Sergio RP PHI	Free Agent	14.0	0	0	0	1	0	0	0	10	5	12	4.50	1.21	1004
Villarreal, Oscar RP KC	Free Agent	38.0	0	0	0	1	2	0	0	26	16	39	4.50	1.45	1006
Wolfe, Brian RP TOR 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1010
Jepsen, Kevin RP ANA	Free Agent	31.0	0	0	0	3	2	0	0	28	12	36	4.94	1.55	1012
Boyer, Blaine RP ARI 	Free Agent	44.0	0	0	0	1	3	0	0	33	15	46	5.11	1.39	1015
Misch, Pat SP NYM	Free Agent	52.0	6	1	0	1	4	0	0	29	16	57	4.85	1.40	1019
Perdomo, Luis M. RP SD	Free Agent	60.0	0	0	0	1	0	0	0	55	34	57	4.80	1.52	1021
Fisher, Carlos RP CIN	Free Agent	52.0	0	0	0	1	1	0	0	48	31	50	4.50	1.56	1023
Bennett, Jeff RP TB 	Free Agent	50.0	0	0	0	1	2	0	1	35	25	53	4.14	1.56	1024
Meyer, Dan L. RP FLA	Free Agent	34.0	2	0	0	1	3	1	0	29	15	34	5.29	1.44	1027
Broadway, Lance RP TOR 	Free Agent	36.0	2	0	0	0	1	0	0	27	13	38	4.50	1.42	1029
Axford, John B. RP MIL	Free Agent	8.0	0	0	0	0	0	1	0	9	6	5	3.38	1.38	1030
Rincon, Juan RP COL 	Free Agent	38.0	0	0	0	0	1	0	0	31	14	38	4.97	1.37	1033
Tankersley, Taylor RP FLA	Free Agent	22.0	0	0	0	2	1	0	0	21	12	21	4.91	1.50	1036
Williams, Randy RP CHW	Free Agent	18.0	0	0	0	0	1	0	0	22	12	13	4.50	1.39	1043
Dolsi, Freddy RP CHW 	Free Agent	29.0	0	0	0	1	2	1	0	16	16	32	3.72	1.66	1047
Link, Jon RP LA 	Free Agent	30.0	0	0	0	1	2	0	1	26	15	32	4.20	1.57	1048
Martinez, Cristhian RP FLA	Free Agent	26.0	0	0	0	1	1	0	0	18	8	27	5.19	1.35	1054
Thayer, Dale RP TB	Free Agent	14.0	0	0	0	0	0	1	0	8	1	18	4.50	1.36	1055
Smith, Chris RP MIL	Free Agent	32.0	0	0	0	0	0	0	0	24	13	30	5.06	1.34	1060
Bonine, Eddie SP DET	Free Agent	31.0	4	2	0	2	1	0	0	14	8	38	4.65	1.48	1061
Humber, Philip RP KC 	Free Agent	31.0	2	0	0	1	2	0	0	19	12	33	4.65	1.45	1062
Jimenez, Cesar RP SEA 	Free Agent	11.0	1	0	0	0	1	0	0	9	4	11	3.27	1.36	1063
Messenger, Randy RP SEA	Free Agent	29.0	0	0	0	1	2	1	0	15	9	38	4.03	1.62	1066
Leach, Brent RP LA	Free Agent	20.0	0	0	0	2	0	0	0	19	12	16	5.85	1.40	1067
Schoeneweis, Scott RP ARI	Free Agent	40.0	0	0	0	0	2	0	1	25	18	40	4.50	1.45	1068
Moscoso, Guillermo RP TEX	Free Agent	14.0	0	0	0	0	0	0	0	12	6	15	3.21	1.50	1070
Belisle, Matt RP COL	Free Agent	79.0	12	4	0	4	5	0	0	54	18	98	5.58	1.47	1071
Lowery, Devon RP KC 	Free Agent	18.0	0	0	0	0	0	0	0	25	5	2	11.00	0.39	1072
Sadler, Billy RP HOU 	Free Agent	15.0	0	0	0	0	0	0	0	15	9	12	4.20	1.40	1074
Nippert, Dustin SP TEX	Want-a-be Ghetto All Stars	62.0	5	1	0	3	3	0	0	49	27	68	5.23	1.53	1075
Peralta, Joel RP WAS 	Free Agent	25.0	0	0	0	0	0	0	0	20	10	25	4.68	1.40	1077
Mickolio, Kam RP BAL 	Free Agent	11.0	0	0	0	0	2	0	0	11	6	10	3.27	1.45	1078
Cotts, Neal RP PIT 	Free Agent	15.0	0	0	0	0	0	0	0	10	5	15	4.20	1.33	1083
White, Bill RP PHI 	Free Agent	43.0	0	0	0	0	1	0	0	35	21	45	4.40	1.53	1088
Darrow, Rudy RP ATL	Free Agent	10.0	0	0	0	0	0	0	0	9	5	7	4.50	1.20	1089
Wells, Kip SP CIN	Free Agent	50.0	4	1	0	1	3	0	0	36	25	50	4.86	1.50	1093
Loe, Kameron RP MIL 	Free Agent	31.0	2	1	0	0	1	0	1	18	12	33	4.35	1.45	1094
Mathis, Doug RP TEX	Free Agent	33.0	3	0	0	1	1	0	0	17	12	38	4.36	1.52	1096
Bale, John RP KC 	Free Agent	24.0	0	0	0	0	0	0	0	20	10	25	4.50	1.46	1098
Hansen, Craig RP PIT 	Free Agent	34.0	0	0	0	0	1	0	1	25	19	30	4.76	1.44	1100
Melancon, Mark RP NYY	Free Agent	16.0	0	0	0	0	1	0	0	10	10	13	3.94	1.44	1106
Beam, T.J. RP MIL 	Free Agent	19.0	0	0	0	0	1	0	0	12	8	19	4.26	1.42	1108
Abreu, Winston RP TB 	Free Agent	27.0	0	0	0	0	1	0	0	24	10	30	4.67	1.48	1113
Atkins, Mitch RP CHC	Free Agent	2.0	0	0	0	0	0	0	0	0	0	1	0.00	0.50	1114
Parisi, Mike RP CHC 	Free Agent	31.0	2	0	0	0	1	0	1	21	12	33	4.65	1.45	1115
Rosa, Carlos RP KC	Free Agent	5.0	0	0	0	0	0	0	0	2	1	4	3.60	1.00	1117
Coutlangus, Jon RP ARI	Free Agent	14.0	0	0	0	1	1	0	0	13	9	13	4.50	1.57	1118
Dumatrait, Phil RP PIT 	Free Agent	50.0	6	2	0	2	4	0	0	35	23	55	4.86	1.56	1119
Casilla, Santiago RP OAK 	Free Agent	42.0	0	0	0	0	1	0	0	37	19	45	4.71	1.52	1120
Weaver, Jeff SP LA	Free Agent	75.0	11	3	1	4	6	0	0	48	23	92	5.28	1.53	1121
Zinicola, Zech RP TOR 	Free Agent	15.0	0	0	0	0	0	0	0	12	8	14	4.20	1.47	1123
Chen, Bruce SP KC 	Free Agent	35.0	3	1	0	1	2	0	0	25	15	41	4.37	1.60	1125
Burns, Mike SP MIL	Free Agent	52.0	8	2	0	3	5	0	0	39	17	60	5.71	1.48	1126
Stoner, Tobi RP NYM	Free Agent	9.0	0	0	0	0	0	0	0	5	3	9	4.00	1.33	1128
Gonzalez, Edgar G. SP OAK	Free Agent	72.0	8	1	0	3	4	0	0	44	26	81	5.38	1.49	1129
Lincoln, Mike RP CIN 	Free Agent	47.0	0	0	0	2	3	0	0	33	22	48	5.36	1.49	1131
Espineli, Geno M. RP SF	Free Agent	8.0	0	0	0	1	0	0	0	4	4	8	4.50	1.50	1133
Flores, Randy RP COL	Free Agent	31.0	0	0	0	1	0	1	0	26	12	40	4.65	1.68	1136
Fogg, Josh RP COL	Free Agent	97.0	15	5	0	4	6	0	0	55	35	108	5.47	1.47	1137
Frieri, Ernesto RP SD	Free Agent	1.0	0	0	0	0	0	0	0	1	0	0	0.00	0.00	1141
Kensing, Logan RP WAS 	Free Agent	31.0	0	0	0	1	2	0	0	26	15	33	4.94	1.55	1144
Joaquin, Waldis RP SF	Free Agent	11.0	0	0	0	0	0	0	0	12	7	10	4.09	1.55	1147
Flores, Ron RP CIN	Free Agent	6.0	0	0	0	0	1	0	0	5	4	5	3.00	1.50	1149
Yates, Tyler RP PIT 	Free Agent	20.0	0	0	0	0	0	0	0	20	11	20	4.50	1.55	1150
Meloan, Jon RP OAK	Free Agent	6.0	0	0	0	0	0	0	0	7	4	4	4.50	1.33	1152
Vargas, Jason M. SP SEA	Free Agent	34.0	5	1	0	1	2	0	0	19	9	38	5.56	1.38	1156
Hinshaw, Alex RP SF	Free Agent	23.0	0	0	0	1	0	0	0	24	18	20	4.70	1.65	1158
Worrell, Mark RP SD 	Free Agent	27.0	0	0	0	0	2	0	0	22	11	30	4.67	1.52	1159
Rapada, Clay RP TEX 	Free Agent	30.0	0	0	0	0	1	0	0	24	15	30	4.80	1.50	1160
Rodriguez, Henry A. RP OAK	Floaters and Sinkers	2.0	0	0	0	0	0	0	0	2	1	2	0.00	1.50	1161
Hinckley, Michael RP BAL 	Free Agent	26.0	4	1	0	0	3	0	1	16	13	26	4.50	1.50	1163
Sanchez, Romulo RP NYY	Free Agent	23.0	0	0	0	0	0	0	0	12	10	23	4.70	1.43	1164
Proctor, Scott RP ATL 	Free Agent	23.0	0	0	0	0	1	0	0	20	12	23	4.70	1.52	1165
Valdez, Merkin RP SF	Free Agent	22.0	0	0	0	1	0	0	0	17	12	24	4.50	1.64	1168
Salas, Juan RP CLE	Free Agent	14.0	0	0	0	0	0	0	0	11	7	14	4.50	1.50	1171
Bowers, Cedrick RP OAK 	Free Agent	15.0	0	0	0	0	0	0	0	12	6	16	4.80	1.47	1175
Bass, Brian RP BAL 	Free Agent	88.0	2	0	0	4	4	0	0	50	38	102	4.91	1.59	1181
Liz, Radhames RP SD 	Free Agent	46.0	4	1	0	0	2	0	1	34	28	46	4.30	1.61	1183
Penn, Hayden RP FLA	Free Agent	57.0	3	0	0	0	2	0	1	60	29	65	4.58	1.65	1186
Herndon, David RP PHI 	Free Agent	15.0	0	0	0	0	1	0	0	13	8	16	4.20	1.60	1187
Jones, Hunter RP FLA	Free Agent	54.0	0	0	0	0	0	0	1	38	25	60	4.50	1.57	1189
Rosario, Francisco A. RP KC 	Free Agent	19.0	0	0	0	0	1	0	1	18	9	19	5.21	1.47	1191
Majewski, Gary RP HOU 	Free Agent	26.0	0	0	0	0	1	0	0	15	8	30	4.85	1.46	1192
Dessens, Elmer RP NYM 	Free Agent	30.0	1	0	0	0	0	0	0	16	11	33	4.80	1.47	1194
Hughes, Dusty RP KC	Free Agent	14.0	1	0	0	0	2	0	0	15	8	13	5.14	1.50	1195
Rupe, Josh RP KC 	Free Agent	23.0	0	0	0	0	1	0	0	16	10	25	4.70	1.52	1199
Ledezma, Wil RP PIT 	Free Agent	39.0	2	0	0	0	2	0	0	35	21	40	4.85	1.56	1201
Marshall, Jay RP OAK 	Free Agent	21.0	0	0	0	0	0	0	0	11	8	23	4.71	1.48	1202
Texeira, Kanekoa RP SEA 	Free Agent	15.0	0	0	0	0	1	0	1	15	9	16	4.20	1.67	1203
Kroenke, Zach RP ARI 	Free Agent	15.0	0	0	0	0	0	0	0	17	8	16	4.80	1.60	1205
Bullington, Bryan RP KC 	Free Agent	28.0	4	1	0	0	2	0	0	18	10	32	4.82	1.50	1207
Taschner, Jack RP PIT 	Free Agent	49.0	0	0	0	1	2	0	1	42	26	52	4.96	1.59	1208
Samardzija, Jeff RP CHC	Free Agent	21.0	1	0	0	1	1	0	0	15	10	23	5.14	1.57	1210
Vasquez, Virgil SP PIT 	Free Agent	25.0	2	0	0	0	1	0	0	15	10	28	4.68	1.52	1212
Viola, Pedro RP CIN	Free Agent	7.0	0	0	0	0	0	0	0	5	3	7	5.14	1.43	1215
Parrish, John RP KC 	Free Agent	22.0	0	0	0	0	0	0	0	15	9	24	4.91	1.50	1216
Rustich, Brant RP NYM	Free Agent	16.0	0	0	0	0	1	0	1	15	8	18	4.50	1.62	1217
Eyre, Willie RP TEX 	Free Agent	29.0	1	0	0	1	2	0	0	17	13	32	4.97	1.55	1218
Towers, Josh RP NYY 	Free Agent	29.0	2	0	0	0	2	0	0	20	7	35	5.28	1.45	1220
Gosling, Mike RP CLE 	Free Agent	18.0	0	0	0	0	0	0	0	15	9	20	4.50	1.61	1222
Cabrera, Fernando RP BOS	Free Agent	30.0	0	0	0	0	1	0	0	33	17	32	4.80	1.63	1223
Dickey, R.A. RP NYM 	Free Agent	31.0	1	0	0	0	1	0	0	18	12	34	4.94	1.48	1224
Hernandez, Fernando RP OAK 	Free Agent	13.0	0	0	0	0	0	0	0	10	5	15	4.85	1.54	1226
Bootcheck, Chris RP PIT	Free Agent	16.0	0	0	0	0	0	0	0	12	6	18	5.06	1.50	1227
Koplove, Mike RP SEA	Free Agent	2.0	0	0	0	0	0	0	0	1	1	2	4.50	1.50	1230
Cabrera, Daniel SP ARI	Disco Bush Horticulturists	65.0	7	3	0	2	4	0	0	41	33	69	4.98	1.57	1231
Henn, Sean RP TOR	Free Agent	20.0	0	0	0	0	0	0	0	17	11	20	4.95	1.55	1233
Wassermann, Ehren RP PHI 	Free Agent	14.0	0	0	0	1	1	0	0	8	7	16	5.14	1.64	1247
Schlichting, Travis RP LA 	Free Agent	3.0	0	0	0	0	0	0	0	2	5	1	3.00	2.00	1249
Albers, Matt RP BAL 	Free Agent	76.0	7	3	0	3	7	0	0	49	36	83	5.21	1.57	1250
Nunez, Vladimir RP ATL	Free Agent	17.0	0	0	0	0	1	0	0	12	10	17	4.76	1.59	1254
Paronto, Chad RP HOU	Free Agent	19.0	0	0	0	1	1	0	0	7	7	24	4.74	1.63	1256
Logan, Boone RP NYY 	Free Agent	37.0	0	0	0	2	2	0	0	29	14	46	5.35	1.62	1261
Elbert, Scott RP LA	Grape Apes	13.0	0	0	0	1	0	0	0	14	6	14	6.92	1.54	1265
Roenicke, Josh RP TOR	Free Agent	17.0	0	0	0	0	0	0	0	20	9	19	5.29	1.65	1266
Ascanio, Jose RP PIT 	Free Agent	13.0	0	0	0	0	1	0	0	12	6	16	4.85	1.69	1269
Martinez, Carlos RP FLA	Free Agent	2.0	0	0	0	0	0	0	0	1	1	2	9.00	1.50	1270
Gallagher, Sean RP SD	Free Agent	50.0	8	2	0	3	3	0	0	41	27	54	5.58	1.62	1274
Wood, Mike RP FLA	Free Agent	17.0	1	0	0	1	1	0	0	8	5	23	5.29	1.65	1275
Parnell, Bobby SP NYM	Free Agent	47.0	4	1	0	2	4	0	0	38	24	52	5.36	1.62	1276
Ring, Royce RP STL 	Free Agent	14.0	0	0	0	1	0	0	0	12	9	15	5.79	1.71	1278
Strop, Pedro RP TEX	Free Agent	3.0	0	0	0	0	0	0	0	4	2	3	9.00	1.67	1282
Zarate, Mauro RP SD	Free Agent	2.0	0	0	0	0	0	0	0	1	0	4	9.00	2.00	1285
Gobble, Jimmy RP CHW	Free Agent	32.0	0	0	0	1	1	1	0	29	18	36	5.62	1.69	1287
Zagurski, Mike RP PHI	Free Agent	7.0	0	0	0	0	0	0	0	7	4	8	6.43	1.71	1289
Parr, James R. RP ATL	Free Agent	18.0	2	1	0	0	0	0	0	13	7	23	5.00	1.67	1291
Matos, Osiris RP SF	Free Agent	9.0	0	0	0	0	1	0	0	7	3	12	6.00	1.67	1293
Kunz, Eddie RP NYM	Free Agent	1.0	0	0	0	0	0	0	0	0	0	2	18.00	2.00	1294
Stokes, Brian RP NYM	Free Agent	55.0	0	0	0	2	4	0	0	35	24	66	5.07	1.64	1301
Rodriguez, Fernando RP ANA	Free Agent	1.0	0	0	0	0	0	0	0	1	2	1	18.00	3.00	1302
Miller, Andrew SP FLA	Free Agent	84.0	16	5	0	5	7	0	0	68	46	93	5.46	1.65	1303
Mock, Garrett SP WAS	Free Agent	66.0	9	2	0	2	6	0	0	59	34	76	5.18	1.67	1306
Kinney, Josh RP STL	Free Agent	7.0	0	0	0	0	0	0	0	5	4	9	6.43	1.86	1308
Sisco, Andrew RP OAK	Free Agent	5.0	0	0	0	0	0	0	0	4	4	6	7.20	2.00	1309
Stevens, Jeff RP CHC	Free Agent	13.0	0	0	0	1	0	0	0	9	8	14	6.92	1.69	1312
Osoria, Franquelis RP KC	Free Agent	30.0	0	0	0	1	2	0	0	15	7	40	5.70	1.57	1313
Braun, Ryan Z. RP CHW	Free Agent	13.0	0	0	0	1	0	0	0	8	7	15	6.92	1.69	1316
Bukvich, Ryan RP BAL	Free Agent	14.0	0	0	0	0	0	0	0	8	10	15	5.14	1.79	1317
Borkowski, Dave RP PHI	Free Agent	36.0	0	0	0	2	2	0	0	29	16	43	6.00	1.64	1321
Mosebach, Bobby RP ANA	Free Agent	2.0	0	0	0	0	0	0	0	2	3	4	9.00	3.50	1324
Bautista, Denny RP PIT	Free Agent	28.0	0	0	0	2	2	0	0	22	18	31	5.79	1.75	1325
Korecky, Bobby RP ARI	Free Agent	12.0	0	0	0	1	0	0	0	4	6	15	6.75	1.75	1326
Ortiz, Russ SP LA 	Free Agent	32.0	2	0	0	0	1	0	0	21	15	33	4.78	1.50	1329
Hayhurst, Dirk RP TOR	Free Agent	20.0	2	0	0	0	1	0	0	14	10	25	5.40	1.75	1331
Davis, Jason T. RP PIT	Free Agent	24.0	1	1	0	1	1	0	0	11	14	27	5.62	1.71	1332
Santos, Victor RP SF	Free Agent	21.0	1	0	0	0	2	0	0	16	11	24	6.00	1.67	1333
Robertson, Nate SP DET	Free Agent	132.0	21	8	0	6	9	0	0	87	51	159	5.52	1.59	1334
Newman, Josh RP KC	Free Agent	6.0	0	0	0	0	0	0	0	4	4	9	7.50	2.17	1335
Dillard, Tim RP MIL	Free Agent	9.0	0	0	0	0	0	0	0	3	6	12	6.00	2.00	1336
Peguero, Jailen RP TEX	Free Agent	8.0	0	0	0	0	0	0	0	5	6	9	7.88	1.88	1339
Manship, Jeff SP MIN	Free Agent	32.0	5	0	0	1	1	0	0	21	15	39	5.62	1.69	1340
Moreno, Edwin RP SD	Free Agent	22.0	0	0	0	1	3	0	0	15	15	28	4.91	1.95	1343
Loux, Shane SP ANA	Free Agent	37.0	3	2	0	1	2	0	0	12	10	50	5.35	1.62	1344
Nunez, Jhonny RP CHW	Free Agent	6.0	0	0	0	0	0	0	0	3	2	10	9.00	2.00	1345
Day, Dewon RP OAK	Free Agent	4.0	0	0	0	0	0	0	0	2	3	6	11.25	2.25	1346
Ekstrom, Mike RP SD	Free Agent	14.0	0	0	0	0	1	0	0	12	8	18	6.43	1.86	1349
Fien, Casey RP DET	Free Agent	11.0	0	0	0	0	1	0	0	9	6	13	8.18	1.73	1350
Paulino, Felipe SP HOU	Free Agent	39.0	7	2	0	2	4	0	0	35	15	49	6.46	1.64	1351
Thompson, Rich G. RP ANA	Free Agent	9.0	0	0	0	0	0	0	0	10	4	14	8.00	2.00	1352
Saarloos, Kirk RP CLE	Free Agent	23.0	1	0	0	1	2	0	0	13	8	30	6.65	1.65	1353
Bayliss, Jonah RP PIT	Free Agent	13.0	0	0	0	1	1	0	0	10	6	17	8.31	1.77	1354
Patton, David RP CHC	Free Agent	28.0	0	0	0	3	1	0	0	23	19	31	6.75	1.79	1355
Madrigal, Warner RP TEX	Free Agent	24.0	0	0	0	0	1	0	0	14	13	27	6.00	1.67	1357
Butler, Josh J. RP MIL	Free Agent	4.0	0	0	0	0	0	0	0	3	6	7	9.00	3.25	1358
Salas, Marino RP PIT	Free Agent	9.0	0	0	0	0	0	0	0	4	7	12	8.00	2.11	1360
Lopez, Wilton RP HOU	Free Agent	10.0	1	0	0	0	1	0	0	4	4	16	8.10	2.00	1361
Garate, Victor RP WAS 	Free Agent	2.0	0	0	0	0	0	0	0	0	3	5	22.50	4.00	1362
Leroux, Chris RP FLA	Free Agent	7.0	0	0	0	0	0	0	0	2	4	11	10.29	2.14	1363
Jimenez, Kelvin RP CHW	Free Agent	22.0	0	0	0	1	0	0	0	12	11	28	6.95	1.77	1364
Augenstein, Bryan SP ARI	Free Agent	17.0	2	0	0	0	1	0	0	6	6	23	7.94	1.71	1368
Boggs, Mitchell SP STL	Free Agent	46.0	8	2	0	2	2	0	0	30	28	56	5.48	1.83	1371
Marte, Victor M. RP KC	Free Agent	12.0	0	0	0	0	0	0	0	7	12	13	8.25	2.08	1372
Lambert, Chris RP BAL	Free Agent	17.0	2	0	0	0	2	0	0	13	7	26	7.41	1.94	1374
Rodriguez, Rafael RP ANA	Free Agent	31.0	0	0	0	0	1	0	0	10	9	47	5.52	1.81	1375
Jennings, Jason RP TEX	Free Agent	62.0	8	2	0	1	6	0	0	42	27	74	6.10	1.63	1377
Veal, Donnie RP PIT	Free Agent	16.0	0	0	0	1	0	0	0	16	20	18	7.31	2.38	1378
Mendoza, Luis RP TEX	Free Agent	27.0	5	0	0	1	3	0	0	14	10	37	7.67	1.74	1380
Walters, P.J. RP STL	Free Agent	16.0	1	0	0	0	0	0	0	14	9	21	9.56	1.88	1381
Todd, Jess RP CLE	Free Agent	22.0	0	0	0	0	1	0	0	20	9	34	7.77	1.95	1386
Speigner, Levale RP WAS	Free Agent	16.0	2	0	0	1	1	0	0	7	10	24	9.00	2.12	1387
Olson, Garrett SP SEA	Free Agent	82.0	15	4	0	4	6	0	0	53	41	96	6.48	1.67	1389
Claggett, Anthony RP PIT	Free Agent	4.0	0	0	0	0	0	0	0	3	4	13	24.75	4.25	1390
McCrory, Bob RP BAL 	Free Agent	7.0	0	0	0	0	0	0	0	4	9	14	15.43	3.29	1391
Smith, Matt A. RP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1399
Shiell, Jason RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1401
Gordon, Tom RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1404
Leon, Arnold RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1407
Houlton, D.J. RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1409
Cate, Troy RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1414
Shipman, Andrew RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1418
Rainville, Jay RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1427
Jones, Jason M. RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1433
Turpen, Daniel RP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1436
Shinskie, David RP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1437
Fukumori, Kazuo RP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1440
McLemore, Mark S. RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1444
Banks, Demetrius RP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1447
Edwards, Bryan RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1451
English, Jesse RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1456
Wing, Ryan RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1460
Santos, Reid RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1464
Novinsky, John RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1465
Johnson, Tyler J. RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1468
Daigle, Casey RP HOU 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1471
DeSalvo, Matt RP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1473
Serrano, Jimmy RP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1476
Carignan, Andrew RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1477
Simmons, James J. RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1481
Ramirez, Erasmo RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1484
Ramos, Mario RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1486
Mitchell, Mike RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1487
De La Cruz, Jose RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1488
Sharpless, Josh RP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1489
Bean, Colter RP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1491
McLeary, Marty RP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1495
Septimo, Leyson RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1497
Muecke, Josh RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1499
Haines, Talley RP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1504
Wlodarczyk, Michael RP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1506
Norderum, Jason RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1513
Barnette, Tony RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1517
Alvarez, Carlos RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1518
Sillman, Mike RP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1519
Santiago, Julio RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1526
Van Mil, Loek RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1528
Bucktrot, Keith RP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1529
Borrell, Danny RP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1531
Young, Terrell RP CIN 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1535
Gomez, Mariano RP ATL 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1537
