All Players 2008 MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Carrasco, D.J. RP CHW	Free Agent	38.7	0	0	0	1	0	0	1	30	14	30	3.96	1.14	556
Bray, Bill RP CIN	Free Agent	47.0	0	0	0	2	2	0	4	54	24	50	2.87	1.57	557
Brown, Andrew RP OAK	Free Agent	35.0	0	0	0	1	0	0	1	28	21	23	3.09	1.26	561
Stetter, Mitch RP MIL	Free Agent	25.3	0	0	0	3	1	0	1	31	19	14	3.20	1.30	563
Ayala, Luis RP FLA	Free Agent	75.7	0	0	0	2	10	9	6	50	24	86	5.71	1.45	564
Stults, Eric SP LA	Free Agent	38.7	7	3	1	2	3	0	0	30	13	38	3.49	1.32	570
Miller, Justin RP SF 	Free Agent	46.7	0	0	0	4	2	0	1	43	20	46	4.24	1.41	573
Camp, Shawn RP TOR	Free Agent	39.3	0	0	0	3	1	0	0	31	11	40	4.12	1.30	576
Samardzija, Jeff RP CHC	Free Agent	27.7	0	0	0	1	0	1	3	25	15	24	2.28	1.41	577
Yates, Tyler RP PIT 	Free Agent	73.3	0	0	0	6	3	1	4	63	41	72	4.66	1.54	579
Hinckley, Michael RP TEX 	Free Agent	13.7	0	0	0	0	0	0	0	9	3	8	0.00	0.80	580
Feliciano, Pedro RP NYM	Free Agent	53.3	0	0	0	3	4	2	2	50	26	57	4.05	1.56	581
Motte, Jason RP STL	Free Agent	11.0	0	0	0	0	0	1	0	16	3	5	0.82	0.73	582
Stokes, Brian RP NYM	Free Agent	33.3	1	0	0	1	0	1	2	26	8	35	3.51	1.29	584
Green, Sean RP NYM	Free Agent	79.0	0	0	0	4	5	1	3	62	36	80	4.67	1.47	585
Wright, Wesley RP HOU	Free Agent	55.7	0	0	0	4	3	1	0	57	34	45	5.01	1.42	586
Colome, Jesus RP MIL	Free Agent	71.0	0	0	0	2	2	0	2	55	39	61	4.31	1.41	587
Colon, Bartolo SP CHW	Free Agent	39.0	7	3	0	4	2	0	0	27	10	44	3.92	1.38	589
Howry, Bob RP SF 	Free Agent	70.7	0	0	0	7	5	1	4	59	13	90	5.35	1.46	591
Soriano, Rafael RP ATL 	Shits & Giggles	14.0	0	0	0	0	1	3	1	16	9	7	2.57	1.14	593
Pineiro, Joel SP STL 	Want-a-be Ghetto All Stars	148.7	25	12	0	7	7	1	0	81	35	180	5.15	1.45	594
Hampson, Justin SP OAK	Free Agent	30.7	0	0	0	2	1	0	0	19	10	31	2.93	1.34	596
Hinshaw, Alex RP SF	Free Agent	39.7	0	0	0	2	1	0	0	47	29	31	3.40	1.51	599
Gallardo, Yovani SP MIL	Want-a-be Ghetto All Stars	24.0	4	3	0	0	0	0	0	20	8	22	1.88	1.25	600
Pinto, Renyel RP FLA	Free Agent	64.7	0	0	0	2	5	0	2	56	39	52	4.45	1.41	602
Mijares, Jose RP MIN	Free Agent	10.3	0	0	0	0	1	0	0	5	0	3	0.87	0.29	603
Vargas, Claudio RP MIL 	Free Agent	37.0	4	2	0	3	2	0	1	20	11	33	4.62	1.19	604
Speier, Ryan RP COL	Free Agent	51.0	0	0	0	2	1	0	1	33	18	52	4.06	1.37	613
DiFelice, Mark RP MIL 	Free Agent	19.0	0	0	0	1	0	0	0	20	4	17	2.84	1.11	615
Kensing, Logan RP WAS 	Free Agent	55.3	0	0	0	3	1	0	2	55	33	50	4.23	1.50	616
Wolfe, Brian RP TOR	Free Agent	22.0	0	0	0	0	2	0	0	14	6	18	2.45	1.09	617
Troncoso, Ramon RP LA	Free Agent	38.0	0	0	0	1	1	0	0	38	12	37	4.26	1.29	619
Karstens, Jeff SP PIT 	Free Agent	51.3	9	5	1	2	6	0	0	23	13	56	4.03	1.34	620
Beam, T.J. RP TOR	Free Agent	45.7	0	0	0	2	2	1	0	24	20	43	4.14	1.38	625
Hammel, Jason SP COL	Free Agent	78.3	5	3	0	4	4	2	0	44	35	83	4.60	1.51	626
Geer, Josh SP SD	Free Agent	27.0	5	1	0	2	1	0	0	16	9	29	2.67	1.41	628
Casilla, Santiago RP OAK	Free Agent	50.3	0	0	0	2	1	2	1	43	20	60	3.93	1.59	632
Wright, Jamey RP KC 	Free Agent	84.3	0	0	0	8	7	0	6	60	35	93	5.12	1.52	633
Sarfate, Dennis RP BAL	Free Agent	79.7	4	0	0	4	3	0	2	86	62	62	4.74	1.56	634
Cormier, Lance RP TB	Free Agent	71.7	1	0	0	3	3	1	2	46	34	78	4.02	1.56	635
Jimenez, Cesar RP SEA 	Free Agent	34.3	2	0	0	0	2	0	4	26	13	32	3.41	1.31	637
Julio, Jorge RP PIT	Free Agent	30.0	0	0	0	3	0	0	1	34	19	27	3.60	1.53	638
Farnsworth, Kyle RP KC	Free Agent	60.3	0	0	0	2	3	1	3	61	22	70	4.48	1.52	639
Price, David SP TB	Floaters and Sinkers	14.0	1	0	0	0	0	0	0	12	4	9	1.93	0.93	642
Bass, Brian RP BAL	Free Agent	89.3	4	1	0	4	4	1	1	45	31	98	4.84	1.44	646
Happ, J.A. SP PHI 	Want-a-be Ghetto All Stars	31.7	4	3	0	1	0	0	0	26	14	28	3.69	1.33	647
Rusch, Glendon RP COL	Free Agent	83.7	9	2	0	5	5	0	1	55	25	94	5.16	1.42	648
Wuertz, Michael RP OAK	Free Agent	44.7	0	0	0	1	1	0	3	30	20	44	3.63	1.43	652
Thompson, Brad SP KC 	Free Agent	64.7	6	1	0	6	3	0	1	32	19	72	5.15	1.41	656
Sadler, Billy RP HOU 	Free Agent	44.3	0	0	0	0	1	0	0	42	27	34	4.06	1.38	657
Masset, Nick RP CIN	Free Agent	62.0	1	0	0	2	0	1	2	43	26	71	3.92	1.56	659
Valdez, Merkin RP SF	Free Agent	16.0	1	0	0	1	0	0	0	13	7	14	1.69	1.31	661
German, Franklyn RP CHW	Free Agent	21.7	0	0	0	1	3	0	1	15	13	18	2.08	1.43	663
Owings, Micah SP CIN	Free Agent	104.7	18	9	0	6	9	0	0	87	41	104	5.93	1.39	664
Frasor, Jason RP TOR	Free Agent	47.3	0	0	0	1	2	0	1	42	32	36	4.18	1.44	666
Mock, Garrett SP WAS	Free Agent	41.0	3	0	0	1	3	0	0	46	23	37	4.17	1.46	671
Gordon, Tom RP ARI	Free Agent	29.7	0	0	0	5	4	2	1	26	17	31	5.16	1.62	674
Bergmann, Jason RP WAS	Free Agent	139.7	22	10	1	2	11	0	0	96	47	153	5.09	1.43	675
Richmond, Scott SP TOR	Free Agent	27.0	5	1	1	1	3	0	0	20	2	32	4.00	1.26	676
Meredith, Cla C. RP BAL	Free Agent	70.3	0	0	0	0	3	0	6	49	24	79	4.09	1.46	677
Gallagher, Sean RP SD	Free Agent	115.3	21	6	0	5	7	0	0	103	58	118	5.15	1.53	681
Kinney, Josh RP STL	Free Agent	7.0	0	0	0	0	0	0	0	8	1	3	0.00	0.57	683
Loe, Kameron RP TEX	Free Agent	30.7	0	0	0	1	0	0	1	20	8	36	3.23	1.43	684
Suppan, Jeff SP MIL	Free Agent	177.7	31	14	0	10	10	0	0	90	67	207	4.96	1.54	685
Heilman, Aaron RP ARI 	Free Agent	76.0	0	0	0	3	8	3	5	80	46	75	5.21	1.59	688
Speier, Justin RP ANA	Free Agent	68.0	0	0	0	2	8	0	2	56	27	69	5.03	1.41	689
Seay, Bobby RP DET	Free Agent	56.3	0	0	0	1	2	0	1	58	25	59	4.47	1.49	691
Robertson, David RP NYY	Free Agent	30.3	0	0	0	4	0	0	0	36	15	29	5.34	1.45	692
Francis, Jeff SP COL 	Free Agent	143.7	24	12	0	4	10	0	0	94	49	164	5.01	1.48	693
Embree, Alan RP COL 	Free Agent	61.7	0	0	0	2	5	0	4	57	30	59	4.96	1.44	694
Stockman, Phil RP ATL	Free Agent	7.3	0	0	0	0	0	0	0	9	4	2	0.00	0.82	696
Birkins, Kurt RP COL	Free Agent	10.0	0	0	0	0	0	0	0	7	5	5	0.90	1.00	698
Feldman, Scott SP TEX	Free Agent	151.3	25	13	0	6	8	0	0	74	56	161	5.29	1.43	704
Hampton, Mike SP HOU 	Free Agent	78.0	13	9	0	3	4	0	0	38	28	83	4.85	1.42	705
Boyer, Blaine RP ARI	Free Agent	72.0	0	0	0	2	6	1	4	67	25	73	5.88	1.36	706
Cotts, Neal RP CHC	Free Agent	35.7	0	0	0	0	2	0	2	43	13	38	4.29	1.43	708
Duke, Zach SP PIT	Free Agent	185.0	31	14	1	5	14	0	0	87	47	230	4.82	1.50	709
Ridgway, Jeff RP ATL	Free Agent	9.7	0	0	0	1	0	0	1	8	1	7	3.72	0.83	710
Castillo, Alberto RP BAL	Free Agent	26.0	0	0	0	1	0	0	1	23	10	27	3.81	1.42	711
Bonderman, Jeremy RP DET 	Free Agent	71.3	12	5	0	3	4	0	0	44	36	75	4.29	1.56	714
Carpenter, Chris SP STL 	Blue Crew	15.3	3	0	0	0	1	0	0	7	4	16	1.76	1.30	715
Millwood, Kevin SP TEX	Blue Crew	168.7	29	11	3	9	10	0	0	125	49	220	5.07	1.59	717
Hendrickson, Mark SP BAL 	Free Agent	133.7	19	4	0	7	8	0	0	81	48	148	5.45	1.47	718
Loux, Shane SP ANA	Free Agent	16.0	0	0	0	0	0	0	0	4	2	16	2.81	1.12	720
Garcia, Freddy An. SP CHW	Free Agent	15.0	3	0	0	1	1	0	0	12	6	11	4.20	1.13	721
Guerrier, Matt RP MIN	Free Agent	76.3	0	0	0	6	9	1	4	59	37	84	5.19	1.59	722
McCarthy, Brandon SP TEX	Free Agent	22.0	5	2	0	1	1	0	0	10	8	20	4.09	1.27	728
Banks, Josh SP SD	Free Agent	85.3	14	4	1	3	6	0	0	43	32	94	4.75	1.48	729
Wells, Randy SP CHC	Titty`s Warriors	5.3	0	0	0	0	0	0	0	1	3	0	0.00	0.56	736
Rapada, Clay RP DET	Free Agent	21.3	0	0	0	3	0	0	0	15	14	19	4.22	1.55	739
Parrish, John RP BAL	Free Agent	42.3	6	2	0	1	1	0	0	21	15	47	4.04	1.46	740
Moylan, Peter RP ATL	Free Agent	5.7	0	0	0	0	1	1	1	5	1	5	1.59	1.06	741
Duckworth, Brandon SP KC	Free Agent	38.0	7	4	0	3	3	0	0	20	19	38	4.50	1.50	742
Dolsi, Freddy RP DET	Free Agent	47.7	0	0	0	1	5	2	1	29	28	50	3.96	1.64	743
Russell, Adam RP SD	Free Agent	26.0	0	0	0	4	0	0	0	22	10	30	5.19	1.54	744
Buckner, Billy SP ARI	Free Agent	14.0	0	0	0	1	0	0	0	11	4	16	3.21	1.43	750
McDonald, James RP LA	Free Agent	6.0	0	0	0	0	0	0	0	2	1	5	0.00	1.00	752
Madrigal, Warner RP TEX	Free Agent	36.0	1	0	0	0	2	1	2	22	14	36	4.75	1.39	754
Ledezma, Wil RP WAS 	Free Agent	58.3	6	0	0	0	2	0	0	53	41	51	4.17	1.58	757
Nunez, Vladimir RP ATL	Free Agent	32.7	0	0	0	1	2	0	0	24	19	32	3.86	1.56	759
Bale, John RP KC	Free Agent	26.7	3	0	0	0	3	0	0	14	6	29	4.39	1.31	761
Vizcaino, Luis RP CLE	Free Agent	46.0	0	0	0	1	2	0	1	49	19	48	5.28	1.46	764
Hansack, Devern RP BOS	Free Agent	6.7	0	0	0	1	0	0	0	5	1	6	4.05	1.05	765
Purcey, David SP TOR	Free Agent	65.0	12	6	1	3	6	0	0	58	29	67	5.54	1.48	766
Neshek, Pat RP MIN 	Free Agent	13.3	0	0	0	0	1	0	2	15	4	12	4.72	1.20	768
Chulk, Vinnie RP CLE	Free Agent	31.7	0	0	0	0	3	0	2	16	8	33	4.83	1.29	769
Zito, Barry SP SF 	Free Agent	180.0	32	15	0	10	17	0	0	120	102	186	5.15	1.60	770
MacDougal, Mike RP WAS 	User Abuser	17.0	0	0	0	0	0	0	0	12	12	16	2.12	1.65	773
Harrison, Matt SP TEX 	Free Agent	83.7	15	6	1	9	3	0	0	42	31	100	5.49	1.57	775
Accardo, Jeremy RP TOR	Free Agent	12.3	0	0	0	0	3	4	2	5	4	15	6.57	1.54	776
Miller, Jim RP BAL 	Free Agent	7.7	0	0	0	0	2	1	0	8	5	9	1.17	1.83	777
Reineke, Chad SP OAK 	Free Agent	18.0	3	1	0	2	1	0	0	13	12	14	5.00	1.44	779
Bullington, Bryan RP KC 	Free Agent	14.7	2	0	0	0	2	0	0	12	2	15	4.91	1.16	780
Figueroa, Nelson SP NYM	Disco Bush Horticulturists	45.3	6	2	0	3	3	0	1	36	26	48	4.57	1.63	783
Ramirez, Horacio RP WAS	Free Agent	37.3	0	0	0	1	4	0	0	13	9	45	4.34	1.45	788
Coffey, Todd RP MIL	Free Agent	26.7	0	0	0	1	0	0	0	15	8	31	4.39	1.46	790
Benoit, Joaquin RP TEX 	Free Agent	45.0	0	0	0	3	2	1	3	43	35	40	5.00	1.67	791
O'Day, Darren RP TEX	Free Agent	43.3	0	0	0	0	1	0	0	29	14	49	4.57	1.45	796
Villone, Ron RP WAS 	Free Agent	50.0	0	0	0	1	2	1	1	50	37	45	4.68	1.64	800
Muniz, Carlos RP NYM 	Free Agent	23.3	0	0	0	1	1	0	1	16	7	24	5.40	1.33	802
Hochevar, Luke SP KC	Sofa Kings	129.0	22	8	0	6	12	0	0	72	47	143	5.51	1.47	803
Ginter, Matt SP MIL	Free Agent	21.0	4	1	0	1	3	0	0	12	3	25	5.14	1.33	804
Arias, Alberto RP HOU 	Free Agent	21.7	2	0	0	1	1	0	0	13	10	23	4.15	1.52	806
Hill, Rich J. SP BAL 	Free Agent	19.7	5	1	0	1	0	0	0	15	18	13	4.12	1.58	809
Benitez, Armando RP HOU	Free Agent	6.3	0	0	0	0	1	0	1	9	2	4	5.68	0.95	814
Meloan, Jon RP OAK	Free Agent	2.0	0	0	0	0	0	0	0	2	1	0	0.00	0.50	815
Medders, Brandon RP SF	Free Agent	19.7	0	0	0	1	0	0	1	8	11	17	4.58	1.42	816
Korecky, Bobby RP ARI	Free Agent	17.7	0	0	0	2	0	0	0	6	8	19	4.58	1.53	817
Rosales, Leo RP ARI	Free Agent	30.0	0	0	0	1	1	0	1	18	15	32	4.20	1.57	818
Rosa, Carlos RP KC	Free Agent	3.3	0	0	0	0	0	0	0	3	0	3	2.70	0.90	824
Peralta, Joel RP COL 	Free Agent	52.7	0	0	0	1	2	0	1	38	14	56	5.98	1.33	829
Messenger, Randy RP SEA 	Free Agent	12.7	0	0	0	0	0	1	0	7	5	16	3.55	1.66	831
Sanchez, Romulo RP NYY 	Free Agent	13.3	0	0	0	0	0	1	0	3	6	14	4.05	1.50	833
Pavano, Carl SP MIN 	Free Agent	34.3	7	1	0	4	2	0	0	15	10	41	5.77	1.49	834
Martis, Shairon SP WAS	Free Agent	20.7	4	0	0	1	3	0	0	23	12	18	5.66	1.45	836
Beltran, Francis RP SF	Free Agent	13.0	0	0	0	1	0	0	0	9	6	13	4.85	1.46	837
Niemann, Jeff SP TB	Whiteness	16.0	2	1	0	2	2	0	0	14	8	18	5.06	1.62	838
Elarton, Scott SP CLE	Free Agent	15.3	0	0	0	0	1	0	0	15	9	16	3.52	1.63	841
Paronto, Chad RP HOU	Free Agent	10.3	0	0	0	0	1	0	0	4	2	11	4.35	1.26	843
Rundles, Richard RP CLE	Free Agent	5.0	0	0	0	0	0	0	0	6	3	5	1.80	1.60	844
Bowden, Michael RP BOS	Want-a-be Ghetto All Stars	5.0	1	0	0	1	0	0	0	3	1	7	3.60	1.60	845
Calero, Kiko RP FLA 	Free Agent	4.7	0	0	0	0	0	0	0	7	3	3	3.86	1.29	846
Albaladejo, Jonathan RP NYY	Free Agent	13.7	0	0	0	0	1	0	0	13	6	15	3.95	1.54	847
Espineli, Geno M. RP SF	Free Agent	16.0	0	0	0	2	0	0	0	8	8	17	5.06	1.56	850
Waters, Chris SP BAL 	Free Agent	64.7	11	4	1	3	5	0	0	33	29	70	5.01	1.53	852
Slaten, Doug RP WAS 	Free Agent	32.3	0	0	0	0	3	0	0	20	14	33	4.73	1.45	855
Adkins, Jon RP CIN	Free Agent	3.7	0	0	0	1	0	0	0	3	3	4	2.45	1.91	856
Fossum, Casey RP CHC	Free Agent	41.3	0	0	0	3	1	0	1	28	18	44	5.66	1.50	859
Patterson, Scott RP OAK	Free Agent	4.7	0	0	0	0	0	0	0	7	6	2	1.93	1.71	861
Misch, Pat SP NYM	Free Agent	52.3	7	1	0	0	3	0	0	38	15	56	5.68	1.36	862
Ryu, Jae-Kuk RP SD	Free Agent	1.3	0	0	0	0	0	0	0	1	1	0	0.00	0.75	866
Yabuta, Yasuhiko RP KC 	Free Agent	37.7	0	0	0	1	3	0	1	25	17	41	4.78	1.54	867
Parnell, Bobby SP NYM	Free Agent	5.0	0	0	0	0	0	0	0	3	2	3	5.40	1.00	869
Garcia, Jaime SP STL	Free Agent	16.0	1	0	0	1	1	0	0	8	8	14	5.62	1.38	871
Jepsen, Kevin RP ANA	Free Agent	8.3	0	0	0	0	1	0	0	7	4	8	4.32	1.44	873
Humber, Philip RP MIN	Free Agent	11.7	0	0	0	0	0	0	0	6	5	11	4.63	1.37	875
Bannister, Brian SP KC 	Free Agent	182.7	32	11	1	9	16	0	0	113	58	215	5.76	1.49	876
Estes, Shawn SP LA	Free Agent	43.7	8	3	0	2	3	0	0	19	18	50	4.74	1.56	880
Serrano, Alex RP ANA	Free Agent	1.0	0	0	0	0	0	0	0	1	0	1	0.00	1.00	883
Rincon, Ricardo RP NYM	Free Agent	4.0	0	0	0	0	0	0	0	3	1	4	4.50	1.25	885
Hurley, Eric SP TEX 	Disco Bush Horticulturists	24.7	5	1	0	1	2	0	0	13	9	26	5.47	1.42	886
Morillo, Juan RP MIN 	Free Agent	1.0	0	0	0	0	0	0	0	0	0	1	0.00	1.00	894
Musser, Neal RP HOU	Free Agent	1.0	0	0	0	0	0	0	0	0	1	0	0.00	1.00	895
Herges, Matt RP COL 	Free Agent	64.3	0	0	0	3	4	0	5	46	24	79	5.04	1.60	896
Outman, Josh SP OAK 	User Abuser	25.7	4	2	0	1	2	0	0	19	8	34	4.56	1.64	898
Taubenheim, Ty SP PIT	Free Agent	6.0	1	1	0	0	0	0	0	4	3	7	3.00	1.67	900
Peguero, Jailen RP TEX	Free Agent	9.3	0	0	0	0	0	0	0	5	4	9	4.82	1.39	901
Cameron, Kevin RP OAK	Free Agent	10.0	0	0	0	0	0	0	0	5	6	10	3.60	1.60	903
Taschner, Jack RP PHI 	Free Agent	48.0	0	0	0	3	2	0	4	39	24	57	4.88	1.69	907
Diaz, Joselo RP TEX	Free Agent	1.0	0	0	0	0	0	0	0	2	1	1	0.00	2.00	909
Murray, A.J. SP TEX	Free Agent	7.7	2	0	0	1	0	0	0	5	3	12	3.52	1.96	911
Manning, Charlie RP STL	Free Agent	42.0	0	0	0	1	3	0	2	37	31	35	5.14	1.57	913
Carpenter, Andrew J. SP PHI	Free Agent	1.0	0	0	0	0	0	0	0	1	1	1	0.00	2.00	915
Guzman, Angel RP CHC 	Free Agent	9.7	1	0	0	0	0	0	0	10	4	10	5.59	1.45	917
Capellan, Jose F. RP HOU	Free Agent	2.0	0	0	0	0	0	0	0	2	0	3	4.50	1.50	919
Sanchez, Anibal SP FLA	Floaters and Sinkers	51.7	10	2	0	2	5	0	0	50	27	54	5.57	1.57	924
Cordero, Chad RP SEA	Free Agent	4.3	0	0	0	0	0	0	0	5	3	6	2.08	2.08	925
Clippard, Tyler RP WAS	Free Agent	10.3	2	1	0	1	1	0	0	8	7	12	4.35	1.84	927
Falkenborg, Brian RP SD	Free Agent	22.3	0	0	0	2	3	0	1	19	12	26	5.24	1.70	928
Sanchez, Humberto SP NYY	SA`s	2.0	0	0	0	0	0	0	0	1	2	1	4.50	1.50	929
Jackson, Zach SP CLE	Free Agent	58.3	9	4	0	2	3	0	0	31	16	69	5.55	1.46	935
Balester, Collin SP WAS 	Free Agent	80.0	15	3	0	3	7	0	0	50	28	92	5.51	1.50	937
Burnett, Sean RP WAS 	Free Agent	56.7	0	0	0	1	1	0	0	42	34	57	4.76	1.61	938
Robertson, Connor RP NYM	Free Agent	7.0	0	0	0	0	1	0	0	2	2	8	5.14	1.43	944
Rasner, Darrell SP NYY	Free Agent	113.3	20	6	0	5	10	0	0	67	39	135	5.40	1.54	946
Bonine, Eddie SP DET	Free Agent	26.7	5	2	0	2	1	0	0	9	5	36	5.40	1.54	947
Matos, Osiris RP SF	Free Agent	20.7	0	0	0	1	2	0	1	16	9	26	4.79	1.69	955
Fox, Chad RP CHC 	Free Agent	3.3	0	0	0	0	1	0	0	1	3	2	5.40	1.50	959
Armas, Tony SP NYM	Free Agent	8.3	1	0	0	1	0	0	0	6	1	11	7.56	1.44	965
Dohmann, Scott RP ARI	Free Agent	14.7	0	0	0	2	0	0	0	12	7	18	6.14	1.70	966
Knight, Brandon SP NYM	Free Agent	12.0	2	0	0	1	0	0	0	10	7	14	5.25	1.75	967
Zumaya, Joel RP DET 	Titty`s Warriors	23.3	0	0	0	0	2	1	4	22	22	24	3.47	1.97	968
Rupe, Josh RP KC 	Free Agent	89.3	0	0	0	3	1	0	2	53	46	93	5.14	1.56	970
Salas, Juan RP CLE	Free Agent	6.3	0	0	0	0	0	0	0	8	4	5	7.11	1.42	972
Cabrera, Fernando RP BOS 	Free Agent	28.3	0	0	0	2	1	0	1	31	17	32	5.40	1.73	973
Mickolio, Kam RP BAL 	Free Agent	7.7	0	0	0	0	1	0	1	8	4	8	5.87	1.57	980
Resop, Chris RP ATL	Free Agent	18.3	0	0	0	0	1	0	0	13	10	16	5.89	1.42	987
Delgado, Jesus RP SEA	Free Agent	2.0	0	0	0	0	0	0	0	0	3	1	4.50	2.00	989
Dillard, Tim RP MIL	Free Agent	14.3	0	0	0	0	0	0	0	5	6	17	4.40	1.60	990
Villarreal, Oscar RP KC	Free Agent	37.7	0	0	0	1	3	0	1	21	17	42	5.02	1.57	991
Dickey, R.A. RP MIN	Free Agent	112.3	14	6	0	5	8	0	0	58	51	124	5.21	1.56	992
Simon, Alfredo SP BAL 	Free Agent	13.0	1	1	0	0	0	0	0	8	2	16	6.23	1.38	997
Littleton, Wes RP MIL	Free Agent	18.0	0	0	0	0	0	0	1	14	8	18	6.00	1.44	1004
Martinez, Pedro SP PHI 	SA`s	109.0	20	6	0	5	6	0	0	87	44	127	5.61	1.57	1005
Parr, James R. RP ATL	Free Agent	22.3	5	2	0	1	0	0	0	14	9	29	4.84	1.70	1008
Dumatrait, Phil RP PIT	Free Agent	78.7	11	3	0	3	4	0	0	52	42	82	5.26	1.58	1010
Aardsma, David RP SEA	Evil Empire	48.7	0	0	0	4	2	0	1	49	35	49	5.55	1.73	1011
Ponson, Sidney SP KC	Free Agent	135.7	24	10	1	8	5	0	0	58	48	170	5.04	1.61	1013
Hensley, Clay RP FLA	Free Agent	39.0	1	0	0	1	2	0	1	26	25	36	5.31	1.56	1014
Mujica, Edward RP SD	Free Agent	38.7	0	0	0	3	2	0	2	27	10	46	6.75	1.45	1015
Glover, Gary RP FLA	Free Agent	54.3	0	0	0	2	3	0	1	37	22	64	5.30	1.58	1017
Guevara, Carlos RP SD	Free Agent	12.3	0	0	0	1	0	0	0	11	9	13	5.84	1.78	1023
Gonzalez, Enrique RP BOS	Free Agent	3.3	0	0	0	1	0	0	1	1	2	4	10.80	1.80	1024
Bonser, Boof SP MIN 	Free Agent	118.3	12	6	0	3	7	0	1	97	36	139	5.93	1.48	1025
Saarloos, Kirk RP CLE	Free Agent	26.3	1	0	0	1	0	0	0	12	4	37	5.47	1.56	1027
Brazoban, Yhency RP LA	Free Agent	3.0	0	0	0	0	0	0	0	3	3	4	6.00	2.33	1030
Threets, Erick RP LA	Free Agent	10.0	0	0	0	0	1	0	0	6	9	11	3.60	2.00	1032
Cassel, Jack SP CLE	Free Agent	30.3	3	0	0	1	1	0	0	14	8	38	5.64	1.52	1035
Sowers, Jeremy SP CLE	Free Agent	121.0	22	7	0	4	9	0	0	64	39	141	5.58	1.49	1038
Riske, David RP MIL 	Free Agent	42.3	0	0	0	1	2	2	5	27	25	47	5.32	1.70	1040
Davis, Jason T. RP PIT	Free Agent	34.0	4	2	0	2	4	0	0	13	17	38	5.29	1.62	1041
Bueno, Francisley RP ATL	Free Agent	2.3	0	0	0	0	0	0	0	1	1	5	7.71	2.57	1045
Sanches, Brian RP FLA	Free Agent	11.0	0	0	0	2	0	0	1	10	5	16	7.36	1.91	1047
Wise, Matt RP NYM	Free Agent	7.0	0	0	0	0	1	0	0	6	3	10	6.43	1.86	1050
Smith, Chris RP MIL	Free Agent	18.3	0	0	0	1	0	0	0	13	7	18	7.85	1.36	1051
Gray, Jeff RP OAK	Free Agent	4.7	0	0	0	0	0	0	0	4	1	8	7.71	1.93	1052
Bautista, Denny RP PIT 	Free Agent	60.3	0	0	0	4	4	0	1	44	42	61	5.22	1.71	1053
Bulger, Jason RP ANA	Free Agent	16.0	0	0	0	0	0	0	0	20	9	15	7.31	1.50	1054
Pignatiello, Carmen RP CHC	Free Agent	0.7	0	0	0	0	0	0	0	0	2	2	13.50	6.00	1055
Proctor, Scott RP ATL 	Free Agent	38.7	0	0	0	2	0	0	-2	46	24	41	6.05	1.68	1058
Herrera, Danny RP CIN	Free Agent	7.3	0	0	0	0	0	0	0	8	3	10	7.36	1.77	1060
Roenicke, Josh RP TOR	Free Agent	3.0	0	0	0	0	0	0	0	6	2	6	9.00	2.67	1065
Lowery, Devon RP KC 	Free Agent	4.3	0	0	0	0	0	0	0	6	2	6	10.38	1.85	1067
De Los Santos, Valerio SP NYM	Free Agent	8.0	2	0	0	0	1	0	0	10	11	6	5.62	2.12	1068
Schroder, Chris RP OAK	Free Agent	5.0	0	0	0	0	0	0	0	3	6	6	5.40	2.40	1070
Walrond, Les RP TOR	Free Agent	10.3	0	0	0	1	1	0	0	12	9	13	6.10	2.13	1071
Mulder, Mark SP STL	Free Agent	1.7	1	0	0	0	0	0	1	2	2	4	10.80	3.60	1072
Tomko, Brett D. SP OAK 	Free Agent	70.0	10	3	0	2	7	0	2	49	18	83	6.30	1.44	1073
Cruceta, Francisco RP DET	Free Agent	11.7	0	0	0	0	3	0	2	11	10	13	5.40	1.97	1074
Britton, Chris RP SD	Free Agent	23.0	0	0	0	0	0	0	0	12	11	28	5.09	1.70	1075
Cherry, Rocky RP SD	Free Agent	17.0	0	0	0	0	3	1	2	15	16	15	6.35	1.82	1079
Swindle, R.J. RP CLE 	Free Agent	4.7	0	0	0	0	0	0	0	4	2	9	7.71	2.36	1081
Logan, Boone RP ATL	Free Agent	42.3	0	0	0	2	3	0	1	42	14	57	5.95	1.68	1085
Kunz, Eddie RP NYM	Free Agent	2.7	0	0	0	0	0	0	0	1	1	5	13.50	2.25	1086
Snyder, Kyle RP NYM	Free Agent	1.7	0	0	0	0	0	0	1	1	2	2	21.60	2.40	1087
Worrell, Mark RP SD 	Free Agent	5.7	0	0	0	0	1	0	0	4	4	8	7.94	2.12	1088
Thomas, Justin SP PIT 	Free Agent	4.0	0	0	0	0	1	0	1	2	2	9	6.75	2.75	1089
Ascanio, Jose RP PIT 	Free Agent	5.7	0	0	0	0	0	0	0	3	4	8	7.94	2.12	1090
Richard, Clayton SP SD	Grape Apes	47.7	8	3	0	2	5	0	0	29	13	61	6.04	1.55	1092
Lambert, Chris RP BAL 	Free Agent	20.7	3	0	0	1	2	0	0	15	7	31	5.66	1.84	1093
Broadway, Lance RP NYM	Free Agent	14.0	1	0	0	1	0	0	0	7	5	20	7.07	1.79	1096
Sosa, Jorge RP WAS	Free Agent	21.7	0	0	0	4	1	0	0	12	11	30	7.06	1.89	1100
Bowie, Micah RP COL	Free Agent	8.0	0	0	0	0	1	0	0	5	3	11	9.00	1.75	1101
